album_name,artist_name,copyright,genre,price,released,song_name,time
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,romeo s tune,347.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,got it right this time the celebration,444.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,i told you so,402.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,stupid boy,621.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,better life,443.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,making memories of us,356.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,once in a lifetime,411.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,tonight i wan na cry,419.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,you re my better half,359.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,days go by,349.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,but for the grace of god,344.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,you ll think of me,351.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,who would nt wan na be me,341.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,raining on sunday,354.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,where the blacktop ends,306.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,your everything,359.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,somebody like you,523.0
greatest hits deluxe edition,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music honky tonk contemporary country,129,8jan08,everybody,357.0
greatest hits,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country honky tonk,129,20nov07,you re my better half single edit,359.0
greatest hits,keith urban,this compilation 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country honky tonk,129,20nov07,but for the grace of god,344.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,i m like a bird,404.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,turn off the light,435.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,on the radio remember the days,355.0
the best of nelly furtado deluxe version,nelly furtado juanes,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,fotografa,400.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,powerless say what you want,354.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,try,438.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,099,16nov10,forca,341.0
the best of nelly furtado deluxe version,nelly furtado timbaland,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,promiscuous feat timbaland,402.0
the best of nelly furtado deluxe version,nelly furtado,2010 geffen records,pop music rock vocal adult alternative singersongwriter contemporary singersongwriter,129,16nov10,maneater,418.0
