abv,beer_name,brew_factory_name,style
5.0,kawaba sunrise ale,kawaba beer,amber ale
5.2,pair o dice hop bet red ale 40 red ipa 41,pair o dice brewing company,amber ale
4.9,weeping radish ruddy raddish,weeping radish farm brewery,irish ale
5.0,crooked ladder gypsy red,crooked ladder brewing company,amber ale
6.2,sierra nevada flipside red ipa,sierra nevada brewing company,india pale ale 40 ipa 41
7.0,evil twin hop flood,two roads brewing company,amber ale
5.5,infamous bugsys firebrush amber,infamous brewing company,amber ale
5.5,big buck redbird ale,big buck brewery,amber ale
,barrio rojo,barrio brewing co,scottish ale
6.2,ruhstaller the kenyan v 2,ruhstaller,american strong ale
8.5,the brew hub diver down,the brew hub,american strong ale
7.5,fearless loki red ale,fearless brewing company,american strong ale
6.0,roy pitz truly honest ale,roy pitz brewing company,american pale ale
4.8,florida beer key west sunset ale,florida beer company,amber ale
6.5,21st amendment british invasion ipa,21st amendment brewery,india pale ale 40 ipa 41
4.8,circle devils envy,circle brewing company,amber ale
4.5,379 ywiec freeq red fruits,379 ywiec 40 379 ywiec groupheineken 41,fruit beer
7.8,abbey wright alpha deuce ipa,abbey wright brewing company,imperial ipa
5.6,great adirondack ausable wulff red ale,great adirondack brewing co,amber ale
5.0,fernie big caboose red ale,fernie brewing company,amber ale
4.2,breconshire alleycat amber ale,breconshire,bitter
5.8,morgantown old morgantown amber ale,morgantown brewing company,amber ale
,bell in hand ale,boston beer company,amber ale
4.0,ales of scilly maiden voyage,ales of scilly,bitter
4.9,barkerville 18 karat ale,barkerville brewing company,amber ale
4.2,8 sail green man harvest ale,8 sail,golden ale blond ale
5.6,faction red,faction brewing,amber ale
4.5,bluetarp bantamweight ale,bluetarp brewing company,amber ale
6.2,four corners reds roja,four corners brewing company,amber ale
6.0,african moon amber ale,porcupine quill micro brewery,amber ale
,redneck riviera farmers tan,redneck riviera brewing project,saison
6.5,new england fat tener 14,new england brewing co,amber ale
4.5,mccashin family stoke amber,mccashin family brewery,amber ale
5.0,sheltowee 502 amber ale,bluegrass brewing company,amber ale
5.2,ecliptic phobos extra red ale,ecliptic brewing,amber ale
5.2,market cross red ale,market cross pub and brewery,amber ale
8.9,firefly hollow photon imperial crimson,firefly hollow brewing company,american strong ale
8.0,temperance evenfall,temperance beer company,american strong ale
4.7,trouble brewing amber ale,genesee brewing company 40 north american breweries 41,amber ale
5.1,odell levity amber ale,odell brewing company,amber ale
9.0,champion red scare imperial stout,champion brewing company,imperial stout
6.5,red wing remmlers royal brew 40 oak aged 41,red wing brewery,brown ale
6.0,altamont beer works rich mahogany,altamont beer works,amber ale
5.8,petoskey north 45 amber ale,petoskey brewing,amber ale
4.9,freetail original ale,freetail brewing co,amber ale
5.0,st ambroise rousse,mcauslan brewing,amber ale
6.3,brewery vivant big red coq,brewery vivant,india pale ale 40 ipa 41
,blimp city akronmacon german style alt bier,blimp city brewery,altbier
,big time better off red ale,big time brewery,amber ale
8.1,council royal blood imperial red,council brewing company,american strong ale
5.0,dead frog mandarin orange amber ale,dead frog brewery,amber ale
,kellys havana red ale,kellys caribbean bar grill brewery,amber ale
5.1,metolius river ales rusty spinner amber ale,genesee brewing company 40 north american breweries 41,amber ale
6.5,flat earth cygnus x1 red barchetta,flat earth brewing company,porter
4.5,blue point bourbon barrelaged winter ale,blue point brewing 40 ab inbev 41,amber ale
,isotopes slammin amber,sierra blanca brewing co,amber ale
4.8,black bear drop dead red ale,black bear brewery,amber ale
6.0,texas ale project fire ant funeral,texas ale project,amber ale
8.5,fulton garage series 4 the libertine 2 gingers barrel aged,fulton beer company,specialty grain
4.6,railway city iron spike amber ale,railway city brewing company,amber ale
5.0,new holland revered,new holland brewing company,india pale ale 40 ipa 41
5.0,les bi res b luga golden ale,brasserie g n rale,golden ale blond ale
,abita red fish ale,abita brewing company,amber ale
4.7,arizona wilderness rincon red,arizona wilderness brewing company,amber ale
,great black swamp mosquito red,great black swamp brewing company,amber ale
4.8,cascade amber ale,cascade brewery 40 cub 41,amber ale
6.2,four corners boss lady rustic red,four corners brewing company,amber ale
6.5,hardknott infra red,hardknott,amber ale
5.7,barley and hops tuscarora red,barley and hops grill and microbrewery,amber ale
5.5,barnhouse banshee irish red,barnhouse brewery,irish ale
4.5,mildura brewery storm cloudy ale,mildura brewery,american pale ale
6.0,persephone rum runner red ale,persephone brewing,amber ale
6.4,alameda rose city red,alameda brewing co,amber ale
6.1,galaxy galactic silk ale,galaxy brewing company,amber ale
4.6,victoria bitter original ale,carlton united breweries 40 cub 41,bitter
5.1,double take amber ale,genesee brewing company 40 north american breweries 41,amber ale
5.8,olde peninsula sunset red,olde peninsula brewpub and restaurant,amber ale
6.0,dragonmead corktown red,dragonmead brewery,amber ale
6.4,deschutes green lakes nonorganic ale,deschutes brewery,amber ale
5.5,bowen island mutiny red ale,kamloops brewery,amber ale
4.5,silver moon hounds tooth amber,silver moon brewing,amber ale
7.5,iron horse loco imperial red,iron horse brewery,american strong ale
4.5,estes park trail ridge red,estes park brewery,bitter
4.5,harviestoun broken dial,harviestoun,amber ale
5.1,4 noses the rambler,4 noses brewing company,spice herb vegetable
4.9,james river rock island red,james river brewery,wheat ale
5.3,engine house no 9 rowdy dick amber ale,engine house no 9 restaurant and brewery,amber ale
8.2,brewdog hello,brewdog,imperial ipa
5.6,blue moon rising moon spring ale,coors brewing company 40 millercoors 41,wheat ale
5.2,endeavour 2011 reserve amber ale,australian independent brewers,amber ale
6.3,marleys pack dog peanut butter ale,marleys brewery and grille,spice herb vegetable
,5 seasons westside raspberry rapture,5 seasons westside,fruit beer
5.4,1516 maple fall ale,1516 brewing company,spice herb vegetable
5.0,anacortes amber,rockfish grill anacortes brewery,amber ale
5.2,birra antoniana bionda integrale,birrificio antoniano,zwickel keller landbier
5.0,water street amber,water street brewery,amber ale
5.2,great western original 16 canadian copper ale,great western brewing 40 canadian brewing 41,amber ale
11.3,523 blackwell evil twin eau trappiste,523,imperial stout
5.5,coast same old,coast brewing company,amber ale
6.0,asher tree hugger organic amber,asher brewing company,amber ale
6.0,house ales x great lakes california love,house ales,american pale ale
,beaver street railhead red,beaver street brewery,amber ale
5.2,kennebec river sledhead red,kennebec river pub brewery,amber ale
10.0,kern river double dirty hippie,kern river brewing,american strong ale
7.4,wrecking bar nathans 13 minute amber,wrecking bar brewpub,amber ale
4.9,natty greenes buckshot amber ale,natty greenes pub brewing company,amber ale
,redondo beach dubbel dark ipa,redondo beach brewing company,black ipa
5.0,great rhythm amplified amber ale,great rhythm brewing company,amber ale
8.5,18th street alpha company,18th street brewery,saison
4.5,kroghs alpine glow red ale,kroghs restaurant brew pub,amber ale
7.5,38 state extra special bitters,38 state brewing company,premium bitter esb
6.0,dempseys red rooster ale,dempseys restaurant and brewery,amber ale
9.0,auburn alehouse hop donkey,auburn alehouse 40 ca 41,american strong ale
5.5,cycle blind date,cycle brewing,amber ale
5.5,ofallon hemp hop rye,ofallon brewery,specialty grain
6.0,freetail pi ata protest,freetail brewing co,witbier
5.5,creature comforts misty valley reclaimed rye,creature comforts brewing company,amber ale
,cannon red jacket ale,cannon brewpub,amber ale
4.6,tiny rebel cwtch,tiny rebel,amber ale
4.8,pyramid alehouse amber,pyramid breweries 40 north american breweries 41,amber ale
5.0,black dragon expedition amber,black dragon brewery,amber ale
,bent river mississippi red lager,bent river brewing company,oktoberfest m   rzen
5.4,big time atlas amber ale,big time brewery,amber ale
4.5,bishop nick revelry,bishop nick,bitter
7.9,austin beer garden big mama red,austin beer garden brewery,american strong ale
6.0,orl ans suzanne marceau 40 ambr e lrable 41,microbrasserie de l le dorl ans,amber ale
5.4,la li vre frousse,microbrasserie du li vre,amber ale
,fort pitt ale,city brewery 40 melanie brewing co 41,brown ale
5.0,crossroads brick row red,crossroads brewing company,amber ale
6.0,bullfrog that red ale,bullfrog brewery,amber ale
9.2,three heads buffalo soul jah imperial red ale,custom brewcrafters,american strong ale
8.5,minocqua roadkill red ale,minocqua brewing company,amber ale
5.2,ska pinstripe red ale,ska brewing,amber ale
8.3,hammerheart barrel aged serpensblod,hammerheart brewing company,amber ale
5.5,howe sound mettleman copper ale,howe sound brewing,amber ale
6.5,riverside forty four american amber,riverside brewing company,amber ale
5.4,metropolitan baphometro,metropolitan brewing,spice herb vegetable
5.0,aarhus frederik,aarhus bryghus,fruit beer
4.9,twin leaf paradigm shift,twin leaf brewery,amber lager vienna
5.2,newport storm hurricane amber ale,coastal extreme brewing company,amber ale
5.0,pitcaribou bonne aventure rousse,microbrasserie pitcaribou,amber ale
5.0,delafield bricklayer pale ale,delafield brewhaus,english pale ale
6.1,crabtree serenity amber ale,crabtree brewing company,amber ale
5.0,bogot beer company 40 bbc 41 monserrate roja,bogot beer company 40 ab inbev 41,amber ale
7.5,blue canoe razorback rye pa,blue canoe brewing company,india pale ale 40 ipa 41
6.0,baja red,baja brewing co,amber ale
6.0,boxing rock temptation red ale,boxing rock brewing company,amber ale
5.9,redhook late harvest autumn ale,redhook brewery,amber ale
5.5,original gravity county street amber,original gravity brewing company,amber ale
7.0,rip current raked over red,rip current brewing,amber ale
6.5,drakes red eye,drakes brewing company,amber ale
7.0,5 seasons north the ga wholesalers give millions of dollars to our state,5 seasons north,india pale ale 40 ipa 41
6.9,18th street central state garce sal e,18th street brewery,saison
6.0,amazon beer priprioca red ale,amazon beer,amber ale
6.0,budweiser black crown,anheuserbusch inbev,amber lager vienna
,charlie and jakes indian river red,charlie jakes brewery bbq,amber ale
7.5,cigar city joes hoppy time ipa,cigar city brewing,india pale ale 40 ipa 41
4.8,potbelly twickenham joint effort,potbelly,premium bitter esb
5.0,chelsea sunset red ale,chelsea brewing company,amber ale
4.6,dad dudes rockpile pale ale,dad and dudes breweria,american pale ale
,argus country house red ale,argus brewery,amber ale
6.8,exit 6 ryanes red,exit 6 pub and brewery,amber ale
5.6,elysian mens room summer gold ale,elysian brewing 40 abinbev 41,american pale ale
4.8,blue bell old fashioned,blue bell brewery,premium bitter esb
,carver old oak amber ale,carver brewing company,amber ale
4.1,barley island rust belt porter,barley island brewing,porter
5.8,maui brewing barefoot brew,maui brewing company,amber ale
5.0,alpha northwest double pale ale,alpha brewing company,american pale ale
,5 seasons westside high fiveinator doppelbock,5 seasons westside,doppelbock
5.0,mt hood cloudcap amber ale,mt hood brewing,amber ale
5.0,belfast bay lobster ale,shipyard brewing company,amber ale
4.6,market street wrought iron red ale,market street brewing co 40 ny 41,amber ale
,p vimperk z zvorov 12 speci l 13 40 ginger 41,umavsk 12 pivovar,spice herb vegetable
6.9,903 roos red ale,903 brewers,amber ale
5.5,nano brew cleveland namber ale,nano brew cleveland,amber ale
5.0,alligator habanero smoked ale,alligator brewing company 40 aka tall paul brew house 41,spice herb vegetable
5.2,mayflower spring hop ale,mayflower brewing company,amber ale
5.2,barrel harbor red ale,barrel harbor brewing,irish ale
4.5,deverell redemption amber ale,deverell,amber ale
,lumina raccoon red ale,lumina brewing company,amber ale
5.8,kauai island cane fire red,kauai island brewing company,amber ale
5.5,brutopian valhalla amber,brutopia brewery kitchen,amber ale
9.8,four fathers heavy hitter,four fathers brewing,imperial stout
7.3,actual bourbon barrel aged elektron,actual brewing company,amber ale
5.5,north coast red seal ale,north coast brewing company,american pale ale
6.7,buoy nw red ale,buoy beer company,amber ale
4.3,barnet giddy up,barnet,bitter
6.0,napier roadster red,napier brewery,brown ale
7.2,vindication american bold ale,vindication brewing co,american strong ale
5.0,f m stonehammer maple red ale,stonehammer brewery,amber ale
6.0,laurelwood tre otto amber,laurelwood public house brewery,amber ale
6.0,northwest joker amber ale,northwest brewing company,amber ale
5.8,af brew redrum ipa,af brew,india pale ale 40 ipa 41
7.0,burn em red dead revelvet,burn em brewing,stout
,ac golden colorado native saison,coors brewing company 40 millercoors 41,saison
6.5,big island red giant ale,big island brewhaus,american strong ale
4.2,bethlehem brew works knuckleball,fegleys brew works,american pale ale
7.4,feral fantapants,feral brewing co,american strong ale
,blackrocks three wolf moon ipa,blackrocks brewery,india pale ale 40 ipa 41
