"formerCallsign"
"KFTI (2001–2010)"
"WTTM (1942-1998)"
"WVLI (1995-2012)"
"KDUV (1984-1995)"
"RMC Info (2001-2002)"
"XEHC-AM"
"KPBA (March 16, 2015–July 21, 2018)"
"WPHR-FM (2005–2011)"
"KSPA FM"
"""WBUL"" (1988 &ndash;2009), ""WXBL"" (transitional 2009)"
"WMQT-FM (1974-2014)"
"KFSD-FM (1948–1961)"
"WBZT (2000)"
"KKZZ-FM (1983–1990)"
"KYMI (1990-2006)"
"WLRT (2003–2007)"
"KHTX (1991-1992)"
"KMAK (1953–1988)"
"Radio 10FM (1999-2003)"
"KFNQ (2012-2022)"
"KQZQ (1982-1984)"
"WLPR (1964–1987)"
"KRZN (1997-1999)"
"KESO (1989-1990)"
"KFMS (March 30, 1973-September 1, 1974)"
"WKBE (1988–1989, CP)"
"KCMS (1956–1970)"
"WKDW (1974–1994)"
"WJTW-LP (2003-2015)"
"WSLI (1938–2003)"
"CKMW (1979-1987)"
"WZLL (2005)"
"Capital Radio"
"WEBO-FM (1972–1979)"
"KNSG (1995-2017)"
"WAAV (1971 to July 28, 1981"
"KFRH (2007–2009)"
"KSSR (1986-1989)"
"KACH (1991-1994)"
"WTBT (1995–99)"
"WWKU (2005-2007)"
"KPIO (2008-2015)"
"KLDE (1988&ndash;2000)"
"2013)"
"KQGD (until 7 July 2016)"
"WIOB (1977–1985)"
"WCNY (1938&ndash;1939)"
"WFNN (1992-1998)"
"WEHH-FM (1965-1976)"
"WPAR (1935–1983)"
"KSVZ (1988-1989)"
"KTBC-FM (1960-1973)"
"WNDC (1989-2006)"
"CKCR (1929-1965)"
"WWSC-FM (1967-1978)"
"KRBV (2006&ndash;2008)"
"WKTW (1999-2004)"
"WSYR-WSYU (1933-1940)"
"WJFK (1985–1987)"
"KSTX (1976–1982)"
"KZZY (1976–78)"
"KNUZ (1948-March 19, 1997)"
"KSRX (2003-2006)"
"WUSW (2015-2021)"
"KIGN (1996-2002)"
"KHUM (1986–1992)"
"KAFG (1972–1977)"
"WYND-FM (2003-2019)"
"KELP (1947-1982)"
"WLCS-FM (1985-1986)"
"KQOL (1990-1994)"
"WZFB (2002-2006)"
"KRDS (1963-1997)"
"KORQ (1974-1984)"
"98)"
"KIKN (1990-1998)"
"KMYL-FM (1997-2000)"
"KHEO (2018)"
"KDDZ (1998-1999)"
""
"WFNS (1989-1989)"
"WTYH-LP (2014)"
"KOZN (1968-71)"
"WDAN (1922)"
"WFYV (1979–87)"
"KBLE-FM (1964-1982)"
"WPEG"
"WAVG (1997–2008)"
"WGAT-FM (1979-1981)"
"WRNI (March 9–July 29, 2018)"
"WGXM (2008-2009)"
"KLXQ (1984-1991)"
"WWWF (2017–2018)"
"WUBG (2015–2016)"
"WEBS (cp)"
"WOJY-FM (1989–1991)"
"KJPW-FM (1981-2007)"
"KRSN (1956-1986)"
"WZGX (1994-2000)"
"KOAQ (1989-2019)"
"WRVB-FM (1959–1973)"
"see below"
"KJWL (2017–2022)"
"WXZB (1990-1990)"
"KZEV (1978–1990)"
"WFBX (2002-2007)"
"WNAC (1922&ndash;53)"
"WPKL:"
"WRIE (1967&ndash;89)"
"KXPW-LP (2003-2016)"
"WVHI-FM (1964-1982)"
"CKUL"
"WNDT (1996–2019)"
"1992)"
"96)"
"KWAP (1983-1983)"
"DWBLT (2003)"
"KMZT (2000–01)"
"KOWF (1987–1997)"
"KHJP (1998-1999)"
"WKGL (2003)"
"WADY (1993-1994, CP)"
"WPRE-FM"
"WGWG (Until 2013)"
"KPBA (1988-2005)"
"2004)"
"KBEZ (1975-1977)"
"TMF HitRadio"
"CHNR (1974–1997)"
"KNOS (1968-1992)"
"WTUV (2006–2015)"
"WBXW (1999–2002)"
"KPCW (2009)"
"78)"
"KDIG (1994-1996)"
"WANJ (1995-1996)"
"WGVL (1982–1984)"
"WGCB-FM (1959-1997)"
"WITH-FM (1978–1980)"
"1955)"
"WHJM (2002–2004)"
"KKYD (1993-2001)"
"KIST-FM (2010)"
"KFZA (2006-2007)"
"XELL-AM"
"XEWV-AM (1955-2003)"
"KAYK (1997–1998)"
"KMAP (1962–1968)"
"KXYZ-FM (1948–71)"
"XEAK (1957–1961)"
"KEYF"
"KEWI-FM (1971, CP)"
"KLTQ-FM (1984-1988)"
"WPAF (1984-1985)"
"WXLM (1996-2000)"
"WKYB (2007-2014)"
"WSUP, WKGO, WPLT (Pilot 94)"
"WTPR-FM (1968-1985)"
"KAPV (1981-1985)"
"WGWD (1987-2012)"
"1999)"
"WNBR (1987-1989)"
"KGTR (1993-1994)"
"WLOB-FM (1960-1971)"
"WLLS-FM (1972-1996)"
"WTRV (1996-1998)"
"WLQE (1994-1997)"
"KMYO-FM (2007-2011)"
"WIRE (1935–1989)"
"KSOX (1951–1953)"
"WKLX (1970–1977)"
"WRJI"
"WSTL (1987–1998)"
"CKNS-FM (2006–2007)"
"CHEQ-FM (1986-1993)"
"WQLZ (1993-2015)"
"WTTT (2003&ndash;08)"
"WELV (1964–2004)"
"KJDL (2005-2019)"
"WOW (1926-1999)"
"KRLH (2001–2003)"
"KSKE (1989-1990)"
"WMER (1960-1978)"
"KAWF (1997-1998)"
"WDEL-FM (1950-1969)"
"Alpenland (in British-occupied zone)"
"KQUJ (2003-2006)"
"KBJH"
"KRRE (2000-2004)"
"KHBX (1998-2000, CP)"
"WBQK (2005-Present)"
"WQTM (1996–2001)"
"WLAZ (1995-1995)"
"KYOC (1981-1995)"
"WCTZ (1988-2005)"
"WSSU (1966-1988)"
"KAJI (1994-2005)"
"WSTL (1998-2001)"
"KLSQ (1987-1989)"
"DYEH (1978-2002)"
"KEEN-FM (1963-1967)"
"WPNS (1966-1975)"
"WLYC-FM (1996-1997)"
"WTOU (2014-2019)"
"WMKG (1991–1992)"
"WPRZ (1982-2007)"
"KGZF (1990-1997)"
"89)"
"KBIY (1998–2020)"
"WKMK:"
"KWKW (1942–1950)"
"WGIR-FM (1963–1969)"
"KIPA (1947-2008)"
"WJBW-FM (1997-2007)"
"WVOM (1948–1955)"
"KKCI (1983–86)"
"WPRH (1988-1989)"
"WPBC (1949-1972)"
"KQAC(1993–1997)"
"CKOK-FM (1965-1977)"
"WOJY (1985–1989)"
"WUZZ-FM (1999&ndash;2007)"
"KFYO-FM (1948-1952)"
"KQJK (2017-2018)"
"WRNB (1989-1995)"
"WKSG (1993-2018)"
"KYQT (1986–1991)"
"WXLX (1986-1989)"
"KPLV (November–December 2016)"
"WUSJ (1949–1975)"
"WZUU-FM (1972–1986)"
"WPBI (2011-2015)"
"KRFD-FM (1998-1998)"
"WWGR (1982-1991)"
"KQIK (1956-1994)"
"WSGC-FM (2008-2015)"
"WCKU (1988-1994)"
"KBZC (2002-2004)"
"WBDX:"
"WBND (1993-1995)"
"KLMY (1993–95)"
"KWOG-FM (1992-1993)"
"KTIZ (1980-1986)"
"Mfm (2010–2017)"
"KWSI (1983-1991)"
"WQML (2009-2013)"
"KVLZ (2007-2014)"
"XERUV-AM (AM station, to 2016)"
"CIRH-FM (2015-2022)"
"WMRB (1954-1982)"
"WEB (1922&ndash;25)"
"KVRE-FM (1974-1988)"
"KQMY (2007-2008)"
"KDFC (1984–1997)"
"KBWF (2007–11)"
"KBAW (1998-2012)"
"WVFM (1996–2005)"
"WVNX (1991–1998)"
"WWWL (1976–1983)"
"WJYA (1998-2019)"
"Sharon was a ""Western Pennsylvania Production Center"" at time of station's founding"
"WVOR-FM (1979-2006)"
"KKWY (2008-2013)"
"KRBO (1956–62)"
"WACA"
"KJME (2005–2022)"
"WYHM (2006–07)"
"WOTB-FM (1978-1980)"
"WOWQ (2002-2017)"
"WPRW (1957-1993)"
"KKHR (1983–1986)"
"WLMX (1986–89)"
"WACJ (1980-1982)"
"WXXY (1971–1982)"
"KKHI-FM (1962–94)"
"WAAN (1993-1995)"
"WOAH (1965–1969)"
"DZCC"
"WHYM (1994-1996)"
"KCHF (1971–1977)"
"WVGT"
"WBET (1927&ndash;29)"
"87)"
"WQMR (2011-2012)"
"KENC (2002–2003)"
"KWIZ-FM (1954–1998)"
"KSOJ (2017)"
"KHUM (1983-1985,construction permit)"
"KMCR (1972-1985)"
"WLCS (1986-1987)"
"WKQA (1980&ndash;89)"
"WTSA (1950–1984)"
"KCFM (1988-1989)"
"KHXT (1990)"
"KKAR (1993-2012)"
"WZST (1992-1994)"
"WDAH (2005-2007)"
"WVZM (1992-1993)"
"DXYC (1994-2008)"
"WVGO (1996–1998)"
"DZLR (2004-2015)"
"WLB (1933&ndash;45)"
"WSCH (1962–64)"
"WDBA (1975–2009)"
"WKDA (2002&ndash;2006)"
"WMNY (1999–2005)"
"KRQZ (1982-1987)"
"WIBT (2012-2014)"
"KSJO (1946–1960)"
"KKUR (1989–1994)"
"KTBZ (1995–2000)"
"WLWZ-FM (1992-1996)"
"WAYL (1976-1982)"
"WEAM (1947–1984)"
"KITG (2005-2006; CP)"
"WKBM (1990-1998)"
"WDLP-FM (1967–1969)"
"WNRJ (1989–1990)"
"WBES (2010-Present)"
"WXRT-FM (2000–11)"
"WKYN (1995-1997)"
"CKLI-FM"
"KCUE (CP)"
"WOTS (1988-1992)"
"WLIF (1970–90)"
"KKHT (1983-1985)"
"WLXR (1983-1988)"
"XELE-AM"
"KCPC (2007-2010)"
"KWDH (2006-2008, CP)"
"WHEZ-LP (2002–2022)"
"WOLA (1962-1966)"
"WQBE (1983-2001)"
"KLOS (1956–1964)"
"WIKY (1947–1981)"
"KEGG (1966-2004)"
"WXJF (July 12, 1990-August 30, 1991)"
"WPUT-FM (July 1–7, 2015)"
"WXBQ (1992-2001)"
"WGUF (1976–1985)"
"KERC (1953-1983)"
"KOPT (2005-2008)"
"CJMT-FM (unknown)"
"WSPS (2021–2022)"
"KBPS-FM (1983-2009)"
"KZPC-LP"
"WXXZ (1996-2018)"
"WINX-FM (1996&ndash;97)"
"KAFX (1986-1986)"
"KOUV (1991-1992, CP)"
"KBOX-FM (1965–1973)"
"WORD (1925–1930)"
"WPRV (1978–1980)"
"KKHJ (1990–2000)"
"WSTK (2004-2008)"
"WAQI (1964&ndash;1982)"
"KHWK (1982-1987)"
"WILK-FM (1998)"
"WLVH-FM (1989–90)"
"KKCR (1990–1991)"
"2010)"
"KYKA (1988-1996)"
"WLRJ (1960–1973)"
"CNRV (1925–1933)"
"KNOI (1983-1986)"
"WAVI (1988-1999)"
"KIVA (2002-2009)"
"KKCJ (1992–95)"
"KZOW (1989-1990)"
"WJAN (1991–2007)"
"KNRC (1995-1996)"
"WNMP (1947-1970)"
"03)"
"KLXM (1997-2000)"
"KLOW (1984-2001)"
"WWEV (1992–1995)"
"W67PH (1940–1941)"
"WKMY (1983-1997)"
"KRSC (1927-1950)"
"WIFN (2005–09)"
"KDNZ (2004-2012)"
"KHAD (2005-2009)"
"KZSR (1998-2009)"
"WTRF-FM (1965-1972)"
"KZRA (1994-2005)"
"WXJX-LP (2015-2017)"
"WPBK (1981–1992)"
"KZIN-FM(1969-1977)"
"WBVA (1959&ndash;60)"
"WQTK (1995-1997)"
"WXKI (1989-1990)"
"KHAM (1956–1961)"
"WYEZ (September 15, 2000-May 2, 2019)"
"KFLG (1982–1986)"
"WAKL (2001–2019)"
"KFDF (1958–2001)"
"WOHP (1951–1969)"
"WYUT-FM (1986-1994)"
"KUBE (2016-2017)"
"WCBF (1981-1988)"
"KKQV (1980-1990)"
"WWXX (2006&ndash;17)"
"KWSW (1993-2011)"
"KDNT-FM (1948–1980)"
"WIVR-FM (1998-1999)"
"WMFC-FM (1965–2010)"
"WRFV-FM (1966-1968)"
"2009)"
"WHHR (1986–1987)"
"KQNM (2009-2015)"
"WGFT (1976–2003)"
"KHFM (1954-2001)"
"KMVX (1993-2012)"
"KMCQ (1984-2015)"
"WQFN (1990–1991)"
"KRSI-FM (1980–1981)"
"KRIX (1978–1991)"
"CFMP-FM (1976-1992)"
"WWKL (2001–2011)"
"WMSP (1962–88)"
"XEH-FM"
"KPSO (1956-1997)"
"WELX(1988-2001)"
"KCMG (1997&ndash;2001)"
"KJML (1957–77)"
"KHPN"
"KARO (1995-2000)"
"WCOL (2003&ndash;04)"
"KNOB (1949–1988)"
"WCHY (2005–12)"
"KXUU (2000-2002)"
"WWRK (2006–2013)"
"WKDM-FM (1964-1976)"
"WWCB (1972-2010)"
"KRDH (2007-2012)"
"WKHL (1992–2006)"
"WPHC (1963&ndash;1995)"
"WPIC-FM (1947-1973)"
"WMXG (1999)"
"2007)"
"WZOU (1984–1993)"
"KAYO-FM (1984-2005)"
"WSTK (1968-1974)"
"85)"
"KKEN (1998-2000)"
"WAGL (2017–2019)"
"KWDG (1976-1990)"
"WPMP (2005-2011)"
"KATX (1999-2000)"
"KIPP (1989)"
"WIAR (1994-1997)"
"WBUX (1948-1999)"
"KIEV (1933–2001)"
"WYLV (1981–82)"
"WCSE (1985–1987)"
"WKQV-FM (1981-1986)"
"KOKO (1937-1952)"
"WESG (1932-1940)"
"KMOQ (1988-2008)"
"KEGY (2012–17)"
"???? (1975-1980)"
"KHBG (1937–1959)"
"WJOJ-FM (1982-1984, CP)"
"KKLQ (1999-2000, CP)"
"WXLQ (1989-1991)"
"WATR-FM (1961–1973)"
"WWHT (1991–94)"
"KQNG (1987-2015)"
"WDZD (1997–2005)"
"WTAG-FM (1944&ndash;63)"
"KZZM (1982-1990)"
"DYTY"
"KNBQ (2005–2013)"
"WRED (1995-2008)"
"KICE (2017–2022)"
"KEXB (2015-2019)"
"KKAY-FM (1986-2001)"
"WKBC (1926-32)"
"WLGA-FM (1977–1981)"
"WITH-FM (1946–1974)"
"KUEQ (1958–1967)"
"DWCCA-LP (2005-2005)"
"WHTI (1999-2009)"
"KZPD (1990-1996)"
"WRMF-FM (1968-1979)"
"WNKK (2007-2013)"
"WPVA (1957–1986)"
"Station deleted (February 23, 2006-October 4, 2012)"
"KFQX (1924-1925)"
"WXQL (1992-2002)"
"WKRW (1961–1981)"
"KBBT (1983-1989)"
"WAPA (1947–2022)"
"KQIV (1979-1983)"
"2006)"
"KHFR (2002–2013)"
"KWEB (1957–2011)"
"KBUC-FM (1967-1988)"
"WITS (1978–1983)"
"KBNM-FM (1966-1974)"
"KYMR (2001-2003)"
"KRME (1996-2001)"
"87)"
"WKMZ-FM (2017-2019)"
"WSOM (2019)"
"KKFN (1994–2008)"
"WSTT (1983-1987)"
"WPXI (1966-1968)"
"WPAC (1981-2003)"
"WAVW (1998-2003)"
"WLZD-LP (2009-Present)"
"KYWL (2016-2017)"
"91)"
"WDAR (1959–1982)"
"1963)"
"WQDQ (2000&ndash;2002)"
"KJSK-FM (1964-1977)"
"KTID (1987-1989)"
"KTUF (1967–1973)"
"WBBL-FM (2009-2019)"
"WCCD(1979-1982)"
"WDJY (1994-2004)"
"KPIG (1987-2005)"
"WVXA (1992–94, CP)"
"KISU (1961–1970)"
"WTZQ(1982-1983)"
"WMAD-FM (1972–1977)"
"WKXS (1998-1999)"
"KHLN (2007-2011)"
"KOJY (1983–1990)"
"Music FM 89.6 (1997–2009)"
"KXIT-FM (2011-2013)"
"WSHF (1963-1985)"
"WYST (1994–97)"
"WQVE (2006)"
"KSKE (2004–2020)"
"WODX (1930-1933)"
"KRAQ (1989-2015)"
"WXIE (1978–1995)"
"WMYB-FM (1978–1979)"
"WTOB (2015-2016)"
"W47NV (1941-1943)"
"KUFO (1979-1985)"
"KEDJ (2001–2010)"
"WVOK (1992-2002)"
"WKSZ (1982–1993)"
"WXCS (1982 &ndash; 1985)"
"KMMK (1960-1973)"
"10AK (1928-1935)"
"KZZM (1996-2005)"
"WAGG (1983–1999)"
"WFAL-FM (1998-2001)"
"KOIT (1975–83)"
"KOAY (2006–2008)"
"CHPQ (1973-1995)"
"WJAG-FM (1971-1979)"
"WLKQ (1985-1990)"
"KONV (2006-2009)"
"KYMG (CP, 1988-1989)"
"WCVC-FM (1997–1999)"
"WTMM (1993–1999)"
"WSWL (1982-1983)"
"KPCS (1957&ndash;79)"
"WFAI (1947-2000)"
"1984)"
"WRLL (2003-2006)"
"WUZZ-FM (1998)"
"2000)"
"WFGM (1950–1967)"
"KKCL (1989-2015)"
"KWWL-FM (1968-1973)"
"WNWS (1976–90)"
"WFNR-FM (2000–2009)"
"WSWF-FM (1976-1983)"
"KJFA (2006-2015)"
"WJVA (1998–1999)"
"KKRM-LP (2003–2017)"
"WDNE (1948-Present)"
"WPHG-FM (1997-2000)"
"WLJW:"
"WRWJ (1956–1966)"
"WYAK (1960–67)"
"KRRZ(1983-1986)"
"WKZB (2011-2016)"
"KLCX (1997–2008)"
"KEWI (1986)"
"WXLM (2003-2008)"
"KQLQ (2002-2014)"
"WIUA, WXBK"
"WVHF-FM (1978-2001)"
"KBOQ (2008–16)"
"WFYV (1987–1992)"
"KIKI"
"KQKZ (1989-1991)"
"KKSB (2017-2018)"
"W57A (1941–1942)"
"WBZN (1987-1991)"
"XEVP-AM"
"1991, CP)"
"KSXM (1989-1993)"
"WLAX (1974–1984)"
"KHYI (1986–1991)"
"KFLO (1974-2002)"
"WCPT-FM (2014-2018)"
"KELL (1949-1951)"
"WMMA (1985–1987)"
"WKTW (1994-1995)"
"WXVO (1999-2001)"
"KUUY (1998-1999)"
"KCBD (1947–1971)"
"WKLI (1986–1999)"
"WTMQ (1994–1997)"
"WBGT (1986&ndash;1989)"
"WBBN (1976–1980)"
"KMAZ (1979-September 1987)"
"KCMS (1978–83)"
"WUEZ (1990-2001)"
"KYRH (1990)"
"WSLI-FM (1966-1976)"
"CJUI-FM (2008-2018)"
"KDAN (1983–1991)"
"KAWS (1998-1998)"
"WDLT (1984-1998)"
"WAUX-FM (1962–1965)"
"WCSD (1992-1999)"
"KOYT (2001–2003)"
"DYAC(1998-2003)"
"WJES-FM (1996-2004)"
"KUNA (1980–1984)"
"WHCG-FM (1998-1998)"
"WLYR (1997-1998)"
"WBRX (1957-1987)"
"WBAM (1952-1985)"
"WKTF (1957–1960)"
"91)"
"WGLI (2002-Present)"
"97)"
"DWJPI (2004-2000)"
"WELF (1968-1973)"
"WIOE (2015-2019)"
"KKXL-FM (1974–1975)"
"KRMZ (2003-2005)"
"WBPS (2003)"
"WCHY-FM (1987–1999)"
"WVJM (2001)"
"KDTK (1992–1996)"
"WRLT (1986–1988)"
"KWEI (1947–2011)"
"WCQL (1989–1995)"
"WCMA (2005-2011)"
"WSMU-FM (1968-1988)"
"WBGW (1989-2016)"
"WOAL-FM"
"WAAC (1942-1943)"
"WHOW-FM (1979-2008)"
"KEVR (1940–1947)"
"WMYS (1973–1989)"
"WKZS (1983–1998)"
"WWJK (2001-2003)"
"KINF-FM (1977-1993)"
"KJET (1982-1988)"
"KQUF (1991)"
"KLZN (2005-2010)"
"WLPX (1996-2000)"
"KSQB (2019-2020)"
"KSHN (September 20, 1980-October 16, 2019)"
"KQMC-FM (1985-1998)"
"KESS (1986-1990)"
"2013)"
"KAPN (1995-1999)"
"WJJA-LP (2003-2017)"
"WPKM (2004-2011)"
"WBES-FM (1988-2001)"
"WCYQ (2008–2013)"
"KSGX (2010-2011)"
"WCCJ (1994–2001)"
"WAZO (1989–1990)"
"KHWA (2007), KIPA (2008)"
"KYXE (1983-2007)"
"KFJZ (1939-1984)"
"WRED-FM (2008)"
"WBNJ (1985-1999)"
"WSEV-FM (1987-1990)"
"02)"
"WJQR (June 13, 1995–January 21, 2000)"
"WVET-FM (1959–61)"
"WVOZ (1996-2016)"
"WERV (1986–1987, not on-air)"
"WQKK (1985-?)"
"WAKX (1974-1994)"
"1990, CP)"
"WHVW-FM (1966-76)"
"KARZ (1983-1997)"
"KZUL"
"KSMD (2002-2015)"
"KNDE (1979-83)"
"KROI (1984)"
"WYNK"
"KKOM (2004)"
"WTLM (1994-1997)"
"KTTL (1977–1984)"
"WCHR (2008-2013)"
"KLZS (1982–1989)"
"WJTX (1984–1990)"
"WSEG (1980-1986)"
"WLPA-FM (2014-2015)"
"WXRT (1963–2000)"
"1998)"
"KKRH(2008-2009)"
"KHFH (1957–1973)"
"WVMO (1967-1982)"
"KMXW (2000-2007)"
"KUVR-FM (1989-1996)"
"WMT-FM (1963-2012)"
"WFAN (1951&ndash;76)"
"KMOD (1950–1957)"
"WZZD (1977–2004)"
"KTMP (not used on air)"
"WVNJ (1948-1983)"
"WLID (1981-1985)"
"WWBR (1993–1996)"
"WDNT (1957–2006)"
"WMAX (1971–1992)"
"WEGK (2003-2005)"
"KKQQ (1978–1981)"
"WLOP-FM"
"KGIL (2007&ndash;11)"
"97)"
"KNWX (2003–2004)"
"WBVS (1998-2003)"
"KOJY (2002-2006)"
"4CD"
"KNWZ (2001)"
"WSPA (1930–2002)"
"KYKC (1982–1987)"
"WREY, WMLV"
"WHLF-FM (1960–1973)"
"KCNR (1990-1992)"
"WVOZ(1980-1992)"
"4-October 25, 1978)"
"WFXR (1985-1987)"
"WPER (1996-2018)"
"WBSE (1955-1959)"
"WAMT (2002–04)"
"WGYA (2014-2017)"
"WFXR (1989–1995)"
"WEYZ (1993-2004)"
"KUDO (2002-2013)"
"KKOO (2016-2019)"
"WIMJ (1997)"
"KLLM (2013-2014)"
"KCMX (1971–1999)"
"KCSE (1999-2005)"
"KDOL (1991-1998)"
"WHIN-FM (1971-1978)"
"KBRG (1983–97)"
"KBOG (2005-2006, CP)"
"WHRL (2011-Present)"
"W53PH (1941&ndash;1943)"
"WLPO-FM (1964-1979)"
"KEEY (1972-1982)"
"KIIQ-FM (1987-1991)"
"WSNU (1990-2010)"
"WCMB (1948–1991)"
"WIIZ (1992-1995)"
"KBBC (1973–1982)"
"WCAY (1958-1981)"
"WIVE (1980–1987)"
"WGNE (1965-1982)"
"WXHD (1990-2009)"
"WYHI (1998-1999)"
"1984)"
"WIVA-FM: WABA-FM (1964-1972)"
"KXPC (2021)"
"WYLY (2017–2019)"
"KUSR (1983–1996)"
"KVGN (2018–2019)"
"WTEL"
"WJPY (1995-1998)"
"WMGF (1983-1986)"
"CFHA-FM (2003-2006)"
"KFYE (2000-2007)"
"WYAI (1984–1986)"
"KYBG-FM (1989-1995)"
"KBOK (1951-2014)"
"WRNN (November 6, 1992-August 11, 2000)"
"KJUL (1987-2005)"
"XHLM-FM (1973-2002)"
"89)"
"WUCL (2006-2010)"
"WLMY (2009-2020)"
"KYXS (1981-2002)"
"KXCC(1993-1998)"
"KQQQ (1975-1983)"
"WEEO (2000–2021)"
"KSYU (1999)"
"WTCO (1981–1983)"
"WNCG (1987–1991)"
"DWBLB (2003)"
"WNZZ (1995-2016)"
"KKPL (2000-2001)"
"KTXY (1981-1992)"
"KLVS (1994-1997)"
"WORC-WEPS (1930–1933)"
"WLXO (2000–2021)"
"WKRT (2009-2019)"
"KMGM (1948&ndash;54)"
"KHBQ (1985–1986)"
"KABI-FM (1968-1985)"
"DWOS (2012-2014)"
"KWRU(1988, CP)"
"KACY (1984–1990)"
"KZJZ (2000)"
"2009)"
"WSTL (1966–1986)"
"WPHX-FM (1999–2011)"
"WXFM (1957–84)"
"WNRR (2004–2010)"
"WWPV-FM (1973–2015)"
"WYKE (2011-2018)"
"RP VRHBOSNA"
"WQDC (1961-1970)WSVC (1970-1973)"
"WOSB (1990-1992)"
"WQBB (2010-2019)"
"WCYR (2016–2020)"
"WXRA (1988-1991)"
"XEAG-AM"
"KBON (1978-1992)"
"WMQX (2009-2014)"
"XETZ-AM, XEAAA-AM"
"KLZI (1984–1988)"
"WMQA (1992–1999)"
"86)"
"KWLN (1986-1988)"
"KQSI (2001-2010)"
"DXSS-FM(1977–1996, under the partnership ofSBN)"
"WFFV (1973–1985)"
"KGLQ (1997–1998)"
"KTIB-FM (1966-1973)"
"KNAX (1981–1999)"
"WCEG (1992–1997)"
"KBYA (1997)"
"KOME (1938-1969)"
"WXJC-FM (2007-2018)"
"WSNW-FM (2015-2016)"
"WBZS-FM (2000–2006)"
"WTTC (1960–2022)"
"1ZK (Kaitaia)"
"WSRQ (1980-1984)"
"KCWB (1993-1993, CP)"
"WEZC (1995-2006)"
"1993)"
"KYUA (1991-1994)"
"KJMC (1993-1994)"
"WDBI-FM (1972-1993)"
"WKBR (1946–2007)"
"WQRJ (2005-2007)"
"CJTF-FM (1985-2001)"
"WAHI (1998–2003)"
"WIDO (1982-1985)"
"1986)"
"TSF Jazz (1999)"
"KLZX-FM (1995-1998)"
"WXPZ (1990-2004)"
"KRKI (1991–1998)"
"KTXF (1983–1990)"
"KCUL (May–October 2020)"
"WMWX (1998–2000)"
"KCIJ (2002-2015)"
"CFVR (1962-1994)"
"KMXZ (1992-1994)"
"WEGB (2004)"
"DXRC (1965-1973)"
"KUDA (1988–93)"
"KOOK (1995-1996)"
"KSSL (2004-2006)"
"WRRD (2008-2020)"
"KDVE (2001-2010)"
"WRUN (1948–2009)"
"90)"
"KLLM (1981-2005)"
"KMSR (2004)"
"KKTR (1993–1996)"
"2008)"
"KFNL (2007-2013)"
"KMGX (1989–1994)"
"WJHM (1988–2016)"
"KSIZ (2012-2019)"
"KPGM (1992-1993)"
"WSKX (1987-1989)"
"WKEY-FM (1965–1977)"
"KIGL (1993-2000)"
"WVKO-FM (1948–1983)"
"1980)"
"KRBG (1989–1991)"
"KUDO (1988-1989, CP)"
"KAOE (1991-1996)"
"WCRI (1999–2011)"
"WFMP (1957-1960)"
"KSSJ (1997–2010)"
"WKRP (1979-1989)"
"WMPT-FM (1981-1983)"
"WRNC (1956–1958)"
"WWCG (1977&ndash;84)"
"KVAM (2010-2015)"
"KQGC (2009-2021)"
"WKYI (2018-2022)"
"WDVW (2004-2010)"
"KOBW (2010-2011)"
"KTPT(2005-2007)"
"WMCR-FM (1972–2016)"
"WHEY (1991-1992)"
"WRKN (2010-2017)"
"WIPU (1978–82)"
"WKSL (1967-1997)"
"WHCG(?-1998)"
"KOBH-FM (1981-1986)"
"KRLL (1993–1995)"
"WABT (1959-1973)"
"KXAL-FM (1987-2001)"
"KRUZ (2012-2015)"
"WJZG (2007-2009)"
"KVID (2005–2006)"
"KLTO (2004)"
"KKQZ (2002-2007)"
"KVSR (1996–2003)"
"KFLT (1986–2019)"
"KFML (1982-1984)"
"WTTP (1983–1987)"
"KAJG (2007-2007)"
"WPKX (1980&ndash;82)"
"KQDI (1958–1963)"
"WCLI-FM (1980-1980)"
"WSBT-FM (1962–1975)"
"WLCY (1959–1981)"
"CHEC-FM (1959-1979)"
"KCEE (1958–1992)"
"KBFN (1997-2003)"
"KLGL (2005-2012)"
"WZGO (1980–1993)"
"KKAC (2000-2017)"
"KLTW-FM (2003-2022)"
"WQNC (2004–2012)"
"WQEQ (1979–96)"
"WKLN-FM (1982-1988)"
"WCCA (1967-1986)"
"WPQZ (1980–1985)"
"3BO (1931–1993)"
"WCCC-FM (1960–2014)"
"KZEP (1990–1994)"
"KMGN (1979-1983)"
"KYPT (2006-2006)"
"WMKJ (1987–2000)"
"WPIN (1995-Present)"
"KVLT (1992-2001)"
"KOZY-FM (2001-2008)"
"WJSE (1987-1988)"
"2003)"
"WOQI-FM (1976-1999)"
"KZZQ (2008–2011)"
"WTKU (2006-2007)"
"WQSC(1984-1990)"
"KEAZ (1991-2000)"
"WTKS (1993–2002)"
"WCAC-FM (1947–78)"
"WZQQ (2009-2019)"
"KKIC (1978-1981)"
"KMFY (1984-1988)"
"WSDO-FM (1979-1982)"
"CHOO (1967-1994)"
"KXKX (1952–1956)"
"WCPQ (2008-2018)"
"FM: KFRI (2002–2009)"
"KAHO (1994-1998)"
"KQBC (February 27, 1983 - June 19, 1985)"
"WTKD (2012–2014)"
"KGMQ (1982–1983)"
"WSVQ (1980-1994)"
"WXAK (1991-1993)"
"WSJF-LP (2014)"
"WPFB (1931-1936)"
"ZHL-AM"
"KBFE (1976-1979)"
"KKJY (2008-2009)"
