<page title>,depth,display size,display type,green compliance,height,included devices,included network card,input devices,installed memory,interface connection,laptop type,memory technology,number of cells,processor class,processor speed,solid state drive capacity,url,warranty information,width,battery life,operating system,slots,video chipset,weight,color,hard drive capacity,included drives,maximum memory,aspect ratio,cache size,installed video memory,max resolution,number of hard drives included,number of processor cores,64bit processing,battery energy,brand name,bus speed,dimensions,drive controllers,duallayer media support,graphics memory technology,hard drive rpm,network rj45,normalizedcache size,normalizeddisplay size,normalizedhard drive capacity,normalizedheight,normalizedinstalled memory,normalizedinstalled video memory,normalizedprocessor speed,normalizedweight,number of total memory slots,number of usb 20 ports,product line,screen mode,software included,total number of usb ports,video bus,video integration,video memory,wifi manufacturer,wifi model,number of solid state drives included,parent retsku,direct media interface,headphonemicrophone combo port,hyperthreading,memory card reader,multitouch screen,number of usb 30 ports,processor model,product series,touchpad features,audio line out,frequency band,keyboard backlight,maximum power supply wattage,operating system architecture,product model,tv card,category,class,modem,modem rj11,front camera,keyboard type,operating system platform,solid state drive interface,audio codec,audio line in,near field communication,vpro technology,cd rewrite speed,cd write speed,cdrom read speed,dvdrom read speed,normalizedcd rewrite speed,normalizedcd write speed,normalizeddvdrom read speed,wwan support
"Apple 15.4"" MacBook Pro Notebook (2.4GHz Intel Core 2 Duo, 2GB DDR2, 160GB, DVD±RW DL, Mac OS X V10.5 Leopard, 15.4"" LCD) Price Comparison at Buy.net",9.6 in,15.4 in,Active Matrix LCD ( TFT ),Yes,1 in,Built-In Microphone|Built-In Webcam,Ethernet ( 10/100/1000 Mbps ) |Wireless Ethernet - 11 Mbps IEEE802.11b|Wireless Ethernet - 54 Mbps IEEE802.11a|Wireless Ethernet - 54 Mbps IEEE802.11g|Wireless Ethernet - 540 Mbps IEEE802.11n,Keyboard|Touchpad,2 GB,Audio - Line In ( 1/8 '' Mini ) |Audio - Line Out ( 1/8 '' Mini ) |Audio - TOSlink Optical Digital|Bluetooth|Ethernet - RJ45 Twisted-Pair ( XBaseT ) |FireWire 400/IEEE 1394 - 6 pin|FireWire 800/IEEE 1394 - 9 pin|USB - Universal Serial Bus 2.0|Video - 15 pin High-Density D-shell ( VGA ) |Video - 16 pin Mini-DVI,,DDR2,,Intel Core 2 Duo Mobile,2.4 GHz,,http : //www.apple.com/macbookpro/,1 Year Limited Warranty,14.1 in,6 hour ( s ),Mac OS X v10.5 ( Leopard ),Express Card 34,NVIDIA GeForce 8600M GT,5.4 lbs,,160 GB,DVD+-RW DL,4 GB,16 : 10,4 MB,256 MB,1440 x 900,1,,,,,800 MHz,,Serial ATA,,,,,,,,,,,,,,,,,,,PCI Express x16,Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 X ( CD , CD-R )","24 X ( CD , CD-R )","24 X ( CD , CD-R )","8 X ( DVD , DVD-R )",,,,
"Samsung Chromebook 2 XE503C12 Black 11.6"" Notebook (1.9 GHz Exynos 5 Octa 5420, 4 GB DDR3, 16 GB SSD, Chrome OS, LED Backlight) Price Comparison at Buy.net",8.06 in,11.6 in,LCD Display w/ Matte Screen & LED Backlight,RoHS|EPEAT Gold|Energy Star,0.66 in,Built-In Webcam,Wireless Ethernet - IEEE802.11g|Wireless Ethernet - IEEE802.11n|Wireless Ethernet - IEEE802.11ac|Wireless Ethernet - IEEE802.11b|Wireless Ethernet - IEEE802.11a|Bluetooth,Touchpad|Keyboard,4 GB,USB - Universal Serial Bus 3.0|USB - Universal Serial Bus 2.0|HDMI|Audio - Line In ( 1/8 '' Mini ) |Audio - Line Out ( 1/8 '' Mini ),Ultra Portable,DDR3,2-cell,,1.9 GHz,16 GB,http : //www.samsung.com/us/computer/chrome-os-devices/XE503C12-K02US,1 year ( s ),11.4 in,7 hour ( s ),Chrome OS,microSD Card,,2.65 lbs,Black,,,4 GB,16 : 9,2 MB,,1366 x 768 ( WXGA ),,Quad-Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Toshiba Satellite C55T-A5123 Black 15.6"" Notebook (2.17 GHz Intel Celeron N2820, 4 GB DDR3, 500 GB HDD, DVD±RW DL, Intel HD Graphics, Windows 8.1, LED Backlight) Price Comparison at Buy.net",9.53 in,15.6 in,LCD Display w/ Glossy Screen & LED Backlight,RoHS|EPEAT Gold|Energy Star,1.31 in,Built-In Webcam,Wireless Ethernet - IEEE802.11n|Wireless Ethernet - IEEE802.11g|Wireless Ethernet - IEEE802.11b|Fast Ethernet,Touchpad|Keyboard|Touch Screen,4 GB,VGA|USB - Universal Serial Bus 3.0|USB - Universal Serial Bus 2.0|HDMI|Ethernet - RJ45|Audio - Line Out ( 1/8 '' Mini ) |Audio - Line In ( 1/8 '' Mini ),,DDR3,6-cell,Intel Celeron Dual Core,2.17 GHz,,http : //www.toshiba.com/us/computers/laptops/satellite/C50/C55T-A5123,1 year ( s ),14.96 in,,Windows 8.1,SDXC Card|SDHC Card|SD Card|MultiMedia Card ( MMC ) |miniSD Card|microSD Card,Intel HD Graphics,5.3 lbs,Black,500 GB,DVD+-RW DL,8 GB,16 : 9,1 MB,,1366 x 768 ( WXGA ),1,Dual-Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Intel CybertronPC Victory 15.6"" 2.3GHz 32GB DDR3 Intel Core I7-3610QM Quad-Core GeForce GTX 670M Gaming Laptop PC Black Price Comparison at Buy.net",10.1 in,15.6 in,LED Backlight,,1.7 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Gigabit Ethernet,TouchPad,32 GB,1 x USB 2.0|4 x USB 3.0|Firewire Yes|HDMI Yes|DVI Yes|Ethernet RJ-45 Yes|Audio Line In Yes|Audio Line Out Yes|eSATA/USB Combo Yes|DisplayPort Yes,Notebook,DDR3 SDRAM,8-cell,Intel Core i7,2.30 GHz,,http : //www.cybertronpc.com,1 Year,14.8 in,6 Hour,Windows 8 Pro,MultiMediaCard ( MMC ) |Reduced Size MultiMediaCard ( RS-MMC ) |Secure Digital ( SD ) Card|miniSD Card|Secure Digital High Capacity ( SDHC ) |Secure Digital Extended Capacity ( SDXC ) |Memory Stick|Memory Stick PRO|Memory Stick Duo,NVIDIA|Intel GeForce GTX 670M|HD Graphics 4000,6.83 lbs,Black,1 TB,DVD-RAM/R/RW,32 GB,,,,,1 x 1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer TravelMate P643-M TMP643-M-53234G50Mtkk 14"" LED ComfyView Notebook - Intel Core I5 I5-3230M 2.60 GHz - Black Aluminum (4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4000 - Windows 7 Professional 64-bit - 1366 X 768 Display - Bluetooth) Price Comparison at Buy.net",9.8 in,14 in,ComfyView LED Backlight,Yes HSF,1.3 in,Built-In Microphone Yes|Built-In Fingerprint Reader Yes|Built-In Webcam Yes,IEEE 802.11a/b/g/n|Gigabit Ethernet|Bluetooth 4.0 + HS,TouchPad,4 GB,3 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes|Audio Line In Yes|Audio Line Out Yes|eSATA/USB Combo Yes,Notebook,DDR3 SDRAM,6-cell,Intel Core i5,2.60 GHz,,http : //us.acer.com,,13.5 in,8 Hour,Windows 7 Professional,ExpressCard/34|Secure Digital ( SD ) Card|MultiMediaCard ( MMC ) |Memory Stick|Memory Stick PRO|xD-Picture Card,Intel HD 4000,5.07 lbs,Black,500 GB,DVD-RAM/R/RW,8 GB,,,,,,,Yes,,Acer,,,,,DDR3 SDRAM,7200.0,Yes,,14.0,500000.0,33.02,4000.0,,2600.0,81.12,2.0,,TravelMate,HD,"Microsoft® Office Starter : reduced-functionality Word and Excel® only , with advertising . No PowerPoint® or Outlook® . Buy Office 2010 to use the full-featured software.Bing™ BarWindows Live™ Essentials",4.0,,,,Intel,Centrino Advanced-N 6235,,,5 GT/s,,Yes,Yes,,3.0,i5-3230M,P643-M,Multi-touch Gesture,Yes,Wireless LAN : Acer Nplify 802.11a/b/g/n,,65 W,64-bit,TMP643-M-53234G50Mtkk,No,,,,,,,,,,Yes,,,,,,,,,,
"Dell Inspiron 17R Grey 17.3"" Notebook (2.2 GHz Intel Core I7-3632QM, 8 GB DDR3, 1 TB HDD, DVD±RW, Intel HD Graphics 4000, Windows 8, LED Backlight) Price Comparison at Buy.net",10.63 in,17.3 in,LCD Display w/ LED Backlight,,1.4 in,Built-In Webcam,Bluetooth|Fast Ethernet|Wireless Ethernet - IEEE802.11b|Wireless Ethernet - IEEE802.11g|Wireless Ethernet - IEEE802.11n,Keyboard|Touchpad,8 GB,Audio - Line In ( 1/8 '' Mini ) |Audio - Line Out ( 1/8 '' Mini ) |Ethernet - RJ45|HDMI|USB - Universal Serial Bus 2.0|USB - Universal Serial Bus 3.0,,DDR3,6-cell,Intel Core i7,2.2 GHz,,http : //www.dell.com/us/p/inspiron-17r-5721/pd,1 year ( s ),16.22 in,,Windows 8,Memory Stick|Memory Stick PRO|Memory Stick XC|MultiMedia Card ( MMC ) |MultiMedia Card Plus ( MMC+ ) |SD Card|SDHC Card|SDXC Card,Intel HD Graphics 4000,6.02 lbs,Grey,1 TB,DVD+-RW,8 GB,16 : 9,6 MB,,1600 x 900,1,Quad-Core,,,,5 GT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus K200MA-DS01T 11.6"" Touchscreen Notebook - Intel Celeron N2815 1.86 GHz - Black (4 GB RAM - 500 GB HDD - Intel HD Graphics - Windows 8.1 64-bit - 1366 X 768 Display) Price Comparison at Buy.net",7.9 in,11.6 in,,ENERGY STAR 4.0|RoHS,1.2 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Ethernet,TouchPad|Touch Screen Yes,4 GB,2 x USB 2.0|1 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes,Notebook,DDR3 SDRAM,3-cell,Intel Celeron,1.86 GHz,,http : //usa.asus.com,1 Year,11.9 in,5 Hour,Windows 8.1,Secure Digital ( SD ) Card|MultiMediaCard ( MMC ) |Secure Digital High Capacity ( SDHC ),Intel HD Graphics,3 lbs,Black,500 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung ATIV Book 9 Plus NP940X3G-K01US 13.3"" Notebook (1.6 GHz Intel Core I5 4200U, 4 GB DDR3, 128 GB SSD, Intel HD Graphics 4000, Windows 8 Pro, LED Backlight) Price Comparison at Buy.net",8.8 in,13.3 in,SuperBright LED Backlight,EPEAT Gold|ENERGY STAR 5.2|TCO Certified Notebooks 4,0.5 in,Built-In Microphone Yes|Built-In Webcam Yes|Keyboard Backlight Yes,IEEE 802.11a/b/g/n|Gigabit Ethernet|Bluetooth 4.0,TouchPad|Touch Screen Yes,4 GB,2 x USB 3.0|HDMI Yes,Ultrabook,DDR3 SDRAM,4-cell,Intel Core i5,1.60 MHz,128 GB,http : //www.samsungusa.com,1 Year,12.6 in,7.50 Hour,Windows 8,Secure Digital Extended Capacity ( SDXC ) |Secure Digital High Capacity ( SDHC ) |Secure Digital ( SD ) Card,Intel HD 4400,3.06 lbs,Mineral Ash Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus X551CA-DH31 15.6"" Notebook - Intel Core I3 I3-3217U 1.80 GHz - Black (4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4000 - Windows 8 64-bit - 1366 X 768 Display) Price Comparison at Buy.net",10 in,15.6 in,,RoHS|ENERGY STAR 4.0|EPEAT,1.2 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Fast Ethernet,TouchPad|Touch Screen No,4 GB,1 x USB 2.0|1 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes,Notebook,DDR3 SDRAM,4-cell,Intel Core i3,1.80 GHz,,http : //usa.asus.com,1 Year,15 in,,Windows 8,Secure Digital ( SD ) Card|MultiMediaCard ( MMC ),Intel HD 4000,4.70 lbs,Black,500 GB,DVD-RAM/R/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo T440s Black 14"" Ultrabook (1.9 GHz Intel Core I5-4300U, 4 GB DDR3, 500 GB HDD + 16 GB SSD, Intel HD Graphics 4400, Windows 8 Pro, LED Backlight) Price Comparison at Buy.net",8.89 in,14 in,LCD Display w/ LED Backlight,RoHS|GREENGUARD|EPEAT Gold|Energy Star,0.8 in,Built-In Webcam|Fingerprint Reader|Keyboard Backlight,Wireless Ethernet - IEEE802.11n|Wireless Ethernet - IEEE802.11ac|Wireless Ethernet - IEEE802.11b|Wireless Ethernet - IEEE802.11g|Wireless Ethernet - IEEE802.11a|Gigabit Ethernet|Bluetooth,TrackPoint|Touchpad|Keyboard,4 GB,VGA|USB - Universal Serial Bus 3.0|Ethernet - RJ45|DisplayPort|Audio - Line Out ( 1/8 '' Mini ) |Audio - Line In ( 1/8 '' Mini ),Ultra Portable,DDR3,3-cell,Intel Core i5,1.9 GHz,16 GB,http : //shop.lenovo.com/us/en/laptops/thinkpad/t-series/t440s,3 year ( s ),13.03 in,8.4 hour ( s ),Windows 8 Pro,SDXC Card|SDHC Card|SD Card|MultiMedia Card ( MMC ),Intel HD Graphics 4400,3.5 lbs,Black,500 GB,,12 GB,16 : 9,3 MB,,1600 x 900,1,Hexa-Core,,,,5 GT/s,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung ATIV Book 9 Lite NP915S3G 13.3"" Touchscreen LED Notebook - AMD 1.40 GHz - Mineral Ash Black (4 GB RAM - 128 GB SSD - AMD - Windows 8 64-bit - 1366 X 768 Display - Bluetooth) Price Comparison at Buy.net",8.8 in,13.3 in,LED Backlight,ENERGY STAR|RoHS|EPEAT Yes,0.7 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Gigabit Ethernet|Bluetooth 4.0,TouchPad|Touch Screen Yes,4 GB,1 x USB 2.0|1 x USB 3.0|HDMI Yes,Notebook,DDR3 SDRAM,2-cell,AMD,1.40 GHz,128 GB,http : //www.samsungusa.com,1 Year,12.8 in,5.50 Hour,Windows 8,Secure Digital ( SD ) Card|Secure Digital Extended Capacity ( SDXC ) |Secure Digital High Capacity ( SDHC ),AMD,3.48 lbs,Mineral Ash Black,,,,,,,,,,,30 Wh,Samsung,,,,,,,,,,,,,,,,,1.0,ATIV Book 9 Lite,HD,SideSync HomeSync Lite S Apps,2.0,,,,,,,B00E5X8YZ6,,Yes,,Yes,Yes,1.0,,,Multi-touch Gesture,,,,40 W,64-bit,NP915S3G,,,,,,,,,Serial ATA/600,,,,,,,,,,,,
"Lenovo T440s 20AQ004KUS 14"" Touchscreen LED In-plane Switching IPS Technology Ultrabook - Intel - Core I7 I7-4600M 2.9GHz - Graphite Black (4 GB RAM - 128 GB SSD - Intel HD 4600 - Windows 8 Pro 64-bit - 1920 X 1080 Display - Bluetooth) Price Comparison at Buy.net",8.9 in,14 in,In-plane Switching ( IPS ) Technology LED Backlight,EPEAT Gold|ENERGY STAR 5.0|GREENGUARD|RoHS,0.9 in,Built-In Microphone Yes|Built-In Fingerprint Reader Yes|Built-In Webcam Yes|Keyboard Backlight Yes,IEEE 802.11a/b/g/n/ac|Gigabit Ethernet|Bluetooth 4.0,TouchPad|Trackpoint|Touch Screen Yes,4 GB,3 x USB 3.0|VGA Yes|Ethernet RJ-45 Yes|DisplayPort Yes,Ultrabook,DDR3L SDRAM,3-cell,Intel Core i7,2.90 GHz,128 GB,http : //www.lenovo.com/us/en/,3 Year,13 in,8.40 Hour,Windows 8 Pro,MultiMediaCard ( MMC ) |Secure Digital ( SD ) Card|Secure Digital High Capacity ( SDHC ) |Secure Digital Extended Capacity ( SDXC ),Intel HD 4600,3.90 lbs,Graphite Black,,,12 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP (Hewlett-Packard) 2000-2d00 2000-2d69nr 15.6"" LED BrightView Notebook - AMD - E-Series E2-2000 1.75GHz (4 GB RAM - 500 GB HDD - DVD-Writer - AMD Radeon HD 7340 - Windows 8 64-bit - 1366 X 768 Display) Price Comparison at Buy.net",9.7 in,15.6 in,BrightView LED Backlight,RoHS,1.4 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Fast Ethernet,TouchPad,4 GB,3 x USB 2.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes|Audio Line In Yes|Audio Line Out Yes,Notebook,DDR3 SDRAM,6-cell,AMD E-Series,1.75 GHz,,http : //www.hp.com,,14.8 in,3.75 Hour,Windows 8,Secure Digital ( SD ) Card,AMD Radeon HD 7340,5.39 lbs,,500 GB,DVD-RAM/R/RW,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HP (Hewlett-Packard) ProBook 450 G1 15.6"" LED Notebook - Intel - Core I5 I5-4200U 1.6GHz (4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4400 - Windows 7 Professional 64-bit - 1366 X 768 Display - Bluetooth) Price Comparison at Buy.net",10.1 in,15.6 in,LED Backlight,IT Eco Declaration|RoHS|WEEE|EPEAT Gold|EU WEEE,2.3 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Gigabit Ethernet|Bluetooth 4.0,TouchPad,4 GB,2 x USB 2.0|2 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes|Audio Line In Yes|Audio Line Out Yes,Notebook,DDR3 SDRAM,6-cell,Intel Core i5,1.60 GHz,,http : //www.hp.com,1 Year,14.8 in,9.25 Hour,Windows 7 Professional Upgradable to Windows 8 Pro,Secure Digital ( SD ) Card|Secure Digital High Capacity ( SDHC ) |Secure Digital Extended Capacity ( SDXC ) |Memory Stick|Memory Stick Extended Capacity ( MSXC ),Intel HD 4400,5.22 lbs,,500 GB,DVD-RAM/R/RW,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo IdeaPad Flex 10 10.1"" Touchscreen Notebook - Intel - Celeron N2806 1.58GHz (2 GB RAM - 320 GB HDD - Intel HD Graphics - Windows 8.1 64-bit - 1366 X 768 Display - Bluetooth) Price Comparison at Buy.net",7.4 in,10.1 in,,,0.8 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Bluetooth 4.0,TouchPad|Touch Screen Yes,2 GB,2 x USB 2.0|1 x USB 3.0|HDMI Yes,Notebook,DDR3L SDRAM,3-cell,Intel Celeron,1.58 GHz,,http : //www.lenovo.com/us/en/,,10.7 in,4 Hour,Windows 8.1,,Intel HD Graphics,2.70 lbs,,320 GB,,2 GB,,,,,1 x 320 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo W540 20BH002LUS 15.5"" In-plane Switching IPS Technology Notebook - Intel - Core I7 I7-4800MQ 2.7GHz (8 GB RAM - 512 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K2100M, HD 4600 - Windows 8 Pro 64-bit - 2880 X 1620 Display - Bluetooth) Price Comparison at Buy.net",9.8 in,15.5 in,In-plane Switching ( IPS ) Technology,,1.2 in,Built-In Microphone Yes|Built-In Fingerprint Reader Yes|Built-In Webcam Yes|Keyboard Backlight Yes,IEEE 802.11ac|Gigabit Ethernet|Bluetooth 4.0,Trackpoint|TouchPad|Touch Screen No,8 GB,2 x USB 2.0|2 x USB 3.0|VGA Yes|Ethernet RJ-45 Yes|DisplayPort Yes,Notebook,DDR3L SDRAM,9-cell,Intel Core i7,2.70 GHz,512 GB,http : //www.lenovo.com/us/en/,3 Year,14.8 in,11.10 Hour,Windows 8 Pro,ExpressCard/34|MultiMediaCard ( MMC ) |Secure Digital ( SD ) Card|Secure Digital High Capacity ( SDHC ) |Secure Digital Extended Capacity ( SDXC ),NVIDIA|Intel Quadro K2100M|HD 4600,5.95 lbs,,,DVDR/RW,32 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lenovo Edge E540 20C6008SUS 15.6"" LED Notebook - Intel - Core I5 I5-4200M 2.5GHz - Matte Black - Silver (4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 X 768 Display - Bluetooth) Price Comparison at Buy.net",9.8 in,15.6 in,LED Backlight,ENERGY STAR 5.2|RoHS|EPEAT Gold,1.2 in,Built-In Microphone Yes|Built-In Fingerprint Reader Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Gigabit Ethernet|Bluetooth 4.0,TouchPad|Trackpoint,4 GB,1 x USB 2.0|2 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes,Notebook,DDR3L SDRAM,6-cell,Intel Core i5,2.50 GHz,,http : //www.lenovo.com/us/en/,1 Year,14.8 in,6.20 Hour,Windows 7 Professional Upgradable to Windows 8 Pro,Mini PCI Express|Secure Digital ( SD ) Card|MultiMediaCard ( MMC ) |Secure Digital Extended Capacity ( SDXC ) |Secure Digital High Capacity ( SDHC ),Intel HD 4600,5.40 lbs,Matte Black|Silver,500 GB,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus X551CA-XH31 15.6"" Notebook - Intel Core I3 I3-3217U 1.80 GHz - Black (4 GB RAM - 320 GB HDD - DVD-Writer - Intel HD 4000 - Windows 8 Pro 64-bit - 1366 X 768 Display) Price Comparison at Buy.net",10 in,15.6 in,,RoHS|ENERGY STAR 4.0|EPEAT,1.2 in,Built-In Microphone Yes|Built-In Webcam Yes,IEEE 802.11b/g/n|Fast Ethernet,TouchPad|Touch Screen No,4 GB,1 x USB 2.0|1 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes,Notebook,DDR3 SDRAM,4-cell,Intel Core i3,1.80 GHz,,http : //usa.asus.com,1 Year,15 in,4 Hour,Windows 8 Pro,Secure Digital ( SD ) Card|MultiMediaCard ( MMC ),Intel HD 4000,4.70 lbs,Black,320 GB,DVD-RAM/R/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Toughbook 53 Black 14"" Notebook (2.7 GHz Intel Core I5-3340M, 4 GB DDR3, 500 GB HDD, DVD±RW DL, Intel HD Graphics 4000, Windows 7 Pro, LED Backlight) Price Comparison at Buy.net",11.1 in,14 in,LED Backlight,RoHS|ENERGY STAR|EPEAT Silver,2.2 in,Built-In Webcam,Gigabit Ethernet,TouchPad,4 GB,2 x USB 2.0|2 x USB 3.0|HDMI Yes|VGA Yes|Ethernet RJ-45 Yes|Audio Line In Yes|Audio Line Out Yes,Notebook,DDR3L SDRAM,,Intel Core i5,2.70 GHz,,http : //www.panasonic.com,3 Year,13.4 in,7 hour ( s ),Windows 7,PC Card Type II|ExpressCard/54|Secure Digital ( SD ) Card|Secure Digital Extended Capacity ( SDXC ),Intel HD 4000,5.80 lbs,Black,320 GB,DVD+-RW DL,16 GB,16 : 9,3 MB,1.4 GB,1366 x 768 ( WXGA ),1,Dual-Core,,,,5 GT/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire C720P-29554G01aii 11.6"" Touchscreen LED Notebook - Intel Celeron 2955U 1.40 GHz (4 GB RAM - 16 GB SSD - Intel HD Graphics - Chrome OS - 1366 X 768 Display - Bluetooth) Price Comparison at Buy.net",8 in,11.6 in,LED Backlight,,0.8 in,Built-In Microphone Yes|Built-In Fingerprint Reader No|Built-In Webcam Yes,IEEE 802.11a/b/g/n|Bluetooth 4.0 + HS,TouchPad|Touch Screen Yes,4 GB,1 x USB 2.0|1 x USB 3.0|HDMI Yes|Audio Line Out Yes,Notebook,DDR3L SDRAM,3-cell,Intel Celeron,1.40 GHz,16 GB,http : //us.acer.com,,11.3 in,7.50 Hour,Chrome OS,Secure Digital ( SD ) Card,Intel HD Graphics,2.98 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acer Aspire S7-392-6832 White 13.3"" Ultrabook (1.6 GHz Intel Core I5-4200U, 8 GB DDR3, 128 GB SSD, Intel HD Graphics 4000, Windows 8, LED Backlight) Price Comparison at Buy.net",8.8 in,13.3 in,LCD Display w/ Glossy Screen & LED Backlight,,0.51 in,Built-In Webcam,Bluetooth|Wireless Ethernet - IEEE802.11a|Wireless Ethernet - IEEE802.11b|Wireless Ethernet - IEEE802.11g|Wireless Ethernet - IEEE802.11n,Keyboard|Touch Screen|Touchpad,8 GB,Audio - Line In ( 1/8 '' Mini ) |Audio - Line Out ( 1/8 '' Mini ) |HDMI|USB - Universal Serial Bus 3.0,Ultra Portable,DDR3,4-cell,Intel Core i5,1.6 GHz,128 GB,http : //us.acer.com/ac/en/US/content/model/NX.MBKAA.008,1 year ( s ),12.7 in,8 hour ( s ),Windows 8,SD Card|SDHC Card|SDXC Card,Intel HD Graphics 4400,2.87 lbs,White,,,,16 : 9,3 MB,,1920 x 1080,,Dual-Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus ZENBOOK UX301LA-DH51T 13.3"" Touchscreen Ultrabook - Intel Core I5 I5-4200U 1.60 GHz - Blue (8 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8 64-bit - 2560 X 1440 Display - Bluetooth) Price Comparison at Buy.net",8.8 in,13.3 in,,RoHS|ENERGY STAR 4.0|EPEAT,0.6 in,Built-In Microphone Yes|Built-In Webcam Yes|Keyboard Backlight Yes,IEEE 802.11ac|Bluetooth 4.0,TouchPad|Touch Screen Yes,8 GB,2 x USB 3.0|HDMI Yes|DisplayPort Yes,Ultrabook,DDR3L SDRAM,6-cell,Intel Core i5,1.60 GHz,256 GB,http : //usa.asus.com,1 Year,12.8 in,8 Hour,Windows 8,Secure Digital ( SD ) Card|MultiMediaCard ( MMC ),Intel HD 4400,2.60 lbs,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
