<page title>,average battery life in hours,batteries,brand name,chipset brand,color,computer memory type,graphics coprocessor,hard drive,hard drive interface,hard drive rotational speed,hardware platform,item dimensions l x w x h,item model number,item weight,max screen resolution,number of usb 30 ports,operating system,optical drive type,processor,processor brand,processor count,ram,screen resolution,screen size,series,wireless type,audioout ports,battery type,memory speed,number of usb 20 ports,power source,asin,best sellers rank,buy used and save,customer reviews,date first available,graphics card ram size,heres how,shipping,shipping weight,card description,flash memory size,rear webcam resolution,voltage,manufacturer part number,number of items,product dimensions,size
"Amazon.com : TOSHIBA Z30-A-1FE, 13.3"" HD, Ultrabook, Core i3-4030U, 4GB RAM, 128GB SSD, agn, 2Mega Pixel, 1 Year Warranty with Reliab : Computers & Accessories",,1 Lithium ion batteries required . ( included ),Toshiba,,,DDR3 SDRAM,,,,,,,PT243E-075053EN,2.5 pounds,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion TouchSmart 15-n040us 15.6-Inch Touchscreen Laptop (1.7 GHz Intel Core i3-4005U Processor, 4GB DIMM, 750GB HDD, Windows 8) Black/Silver : Laptop Computers : Computers & Accessories",,1 Lithium ion batteries required . ( included ),HP,,"Black , Silver",DDR3 SDRAM,Intel HD 4400 Graphics,750 GB,Serial ATA,5400 RPM,PC,10.16 x 15.18 x 0.97 inches,E8B05UA # ABA,5.7 pounds,1366x768,2.0,Windows 8,DVD Super Multi,1.7 GHz Intel Core i3,Intel Core i3,1.0,4 GB DIMM,1366 x 768,15.6 inches,15-N040US 15.6 '' Pavilion Touchsmart Notebook,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : HP 17-f020us 17.3-Inch Touchscreen Laptop with Beats Audio (Natural Silver) : Computers & Accessories,4.45 hours,1 Lithium ion batteries required . ( included ),HP,AMD,natural silver,DDR3 SDRAM,AMD Radeon R5 graphics,750 GB,,5400 RPM,PC,10.98 x 16.51 x 1.14 inches,G6R29UA # ABA,7.3 pounds,1600x900 pixels,2.0,Windows 8.1,SuperMulti DVD burner,2.4 GHz A-Series Quad-Core A8,AMD,1.0,6 GB DDR3L SDRAM,1600 x 900,17.3 inches,HP,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),1333 MHz,1.0,,,,See all Used offers from Amazon Warehouse Deals .,,,,( restrictions apply ),,,,,,,,,,
"Amazon.com : 210 G1 11.6"" LED Notebook Intel Core i3-4010U 1.70GHz Silver : Computers & Accessories",,,HP SB NOTEBOOKS,,,,,,,,,17 x 10 x 3 inches,J2M01UT # ABA,5.1 pounds,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i5748-5000sLV 17.3-Inch Laptop : Computers & Accessories,5.25 hours,1 Lithium ion batteries required . ( included ),Dell,,silver,,Integrated Graphics,1024 GB mechanical_hard_drive,,5400 RPM,,20.50 x 13.88 x 3.31 inches,i5748-5000sLV,8 pounds,1600x900,1.0,Windows 8.1,,1.7 GHz Intel Core i5,Intel Core I5,1.0,8 GB DDR3,,17.3 inches,Inspiron,802.11bgn,,,,2.0,,,,See all Used offers .,,,,( restrictions apply ),,,,,,,,,,
"Amazon.com : EliteBook F2P33UT 12.5"" LED Intel Core i3-4010U 1.70 GHz 4GB RAM 500GB HDD Windows7Pro 64bit Notebook : Computer Accessories : Computers & Accessories",,,HP,,,SODIMM,,500 GB,Serial ATA,,PC,19 x 3.30 x 13.50 inches,F2P33UT # ABA,5.7 pounds,,,Windows 7 Professional,Brand New with Manufacturer Warranty,1.70 GHz Intel Core i3,Intel,1.0,4 MB DDR3 SDRAM,,12.50 inches,,,,,,,AC,,,,,,,,,,,,,,,,,
Amazon.com : HP Pavilion Sleekbook 14-b130us 14-Inch Laptop (Black) : Laptop Computers : Computers & Accessories,3.45 hours,1 Lithium ion batteries required . ( included ),HP,,Black,,Intel HD Graphics 4000,640 GB SATA,,5400 RPM,,3.10 x 18.90 x 13.60 inches,14-b130us,,1366x768,2.0,Windows 8,,1.9 GHz Core i3-3110M,intel core I3,1.0,4 GB DDR3,,14 inches,Pavilion Sleekbook,802.11bgn,,,,1.0,,,,,,,,,,,,,,,,,,
"Amazon.com : EliteBook Revolve D8D82UT 11.6"" Tablet PC - Wi-Fi - Intel Core i3 i3-3227U 1.90 GHz - LED Backlight : Laptop Computers : Computers & Accessories",,,HP,,,DDR3 SDRAM,,128 GB,Solid State,,PC,17.50 x 3.20 x 9.90 inches,D8D82UT # ABA,6 pounds,,,Windows 8,Brand New with Manufacturer Warranty,1.90 GHz Intel Core i3,Intel,1.0,4 MB DDR3 SDRAM,,11.6 inches,HP 810,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Generic Ultrabook 14"" LED Laptop Intel Core I3-3217u 1.8ghz 4gb RAM 64gb SSD Intel Hd4000 Hdmi Wifi Webcam USB 3.0 Windows 8 Pro : Computers & Accessories",,,Generic,Intel,,DDR3 SDRAM,Intel HD Graphics 4000,64 GB SSD,Serial ATA,,PC,13.11 x 9.02 x 0.75 inches,UI-Series,3.8 pounds,1366x768,,Windows 8 Pro,,1.80 GHz Intel Core i3,Intel,2.0,4 GB,1366x768,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo ThinkPad 251673U 14.1-Inch Laptop : Notebook Computers : Computers & Accessories,,,Lenovo,,,,Intel HD Graphics,320 GB,,,,13 x 19.80 x 19.90 inches,251673U,6.5 pounds,,,Windows 7 Professional ( 64-bit ),,0 MHz Intel Core i3,Intel,1.0,2 GB ddr3,1280_x_800,14 inches,ThinkPad T410i,802.11n,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron 11z Core i3-330UM 1.2GHz 2GB 250GB 11.6"" WLED Laptop Windows 7 Home Premium w/Webcam & 6-Cell Battery : Notebook Computers : Computers & Accessories",,,Dell,,,,Intel GS45 Integrated Graphics,250 GB mechanical_hard_drive,,,,,,,,2.0,windows_7_home_premium,,Intel Core i3,Intel Core i3,,2 GB ddr3,,11.6 inches,Inspiron,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Asus X44L-BBK4 14"" Notebook Computer i3-2330M 4GB 500GB Windows 7 : Laptop Computers : Computers & Accessories",,,Asus,,,,Intel UMA,500 GB,,,,,X series,,,,Windows 7 Home Premium,,2.2 GHz Core i5-2430M,Intel,2.0,4 GB DDR3,1366_x_768,14 inches,X series,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo G50 15.6-Inch Laptop (80E3005NUS) Black : Computers & Accessories,6 hours,1 Nonstandard Battery batteries required . ( included ),Lenovo,,Black,,,1000 GB,,5400 RPM,,10.43 x 0.98 x 15.12 inches,80E3005NUS,4.6 pounds,1366x768 pixels,2.0,Windows 8.1,DVDRW,2 GHz A-Series Quad-Core A8,AMD,1.0,6 GB DDR3,,15.6 inches,Lenovo,802.11bgn,,,,1.0,,,,,,,,,,,,,,,,,,
"Amazon.com : Sony 15.5"" VAIO VPCEB15FM/T Laptop 4GB Notebook 500GB Computer PC : Computers & Accessories",,,Sony,,,,,500 GB mechanical_hard_drive,,,,9.77 x 14.56 x 1.22 inches,,5.9 pounds,,,microsoft windows 7 home premium,,Intel Core i3,,,4 GB,,15.5 inches,,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell 10.8"" Pro 11 i3 128GB WIN8.1 : Computers & Accessories",,,Dell,,,DDR3 SDRAM,,128 GB,Solid State,,PC,6.96 x 11.72 x 0.40 inches,PRO11I-6363BLK,1.7 pounds,,,Windows 8,,1.50 GHz Intel Core i3,Intel,2.0,4 MB,,10.8 inches,,802.11n,,,1600 MHz,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron 15 Laptop I15N-2657OBK / Intel® CoreTM i3-2350M Processor / 15.6"" Display / 4GB Memory / 500GB Hard Drive - Black : Laptop Computers : Computers & Accessories",,,Dell,,,,Intel HD Graphics,500 GB,Serial ATA,,,20 x 7 x 14 inches,Inspiron 15,5.2 pounds,,,Windows 7 Home Premium,,2.53 GHz Core i3-2350M,Intel,,4 GB DDR3,,15.6 inches,Inspiron,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : DELL Inspiron iM101z-3980BK Notebook Intel Core i3 330UM(1.20GHz) 11.6"" 2GB Memory DDR3 1333 250GB HDD 5400rpm Intel HD Graphics : Laptop Computers : Computers & Accessories",,,Dell,,,,Intel HD Graphics,250 GB mechanical_hard_drive,,,PC,8.07 x 0.95 x 11.50 inches,Inspiron,3.4 pounds,,2.0,windows_7_home_premium,,Intel Core Duo,Intel,,2 GB DDR3,1366_x_768,11.6 inches,Inspiron,802.11bgn,,,,3.0,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 17-f030us 17.3"" LED (BrightView) Notebook - Intel Core i3 i3-4030U 1.90 GHz - 4 GB RAM - 750 GB HDD - DVD-Writer - Intel HD 4400 - Windows 8.1 64-bit - 1600 x 900 Display G6Q68UA#ABA : Computers & Accessories",,,,,,,,750 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Aspire V5-572P-6610 15.6-Inch Touchscreen Laptop (Polar Black) : Laptop Computers : Computers & Accessories,5 hours,1 Lithium ion batteries required . ( included ),Acer,,Polar Black,,Intel HD Graphics,500 GB SATA,,5400 RPM,,15.02 x 10.08 x 0.90 inches,V5-572P-6610,4.8 pounds,1366 x 768 pixels,1.0,Windows 8,,1.9 GHz Core i3 3227U,Intel,,6 GB DDR3,,15.6 inches,V5-572P,802.11bgn,,,,2.0,,,,,,,128 MB,,,,,,,,,,,
"Amazon.com : Probook 6560B 15.6"" I3-2310M : Notebook Computers : Computers & Accessories",,,HP,Intel,Black,DDR3 SDRAM,,320 GB,,7200 RPM,,19 x 13.50 x 4.25 inches,XU052UT # ABA,8.6 pounds,,,Windows 7 Professional,DVD Super Multi DL,Intel Core i3,Intel,,4 GB DDR3-SDRAM,1366 x 768,15.6 inches,,,1.0,,1333 MHz,4.0,100-240V AC,,,,,,,,,,,,,,,,,
Amazon.com : HP Pavilion dv6-6130us Entertainment Notebook PC - Gray : Notebook Computers : Computers & Accessories,6 hours,,HP,Intel,Gray,SDRAM,Intel HD Graphics 3000,640 GB 640GB 5400RPM hard drive,Serial ATA,5400 RPM,PC,20.50 x 4.30 x 13.60 inches,Pavilion dv6-6130us,8.5 pounds,1336 x 768 pixels,2.0,Windows 7 Home Premium,DVD Super Multi,2.2 GHz Intel Core i3,Intel,2.0,4 GB SDRAM,1366 x 768,15.6 inches,Pavilion,,2.0,Lithium-Ion ( Li-Ion ),,2.0,AC,,,,,,,,,,HD Graphics 3000,,,,,,,
Amazon.com : HP ENVY Sleekbook 4t-1000 14.0 inch Laptop : Laptop Computers : Computers & Accessories,,,HP,,Midnight Black with Ruby Red Soft Touch ( base ),DDR3 SDRAM,Intel HD Graphics 3000,500 GB HDD 5400 rpm,,,PC,9.28 x 13.38 x 0.78 inches,Envy,4 pounds,1366 x 768,,Windows 7,,Intel Core i3,Intel,,4 GB SDRAM,1366_x_768,14 inches,Envy,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer AS5742-7620 15.6"" Intel Core i3-370M 2.4 GHz Laptop : Notebook Computers : Computers & Accessories",,,Acer,,red,,,,,,PC,,Acer Aspire AS5742-7620,,,,Windows 7 Home Premium,,,Intel,,,,,Acer Aspire AS5742-7620,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron i3542-3333BK 15.6-Inch Laptop (1.9 GHz Intel Core i3-4030U Processor, 4GB DDR3, 500GB HDD, Windows 8.1) Black : Computers & Accessories",6.5 hours,1 Lithium ion batteries required . ( included ),Dell,,Black,,Integrated Graphics,500 GB mechanical_hard_drive,,5400 RPM,,19.02 x 13.39 x 3.11 inches,i3542-3333BK,6 pounds,1366x768,1.0,Windows 8.1,,1.9 GHz Intel Core i3,Intel Core i3,1.0,4 GB DDR3L SDRAM,,15.6 inches,Inspiron,802.11bgn,,,,2.0,,B00K4PAZLU,# 316 in Computers & Accessories ( See top 100 ) # 53 in Computers & Accessories > Notebooks,,4.2 out of 5 stars See all reviews 33 reviews 4.2 out of 5 stars,"May 15 , 2014",,,This item is also available for shipping to select countries outside the U.S .,7.2 pounds ( View shipping rates and policies ),,,,,,,,
Amazon.com : Acer Aspire V3-572G-587W 15.6-Inch Laptop (Platinum Silver) : Computers & Accessories,7 hours,1 Lithium ion batteries required . ( included ),Acer,,Platinum Silver,,NVIDIA GeForce 840M,500 GB mechanical_hard_drive,,5400 RPM,,15.02 x 10.08 x 1 inches,V3-572G-587W,5.6 pounds,1366x768,1.0,Windows 8.1,,1.7 GHz Intel Core i5,Intel Core I5,,8 GB DDR3L SDRAM,,15.6 inches,V3-572G,802.11 a/b/g/n,,,,2.0,,B00K81O3PY,"# 1,998 in Computers & Accessories ( See top 100 )",,3.9 out of 5 stars See all reviews 16 reviews 3.9 out of 5 stars,"June 8 , 2014",2000 MB,,This item is also available for shipping to select countries outside the U.S .,7.3 pounds ( View shipping rates and policies ),,,,,,,,
"Amazon.com : Dell Latitude E6330 13.3"" LED Notebook - Intel Core i3 i3-2350M 2.30 GHz. E6330 I3-2350M 2.3G 2GB 320GB DVDRW 13.3IN HD W7HP 32BIT. 1366 x 768 HD Display - 2 GB RAM - 320 GB HDD - DVD-Writer - Intel HD 3000 Graphics - Bluetooth - Webcam - Finger Print Reader - Genuine Windows 7 Professional - HDMI : Laptop Computers : Computers & Accessories",,,,,,,,128 GB,,,,,,,,,,,Intel Core i3,,,2 GB,1366_x_768,13.3 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Acer Aspire NX.M8EAA.007 15.6-Inch Laptop (Black) : Computers & Accessories,4 hours,1 Lithium ion batteries required . ( included ),Acer,,Black,DDR3 SDRAM,Intel HD Graphics 4400,500 GB Serial ATA-300,Serial ATA,5400 RPM,PC,1 x 1 x 1 inches,NX.M8EAA.007,1 pounds,1366x768,1.0,Windows 7 Home Premium 64-bit,DVD SuperMulti,1.7 GHz Core i3-4010U,Intel Core i3,1.0,4 GB DDR3L SDRAM,1366 x 768,15.6 inches,Aspire,802.11 a/b/g/n,,Lithium-Ion ( Li-Ion ),,2.0,,B00I84HQ8Y,"# 4,939 in Computers & Accessories ( See top 100 )",,4.0 out of 5 stars See all reviews 2 reviews 4.0 out of 5 stars,"February 3 , 2014",,,This item is also available for shipping to select countries outside the U.S .,7.2 pounds ( View shipping rates and policies ),,,,,,,,
"Amazon.com : E540 15.6"" I3 4gb 500gb : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer America Corp. NX.V91AA.004 14"" i3 4010U 4G 500GB Win 7Pro (NX.V91AA.004) : Computers & Accessories",,,,,,,,500 GB,,,,,,,,,,,Intel Core i3,,,4 GB,,14 inches,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba Qosmio X75- A7170 17.3-Inch Laptop (2.4 GHz Intel Core i7-4700MQ Processor, 16GB DIMM, 1TB HDD, DVD SuperMulti drive, Windows 8.1) Black : Computers & Accessories",3.5 hours,1 Lithium ion batteries required . ( included ),Toshiba,,Black,DDR3 SDRAM,NVIDIA GeForce GTX 770M,1000 GB mechanical_hard_drive,Serial ATA,7200 RPM,PC,10.70 x 16.50 x 1.70 inches,PSPLTU-0JY04V,7.6 pounds,1920x1080,4.0,Windows 8.1,DVD SuperMulti drive supporting 11 formats,2.4 GHz Core i7-4700MQ,Intel Core I7,1.0,16 GB DIMM,1920 x 1080,17.3 inches,Toshiba Qosmio X75-A7170,802.11bgn,1.0,Lithium-Ion ( Li-Ion ),1600 MHz,,,B00HWI4OB4,"# 4,239 in Computers & Accessories ( See top 100 )",,4.1 out of 5 stars See all reviews 20 reviews 4.1 out of 5 stars,"January 29 , 2014",3072 MB,,This item is also available for shipping to select countries outside the U.S .,12.2 pounds ( View shipping rates and policies ),,,,,,,,
"Amazon.com : Dell Inspiron i5748 Laptop 17.3-Inch Laptop - Intel Core i3-4030U 1.9GHz Processor, 8GB DDR3, 512GB SSD, DVD Burner, Windows 8.1 : Computers & Accessories",,,Dell,,,DDR3 SDRAM,,,,,,20.50 x 13.88 x 3.31 inches,i5748,,,,Windows 8,,,,,,,,inspiron i5748,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ThinkPad Edge E430c 33654XU 14"" LED Notebook - Intel - Core i3 i3-2328M 2.2GHz - Black Textured : Laptop Computers : Computers & Accessories",,,Lenovo,,,DDR3 SDRAM,,320 GB mechanical_hard_drive,Serial ATA,,PC,18.70 x 4.70 x 12.90 inches,33654XU,8 pounds,,,Windows 7 Professional,,2.20 GHz Intel Core i3,Intel,1.0,2 GB DDR3 SDRAM,1366_x_768,14 inches,Lenovo Edge,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion dv4-4141us Entertainment Notebook PC (Intel Core i3-2330M CPU, 4GB Memory, 640GB Hard Drive, 802.11bgn WLAN, Bluetooth, DVD±RW) : Laptop Computers : Computers & Accessories",,,HP,,,,Intel HD Graphics 3000,640 GB mechanical_hard_drive,,,,,dv4-4141us,,,,Windows 7 Home Premium ( 64-bit ),,2.2 GHz Core i3-2330M,Intel,,4 GB DDR3,,14 inches,Pavilion,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Acer Chromebook 13 CB5-311-T1UU (13.3-inch Full HD, NVIDIA Tegra K1, 4GB) : Computers & Accessories",11 hours,1 Lithium ion batteries required . ( included ),Acer,,Moonstone White,,NVIDIA Kepler GPU with 192 NVIDIA CUDA cores,32 GB,,,,12.87 x 8.96 x 0.71 inches,CB5-311-T1UU,3.3 pounds,1920 x 1080 pixels,2.0,Chrome,,2.1 GHz Tegra,NVIDIA,,4 GB DDR3L SDRAM,,13.3 inches,CB5-311,802.11 A/C,,,,,,,,,,,,,,,,32.0,,,,,,
"Amazon.com : Lenovo ThinkPad Edge E540 20C600AAUS i3-4000M 16GB 1TB 7200rpm W7P 15.6"" Ultrabook : Computers & Accessories",,,Computer Upgrade King,Intel,,DDR3 SDRAM,Intel HD Graphics 4600,1000 GB,Serial ATA-300,7200.00,PC,14.84 x 9.84 x 1.17 inches,20C600AAUS,5.4 pounds,,2.0,microsoft windows 7 professional,DVD-RW,2.40 GHz Intel Core i3,Intel,2.0,16 GB,1366x768,15.60 inches,E540,802.11bgn,1.0,,,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : Sony VAIO T Series SVT13132PXS 13.3-Inch Ultrabook (Silver) : Laptop Computers : Computers & Accessories,5 hours,1 Lithium ion batteries required . ( included ),Sony,,Silver,DDR3 SDRAM,Intel® HD Graphics 4000,500 GB flash_memory_solid_state,Serial ATA,5400 RPM,PC,8.90 x 12.70 x 0.71 inches,SVT13132PXS,3.5 pounds,1366x768,1.0,Windows 8 Professional,No,1.9 GHz Intel Core i3,Intel,1.0,4 GB DDR3,1366 x 768,13.3 inches,Sony VAIO T Series,802.11bgn,1.0,Lithium Polymer ( LiPo ),1600 MHz,1.0,,,,,,,,,,,integrated graphics,24,,,,,,
Amazon.com : ASUS Q200E-BSI3T08 11.6-Inch Touchscreen Laptop (OLD VERSION) : Laptop Computers : Computers & Accessories,4 hours,1 Lithium ion batteries required . ( included ),Asus,,Steel Grey,,Intel HD Graphics 4000,500 GB,,5400 RPM,Consumer Electronics,11.90 x 7.90 x 0.90 inches,Q200E-BSI3T08,3.1 pounds,1366x768,1.0,Windows 8,N/A,1.8 GHz Core i3-3217U,Intel,1.0,4 GB DDR3,,11.6 inches,X202E,802.11bgn,,,,2.0,,,,,,,,,,,,,,,,,,
Amazon.com : HP Pavilion Sleekbook 15-b140us 15.6-Inch Laptop : Laptop Computers : Computers & Accessories,3.45 hours,1 Lithium ion batteries required . ( included ),HP,,Black,DDR3 SDRAM,Intel HD graphics 4000,640 GB mechanical_hard_drive,Serial ATA,5400 RPM,PC,3.10 x 22 x 13.60 inches,15-b140us,4.6 pounds,1366x768,2.0,Windows 8,No,1.8 GHz Core i3-3217U,intel core I3,2.0,4 GB DIMM,1366 x 768,15.6 inches,Pavilion Sleekbook,802.11bgn,,Lithium-Ion ( Li-Ion ),1600 MHz,1.0,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo B590 Windows 7 i5 15.6-Inch Laptop (Black) 59410449 : Computers & Accessories,5 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Black,DDR3 SDRAM,Integrated,500 GB mechanical_hard_drive,,5400 RPM,PC,14.88 x 1.32 x 9.92 inches,59410449,5.5 pounds,1366x768,2.0,Windows 7 Home Premium 64-bit,DVDRW,2.6 GHz Core i5 3230M,Intel Core I5,1.0,6 GB DDR3,1366 x 768,15.6 inches,IdeaPad,802.11bgn,,Lithium-Ion ( Li-Ion ),1600 MHz,2.0,,B00HEYVAV8,"# 4,966 in Computers & Accessories ( See top 100 )",,3.9 out of 5 stars See all reviews 83 reviews 3.9 out of 5 stars,"January 21 , 2014",,,This item is also available for shipping to select countries outside the U.S .,7.1 pounds ( View shipping rates and policies ),,,,,,,,
Amazon.com : Acer NX.V85AA.002;TMX483-6691 14.1-Inch Laptop : Laptop Computers : Computers & Accessories,,,Acer,,,DDR3 SDRAM,Integrated Intel Graphics 3000,500 GB,Serial ATA,5400 RPM,PC,13.40 x 9.60 x 0.80 inches,NX.V85AA.002 ; TMX483-6691,4.4 pounds,1366x768,3.0,Linpus Linux®,DVD±RW,1.5 GHz Intel Core i3,Intel Core i3,2.0,4 GB DDR3,1366 x 768,14 inches,Acer,802.11bgn,1.0,Lithium Polymer ( LiPo ),,,,,,,,,,,,,,,,,,,,
"Amazon.com : Generic 8GB RAM 15.6"" 1080p Full HD Gaming Laptop Intel Core i3-4000M 2.4GHz 500GB HDD Nvidia Geforce Gt750m 2g DDR5 DVDRW Hdmi Camera Windows 8 Pro : Computers & Accessories",,,Generic,NVIDIA,,DDR3 SDRAM,NVIDIA GeForce GT 750M with 2G DDR5,500 GB HDD 5400 rpm,Serial ATA,,PC,14.72 x 9.84 x 1.14 inches,K-Series,5.1 pounds,1080p Full HD,,Windows 8 Pro,,2.40 GHz Intel Core i3,Intel,2.0,8 GB,1920x1080,15.60 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP 15-g063nr 15.6-Inch Laptop (Windows 7) : Computers & Accessories,6.25 hours,1 Lithium ion batteries required . ( included ),HP,,,,,750 GB,,5400 RPM,PC,10.20 x 14.88 x 1 inches,J1J38UA # ABA,4.8 pounds,1366x768 pixels,1.0,Windows 7 Home Premium 64-bit,SuperMulti DVD burner (,2.4 GHz AMD A Series,AMD,,8 GB DDR3L SDRAM,,15.6 inches,HP,802.11bgn,1.0,,,2.0,,,,,,,,,,,,,,,,,,
"Amazon.com : LB1 High Performance New Acer Black/Silver Aspire E E1-571-6607 15.6"" Laptop PC with Intel Core i3-2348M Processor 4GB Memory 500GB Hard Drive and Windows 7 Home Premium 64-Bit High End Professional Audiophile Wireless Bluetooth Mini Speaker Portable with Built-in Microphone and Micro SD card slot (Silver) : Computers & Accessories",,,LB1 High Performance,,,,,,,,,,MS-EX800S-SP04553,,,,microsoft windows 7 home premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : ASUS VivoBook V400CA-DB31T 14-Inch Touchscreen Laptop with i3, 4GB RAM and 500GB HDD : Laptop Computers : Computers & Accessories",5 hours,1 Lithium ion batteries required . ( included ),Asus,,Black,DDR3 SDRAM,Intel HD Graphics 3000,500 GB flash_memory_solid_state,Serial ATA,5400 RPM,PC,1 x 1 x 1 inches,V400CA-DB31T,4.4 pounds,1366x768,1.0,Windows 8,No optical drive,1.4 GHz Core i3 2365M,Intel,1.0,4 GB DDR3,1366 x 768,14 inches,VivoBook V400CA,802.11bgn,,Polymer,1600 MHz,2.0,,,,,,,,,,,,24.0,,,,,,
"Amazon.com : Lenovo ThinkPad Yoga 20CD00BDUS 12.5-Inch Convertible 2 in 1 Touchscreen Ultrabook (1.7 GHz Intel Core i3-4010U Processor, 4GB DDR3, 500GB HDD, 16GB SSD, Windows 8.1) Grey : Computers & Accessories",6 hours,1 Lithium ion batteries required . ( included ),Lenovo,,Grey,DDR3 SDRAM,,500 GB SATA,,5400 RPM,,12.47 x 8.71 x 0.75 inches,20CD00BDUS,3.5 pounds,1366x768,2.0,Windows 8.1 64-bit,None,1.7 GHz 8032,Intel,1.0,4 GB DDR3,1366 x 768,12.5 inches,ThinkPad,802.11bgn,,Lithium Polymer ( LiPo ),1600 MHz,,,,,,,,,,,,,16,,,,,,
"Amazon.com : ThinkPad Edge E440 20C5S01L00 14"" LED Notebook - Intel - Core i3 i3-4000M 2.4GHz : Computers & Accessories",,,Lenovo,,,,,,,,,19.50 x 3.70 x 13.10 inches,20C5S01L00,7 pounds,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP Pavilion 13-P110NR 13.3-Inch Detachable 2 in 1 Touchscreen Laptop (1.5 GHz Intel i3-4020Y Processor, 4GB DDR3L, 128GB SSD, Intel HD graphics 4400, Windows 8.1) Black : Laptop Computers : Computers & Accessories",,1 Lithium ion batteries required . ( included ),HP,,Black,DDR3 SDRAM,Intel HD graphics 4400,128 GB flash_memory_solid_state,Solid State,,PC,9.05 x 13.38 x 1 inches,E9L40UA # ABA,4.9 pounds,1366x768,1.0,Windows 8.1,No,1.5 GHz Intel Core i3,Intel Core i3,1.0,4 GB DDR3L SDRAM,1366 x 768,13.3 inches,Pavilion,802.11bgn,1.0,Li-Ion polymer,,1.0,,,,,,,1792 MB,,,,,128,,,,,,
"Amazon.com : Toshiba Satellite U945-S4110 14-Inch Ultrabook (i3-3227U, 4GB, 500GB) Ice Blue : Laptop Computers : Computers & Accessories",,,Toshiba,,,,,500 GB mechanical_hard_drive,,,,13.40 x 9.40 x 0.82 inches,U945-S4110,,,2.0,windows_8,,Intel Core i3,Intel Core i3,,ddr3_sdram,,14 inches,Toshiba Satellite UltraBook,802.11bgn,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : HP Pavilion DV6t-3200 Intel Core i3-370M 2.4GHz 6GB 500GB DVD+/-RW Web Cam (Black Cherry) : Laptop Computers : Computers & Accessories,,,HP,,,,,500 GB mechanical_hard_drive,,,,,VJ342EA # ABU,6.4 pounds,,,microsoft windows 7 home premium,,Intel Core i3,,2.0,3 GB ddr3,,15.6 inches,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo B50 15.6-Inch Laptop (59423000) Black : Computers & Accessories,5 hours,1 Nonstandard Battery batteries required . ( included ),Lenovo,,Black,,Integrated Intel HD Graphics 4400,500 GB SATA,,5400 RPM,PC,20 x 12.71 x 3.14 inches,59423000,6 pounds,1366x768,2.0,Windows 7 Professional,DVDRW,1.7 GHz Core i3-4010U,Intel,1.0,4 GB DDR3,,15.6 inches,Lenovo,802.11bgn,,,,1.0,,,,,,,,,,,,,,,,,,
"Amazon.com : ThinkPad 33684SU 11.6"" LED Intel Core i3 i3-3227U 1.90GHz 4GB RAM 320GB HDD Black Notebook : Laptop Computers : Computers & Accessories",,,Lenovo,,black,,,,,,,12.99 x 9.84 x 4.53 inches,33684SU,6.6 pounds,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
