<page title>,brand name,color,computer memory type,hard drive,hard drive interface,hardware platform,item dimensions l x w x h,item weight,max screen resolution,operating system,processor,processor brand,processor count,ram,screen size,series,wireless type,item model number,power source,audioout ports,batteries,battery type,flash memory size,graphics coprocessor,memory speed,number of usb 30 ports,optical drive type,screen resolution,asin,best sellers rank,customer reviews,date first available,shipping,shipping weight,average battery life in hours,graphics card ram size,hard drive rotational speed,buy used and save,heres how,voltage,card description,chipset brand,number of usb 20 ports,rear webcam resolution,manufacturer part number,product dimensions,size,number of items
"Amazon.com : Dell Inspiron i5547-3751sLV 16-Inch Touchscreen Laptop (1.70 GHz Intel Core i5-4210u processor, 6GB Memory, 1TB Hard drive, Win 8.1) : Computers & Accessories",Dell,,,1024 GB mechanical_hard_drive,,,14.90 x 10 x 0.90 inches,5.7 pounds,1366x768,Windows 8.1,1.7 GHz Intel Core i5,Intel Core I5,1.0,6 GB DDR3L SDRAM,15.6 inches,Inspiron,802.11bgn,i5547-3751sLV,,,1 Lithium ion batteries required . ( included ),,,Integrated Graphics,,2.0,,,,,,,,,7.25 hours,,5400 RPM,,,,,,1.0,,,,,
"Amazon.com : 12.5"" i7 4600U 8GB 256GB Win7 : Computers & Accessories",,,,256 GB,,,,,,,Intel Core i7,,,8 GB,12.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toughbook CF-191HYAX1M 10.1"" LED Notebook - Intel Core i5 i5-3320M 2.60 GHz : Laptop Computers : Computers & Accessories",,,,0 GB,,,,,,,0 MHz 8032,,,0 GB,10.1 inches,,"802.11bgn , Bluetooth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Lenovo 3093B65 ThinkPad X201 Tablet 3093 - Convertible - Core i7 640LM / 2.13 GHz - Win XP Tablet PC 2005 - 3 GB RAM - 160 GB SSD - no optical drive - 12.1 inch Outdoor 1280 x 800 - Intel HD Graphics - 3G upgradable - black : Computers & Accessories,,,,160 GB,,,,,,,Intel Core i7,,,3 GB,12.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware ALW18-3005sLV 18.4-Inch Laptop (2.4 GHz Intel Core i7-4700MQ Processor, 8GB DDR3L, 1TB HDD, 80GB SSD, Dual NVIDIA GeForce GTX 765M 2GB GDDR5, Windows 7 Home Premium) : Computers & Accessories",Alienware,,,1024 GB flash_memory_solid_state,,Consumer Electronics,24.65 x 5.35 x 16.79 inches,20.8 pounds,1920x1080,Windows 7 Home Premium 64-bit,2.4 GHz Core i7-4700MQ,Intel Core I7,,8 GB DDR3L SDRAM,18.4 inches,Alienware,802.11n,ALW18-3005sLV,,,1 Lithium ion batteries required . ( included ),,80,Dual NVIDIA® GeForce® GTX 765M with 2GB GDDR5 - NVIDIA SLI® Enabled,,4.0,,,,,,,,,,,5400 RPM,,,,,,,,,,,
Amazon.com : HP Envy 17-j130us 17.3-Inch Touchsmart Laptop with Beats Audio : Computers & Accessories,HP,Natural Silver,DDR3 SDRAM,1024 GB,Serial ATA,PC,10.83 x 16.38 x 1.32 inches,7.1 pounds,1600x900,Windows 8.1,2.4 GHz Core i7-4700MQ,Intel Core I7,1.0,12 GB DDR3L SDRAM,17.3 inches,Envy,802.11bgn,E8A04UA # ABA,,1.0,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Intel HD graphics 4600,1600 MHz,4.0,SuperMulti DVD burner,1600 x 900,,,,,,,4.5 hours,,5400 RPM,,,,,,,,,,,
"Amazon.com : Corel Painter X3 & Modbook Pro [Mac OS X] 2.9GHz i7, 16GB RAM, 1.5TB Mobile Storage, 8xDVD Burner, FW800 Shuttle : Computers & Accessories",Modbook Pro,,"DDR3 SDRAM , SDRAM",480 GB SSD,Serial ATA,Mac,9.65 x 13.86 x 0.93 inches,5.4 pounds,,Mac OS X 10.9 Mavericks,2.90 GHz Core i7-2720QM,Intel,2.0,16 GB SDRAM,13.30 inches,,,,,1.0,,,,Intel HD 4000 with up to 768 MB VRAM,1600 MHz,,DVD+R DL,1280x800,,,,,,,7 hours,,,,,,,Intel,1.0,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 8GB DDR3L, 1TB SSD + 1TB HDD, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen Intel Core i7-4700MQ UP to 3.4GHz, 16GB Memory, 1TB SSD + 750GB HDD, 2GB NVIDIA GTX 765 Graphics, Windows 8 : Computers & Accessories",Alienware,black n orange,DDR3 SDRAM,1750 GB,eSATA,PC,23.03 x 16.22 x 4.76 inches,16 pounds,1920 x 1080 pixels,Windows 8,Intel Core i7,,,SDRAM DDR3,18.4 inches,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Dell Inspiron 15 3000 Series i3542-3267BK 15-Inch Laptop (Black, Non-Touch) : Computers & Accessories",Dell,"Black , Non-touch",DDR3 SDRAM,1000 GB 1TB 5400 rpm SATA Hard Drive,,,15 x 10 x 1 inches,5.3 pounds,1366x768 pixels,Windows 8.1,1.7 GHz Core i3-4030U,Intel,,4 GB DDR3,15.6 inches,Inspiron 15 3000 Series,802.11bgn,i3542-3267BK,,,,Lithium-Ion ( Li-Ion ),,,1600 MHz,3.0,Tray load DVD Drive ( Reads and Writes to DVD/CD ),1366 x 768,,,,,,,,,5400 RPM,,,14.8 volts,,,2.0,,,,,
Amazon.com : Dell Inspiron 17.3-Inch Laptop (i17RM-83901sLV) : Computers & Accessories,Dell,Moon Silver,DDR3 SDRAM,1 TB mechanical_hard_drive,Serial ATA,PC,20.20 x 13.13 x 3.58 inches,,1600x900,Windows 8.1,1.8 GHz Intel Core i7-4500U,Intel Core I7,1.0,8 GB DDR3L SDRAM,17.3 inches,Inspiron,802.11bgn,i17RM-83901sLV,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Intel® HD Graphics 4400,1600 MHz,4.0,DVD±RW,1600 x 900,B00HRLSTU8,"# 2,008 in Computers & Accessories ( See top 100 )",4.0 out of 5 stars See all reviews 38 reviews 4.0 out of 5 stars,"January 22 , 2014",This item is also available for shipping to select countries outside the U.S .,8.6 pounds ( View shipping rates and policies ),,,5400 RPM,,,11.1 volts,,,,,,,,
"Amazon.com : HP ENVY 14 TouchSmart Ultrabook 14"" QHD+ 3200x1800 Top Of the Line Touchscreen Laptop Computer, Intel Core i5-4200u Haswell, 8GB Memory, 500GB Hard Drive Intel HD graphics 4400 Beats Audio : Computers & Accessories",HP,,DDR3 SDRAM,500 GB flash_memory_solid_state,Serial ATA,PC,13.65 x 9.42 x 0.87 inches,4.7 pounds,3200 X 1800,Windows 8,1.60 GHz Intel Core i5,Intel Core I5,2.0,8 GB DDR3 1600,14 inches,ENVY TouchSmart,802.11bgn,HP ENVY 15 TouchSmart,AC & Battery,1.0,,,,Intel HD Graphics 4400,,1.0,,3200 X 1800,,,,,,,6 hours,,,,,110.00,,Intel,2.0,2 MP,,,,
Amazon.com : MSI GT70 2OLWS-1614US 17.3-Inch Windows 7 Pro Laptop : Computers & Accessories,MSI,Black,DDR3 SDRAM,1 TB SATA,,,19 x 13 x 6.50 inches,14.6 pounds,1920x 1080 pixels,Windows 7 Professional,2.7 GHz Intel Core i7,Intel,1.0,16 GB DDR3,17.3 inches,G Series,802.11bgn,GT70 2OLWS-1614US,,2.0,1 Lithium ion batteries required .,Lithium-Ion ( Li-Ion ),,NVIDIA Quadro K4100M,1600 MHz,3.0,BD Burner,1920 x 1080,,,,,,,,4096 MB,7200 RPM,,,,,,2.0,,,,,
Amazon.com : Acer Aspire V5-552P-X404 15.6-Inch Touchscreen Laptop (Cool Steel) : Computers & Accessories,Acer,Cool Steel,,1024 GB SATA,,,15.02 x 10.08 x 0.90 inches,4.8 pounds,1366 x 768 pixels,Windows 8.1,2.5 GHz A10-5757M,AMD,1.0,8 GB DDR3,15.6 inches,Laptop,802.11bgn,V5-552P-X404,,,1 Lithium ion batteries required . ( included ),,,AMD Radeon HD 8650G Graphics,,1.0,,,,,,,,,4.5 hours,512 MB,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : Lenovo Thinkpad W540 20BG0016US i7-4800MQ 16GB 256GB SSD 1TB HDD NVIDIA Quadro K2100M 15"" 3K IPS Windows 7 Pro Mobile Workstation Laptop Computer : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,1256 GB,"Solid State , Serial ATA",PC,14.83 x 9.77 x 1.16 inches,6 pounds,,,2.70 GHz Intel Core i7,Intel,4.0,16 GB,15.50 inches,W540,802.11A,20BG0016US,,1.0,,,,NVIDIA Quadro K2100M,,2.0,DVD-RW,2880x1620,,,,,,,,,5400.00,,,,,NVIDIA,2.0,,,,,
Amazon.com : Acer Aspire S7-392-5410 13.3-Inch Full HD Touchscreen Ultrabook (Crystal White) : Computers & Accessories,Acer,Crystal White,,256 GB,,,12.72 x 8.78 x 0.51 inches,2.9 pounds,1920 x 1080 pixels,Windows 8.1,1.7 GHz Intel Core i5,Intel,,8 GB DDR3L SDRAM,13.3 inches,S7-392,802.11bgn,S7-392-5410,,,1 Lithium ion batteries required . ( included ),,256,Intel HD Graphics 4400,,2.0,,,,,,,,,7.5 hours,128 MB,,,,,,,,,,,,
Amazon.com : HP Chromebook 11-1101 (White/Blue) : Computers & Accessories,HP,White,DDR3 SDRAM,16 GB flash_memory_solid_state,Solid State,PC,7.68 x 11.69 x 0.69 inches,2.3 pounds,1366x768,Chrome OS,1.7 GHz Exynos 5250,Samsung Exynos,2.0,2 GB DDR3L SDRAM,11.6 inches,Pavilion,802.11bgn,F2J07AA # ABA,DC,1.0,1 Lithium ion batteries required . ( included ),,16,ARM Mali-T604 4-core at 533 MHz,,,,1366 X 768,,,,,,,6 hours,,,,,,,ARM,2.0,2 MP,,,,
"Amazon.com : ASUS Transformer Book T100TA-C1-GR(S) 10.1"" (OLD VERSION) : Computers & Accessories",Asus,Grey,DDR3 SDRAM,64 GB flash_memory_solid_state,Solid State,PC,6.70 x 10.40 x 0.93 inches,2.4 pounds,1366x768,Windows 8.1,1.46 GHz Intel Atom,Intel Atom,4.0,2 GB DDR3L SDRAM,10.1 inches,Transformer,802.11 a/b/g/n,T100TA-C1-GR ( S ),,1.0,1 Lithium ion batteries required . ( included ),,64,,,1.0,,,B00K0G2XA4,# 376 in Computers & Accessories ( See top 100 ) # 61 in Computers & Accessories > Notebooks,3.7 out of 5 stars See all reviews 191 reviews 3.7 out of 5 stars,"June 22 , 2014",This item is also available for shipping to select countries outside the U.S .,3.4 pounds ( View shipping rates and policies ),11,128 MB,,See all Used offers from Amazon Warehouse Deals .,( restrictions apply ),,Intel HD,,1.0,2 MP,,,,
"Amazon.com : Brand New Asus Notebooks 13.3"" Core I7 8Gb 128Gb : Computers & Accessories",,,,128 GB,,,,,,,Intel Core i7,,,8 GB,13.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell XPS XPSU12-8000CRBFB 12.5-Inch 2 in 1 Convertible Laptop : Computers & Accessories,Dell,"Black , Silver",DDR3 SDRAM,0 GB flash_memory_solid_state,,,12.48 x 8.46 x 0.79 inches,4 pounds,1920x1080,Windows 8.1,2 GHz Intel Core i7,Intel Core I7,1.0,8 GB DDR3L SDRAM,12.5 inches,XPS,802.11 A/C,XPSU12-8000CRBFB,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),256,Intel HD Graphics 4400,1600 MHz,2.0,No,1920 x 1080,,,,,,,5.5 hours,,,,,,,,,1 MP,,,,
"Amazon.com : MSI GT70 Dominator-895 17.3"" i7-4800MQ 16GB 1TB 7200rpm HDD 870M 3GB Full HD W8.1 Gaming Laptop : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,1000 GB mechanical_hard_drive,Serial ATA,PC,16.85 x 11.34 x 2.17 inches,8.6 pounds,,windows 8,2.70 GHz Intel Core i7,Intel,4.0,16 GB,17.30 inches,GT70,,GT70,,,,,,NVIDIA GeForce GTX 870M,,,DVD-RW,1920x1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba 13.3"" Portege Laptop 6GB 128GB SSD - Z835-P372 : Consumer Electronics : Computers & Accessories",Toshiba,,DDR3 SDRAM,128 GB SSD,,Consumer Electronics,,,,Windows 7,,,,6 GB,13 inches,Ultrabook,,,,,,,128 GB,Intel HD Graphics 3000,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : MSI GS60 GHOST PRO 3K-097 Gaming Notebook - Intel Core i7-4710HQ, 16GB DDR3L Memory, 128GB m2SATA + 1TB 7200RPM HDD, NVIDIA GeForce GTX 870M w/3GB GDDR5, 15.6"" WQHD+ 3K (2880 x 1620) Display, Windows 8.1 64-Bit : Computers & Accessories",MSI,Aluminum Black,DDR3 SDRAM,1024 GB flash_memory_solid_state,"Serial ATA , Solid State",PC,16.47 x 11.29 x 0.85 inches,4.4 pounds,2880X1620 pixels,Windows 8.1,2.5 GHz,Intel,4.0,3 GB DDR3,15.6 inches,Notebook,802.11bgn,GS60 Ghost Pro 3K-097,,2.0,1 Lithium ion batteries required .,,128,NVIDIA GeForce GTX870M,1600 MHz,3.0,None,2880x1620,,,,,,,,3000 MB,7200 RPM,,,,,,,,,,,
"Amazon.com : Panasonic CF-53SALZ8LM WIN7 (WIN8 COA), INTEL CORE I5-3340M 2.70GHZ, VPRO, 14.0 INCH HD, 500GB(7200RPM) : Computer Internal Components : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i5,,,4 GB,14 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 18 18.4-Inch Gaming Laptop, 4th Gen 2.5 GHz Intel Core i7-4710MQ Processor, 16GB DDR3L, 1TB HDD, 80GB SSD, Blu-ray Burner, Dual AMD Radeon R9 M290X, Windows 8.1 Pro : Computers & Accessories",Alienware,,DDR3 SDRAM,,,PC,24.65 x 5.35 x 16.79 inches,16 pounds,,Windows 8 Pro,,,,,,Alienware 18,,ALW18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad W540 Mobile Workstation (Intel Core i7-4700MQ Quad Core, 15.6"" Full HD 1920 x 1080, 2GB K1100M Quadro Graphics, Extended Life Battery, Windows 7 Professional, 960GB Performance SSD, 32GB RAM) : Computers & Accessories",Eluktronics Inc .,,DDR3 SDRAM,960 GB,Solid State,PC,,,,Windows 7 Professional,2.40 GHz Intel Core i7,Intel,4.0,32 GB SO-DIMM DDR3,15.60 inches,ThinkPad W540,,,,,,,,i7-4700MQ,,,DVD+R DL,1920x1080,,,,,,,,,,,,,,NVIDIA,,,,,,
Amazon.com : ASUS G75VW-DS72 i7-3720QM 3.6GHz GTX 670M 16GB RAM 256GB SSD + 750GB HDD BDRE : Laptop Computers : Computers & Accessories,Asus,,,750 GB flash_memory_solid_state,,,,20 pounds,,windows_7_home_premium,,Intel Core I7,,16 GB ddr3,17.3 inches,,802.11 a/b/g/n,,,,,,,geforce,,4.0,,1920_x_1080,,,,,,,,,,,,,,,,,,,,
Amazon.com : Panasonic Toughbook CF-53SSLZYLM 14-Inch Laptop (Silver) : Notebook Computers : Computers & Accessories,Panasonic,Silver,DDR3 SDRAM,500 GB,,PC,1 x 1 x 1 inches,1 pounds,1366 x 768 pixels,Windows 7 Professional,2.7 GHz Core i5-3339Y,Intel,1.0,4 GB DDR3L SDRAM,14 inches,Toughbook,802.11bgn,CF-53SSLZYLM,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Intel HD Graphics 4000,1333 MHz,2.0,DVD SuperMulti,1366 x 768,,,,,,,7 hours,,7200 RPM,,,,,,2.0,,,,,
"Amazon.com : Alienware M17x R4 BLACK 17.3"" i7 3940XM 3.9GHz NVD 680M FHD 8GB 500GB HDD Killer 1103 DVD Windows 8 : Laptop Computers : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i7,,,8 GB ddr3,17.3 inches,,,,,,,,,geforce,,,,1920_x_1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo ThinkPad W540 20BG0011US 15.6"" i7-4700MQ 32GB 1TB 7200RPM Quadro K1100M 2GB Full HD Blu-Ray Notebook : Computers & Accessories",Computer Upgrade King,,DDR3 SDRAM,1000 GB,Serial ATA-300,PC,14.83 x 9.77 x 1.16 inches,6 pounds,1920x1080,,2.40 GHz Intel Core i7,Intel,4.0,32 GB,15.60 inches,W540,802.11A,20BG0011US,,1.0,,,,,,2.0,BD-ROM,,,,,,,,,2 GB,7200.00,,,,NVIDIA Quadro K1100M,NVIDIA,2.0,,,,,
"Amazon.com : Alienware 18 18.4"" Overclocked i7 4900MQ 4.0GHz NVIDIA 16GB SLI 880M Kingston HyperX 32GB 1866MHz RAM 2TB SSD RAID0 Killer 1202 Bluray Writer Windows 7 Ultimate : Computers & Accessories",Alienware,,DDR3 SDRAM,2 TB,Serial ATA-600,PC,17.97 x 2.23 x 12.91 inches,12 pounds,1920 x 1080,Windows 7 Ultimate,Intel Core i7,,,16 GB SO-DIMM DDR3,18.4 inches,Alienware 18-HID10,802.11n,Alienware 18-HID10,,,1 Lithium ion batteries required . ( included ),,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : 15.6"" HP 15-f009wm Amd Dual-Core E1-2100 4GB DDR3 RAM 500GB HD Webcam Windows 8.1 (Certified Refurbished) : Computers & Accessories",HP,Black,DDR3 SDRAM,500 GB,eSATA,PC,15.18 x 0.89 x 10.16 inches,4.8 pounds,,other,,,,4 GB SDRAM DDR3,15.6 inches,Pavilion,802.11bgn,15-f009wm,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Amazon.com : Acer Aspire V3-572PG-767J 15.6-Inch Touchscreen Laptop (Platinum Silver) : Computers & Accessories,Acer,Platinum Silver,,1000 GB SATA,,,15.02 x 10.08 x 1.24 inches,6.1 pounds,1366 x 768 pixels,Windows 8.1,2 GHz Intel Core i7,Intel,,8 GB DDR3L SDRAM,15.6 inches,V3-572PG,802.11bgn,V3-572PG-767J,,,1 Lithium ion batteries required . ( included ),,,NVIDIA GeForce 840M,,1.0,,,,,,,,,7 hours,2000 MB,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : MSI GT72 Dominator Pro 010 17.3"" i7 4710HQ 3.4GHz 8GB GTX 880M 32GB RAM Super RAID 512GB SSD + 1TB HDD BDRE Windows 8.1 : Computers & Accessories",MSI,,DDR3 SDRAM,1512 GB,"Solid State , Serial ATA-600",PC,16.85 x 1.88 x 11.57 inches,8.6 pounds,1920 x 1080,Windows 8,Intel Core i7,,,SO-DIMM DDR3,17.3 inches,GT72 Dominator Pro 010,,,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Toshiba Satellite C55-A5105 15.6-Inch Laptop( Intel Dual Core Celeron Processor N2820, 4GB RAM, 500GB Hard Drive, DVD-SuperMulti drive, Windows 8.1) : Computers & Accessories",Toshiba,black,DDR3 SDRAM,500 GB mechanical_hard_drive,,PC,9.50 x 15 x 1.30 inches,5.3 pounds,,Windows 8,Intel Celeron,Intel Celeron,,0 GB SDRAM DDR3,15.6 inches,C55-A5105,802.11bgn,C55-A5105,,,,,,,,,,1366 x 768,,,,,,,,,,,,,,,,,,,,
"Amazon.com : P550LA-XS71 15.6"" Notebook - Intel Core i7 i7-4500U 1.80 GHz - Black : Computers & Accessories",Asus,,,,,,21 x 15 x 1 inches,6 pounds,,,,,1.0,,,,,P550LA-XS71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Panasonic Toughbook 19 - 10.1"" - Core i5 3320M : Notebook Computers : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i5,,,4 GB,10.1 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : MSI GT60 Dominator Pro 3K 475 15.6"" IPS 3K WQHD+ 2880x1620 i7 4900MQ 3.8GHz 8GB GTX 880M 32GB RAM 256GB SSD + 1TB HDD BDRE Windows 8.1 : Computers & Accessories",MSI,,DDR3 SDRAM,1256 GB,,PC,14.97 x 10.24 x 1.77 inches,7.7 pounds,2880 x 1620,Windows 8,Intel Core i7,,,8 GB SO-DIMM DDR3,15.6 inches,GT60 Dominator Pro 3K-475,802.11bgn,,,,1 Lithium ion batteries required .,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Amazon.com : HP ProBook 450 G1 Series 15.6"" Quad Core Windows 7 Professional Business Notebook PC (Intel Core i7-4702MQ, Anti-Glare Display, Intel HD 4600, Win 7 Pro Laptop, 8GB RAM, 750GB Hard Drive) : Computers & Accessories",HP,,,,,PC,,,,Windows 7 Professional,,,,,,HP ProBook 450 G1,,ProBook 450 G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Alienware ALW17-5312sLV 17.3-Inch Gaming Laptop : Computers & Accessories,Alienware,"Black , Silver",DDR3 SDRAM,1024 GB flash_memory_solid_state,,,23.03 x 4.76 x 16.22 inches,,1920x1080,Windows 7 Home Premium 64-bit,2.5 GHz Intel Core i7,Intel Core I7,,8 GB DDR3L SDRAM,17.3 inches,Alienware,802.11 A/C,ALW17-5312sLV,,1.0,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),80,NVIDIA GeForce GTX 860M,1600 MHz,4.0,DVD Super Multi,1920 x 1080,,,,,,,,2048 MB,5400 RPM,,,14.8 volts,,,,,,,,
Amazon.com : HIGH SPEED GAMING PC AMD FX 9590 4.7Ghz (5.0Ghz TURBO) 16Gb DDR3 1TB WD BLACK SSD 240Gb X-FI AUDIO ATI RADEON 290X 4Gb : Computers & Accessories,Adamant Computers,,DDR3 SDRAM,1 TB,Serial ATA-600,PC,,,,Windows 7 Home Premium,FX-Series Eight-Core FX-8150,AMD,,16 GB SDRAM DDR3,,B00M3H64HG,802.11bgn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Apple MacBook Pro ME864LL/A 13.3-Inch Laptop with Retina Display (OLD VERSION) : Notebook Computers : Computers & Accessories,Apple,Silver,SDRAM,128 GB mechanical_hard_drive,Serial ATA,Mac,8.62 x 12.36 x 0.71 inches,3.5 pounds,2560x1600 pixels,Mac OS X Mavericks,2.4 GHz Intel Core i5,Intel Core I5,1.0,4 GB DDR3L,13.3 inches,Apple MacBook Pro ME864LL/A 13.3-Inch Laptop with Retina Display ( NEWEST VERSION ),802.11 A/C,ME864LL/A,DC,1.0,,Lithium Polymer ( LiPo ),128,Intel Iris Graphics,1600 MHz,2.0,No,2560 x 1600,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Lenovo Thinkpad X1 Carbon 2 2nd Generation - Core i7 4600U, 256GB SSD, 8GB RAM, Windows 7 Professional, Integrated WWAN card (Sierra Wireless). Wifi AC - 20A8S0SA00 : Computers & Accessories",Lenovo,Black,DDR3 SDRAM,256 GB,Solid State,PC,,,1600 x 900,Windows 7 Professional,Intel Core i7,,,8 GB SDRAM DDR3,14 inches,X1 Carbon 2,"802.11 A/G , 802.11n",20A8S0SA00,,,,,,,,,,1600x900,,,,,,,,,,,,,,,,,,,,
Amazon.com : Panasonic Toughbook CF-53SALZYLM 14-Inch Laptop (Silver) : Notebook Computers : Computers & Accessories,Panasonic,Silver,DDR3 SDRAM,500 GB,,PC,1 x 1 x 1 inches,1 pounds,1366 x 768 pixels,Windows 7 Professional,2.7 GHz Core i5-3439Y,Intel,1.0,4 GB DDR3L SDRAM,14 inches,Toughbook,802.11bgn,CF-53SALZYLM,,,1 Lithium ion batteries required . ( included ),Lithium-Ion ( Li-Ion ),,Intel HD Graphics 4000,1333 MHz,2.0,DVD SuperMulti,1366 x 768,,,,,,,7 hours,,7200 RPM,,,,,,2.0,,,,,
Amazon.com : Acer Aspire Switch 10 SW5-011-11JE 10.1-Inch Detachable 2 in 1 Touchscreen Laptop (64GB) : Computers & Accessories,Acer,Silver,DDR3 SDRAM,64 GB,,,10.30 x 6.97 x 0.35 inches,1.3 pounds,1366 x 768 pixels,Windows 8.1,1.33 GHz Intel Atom,Intel,4.0,2 GB LPDDR3,10.1 inches,SW5-011,802.11bgn,SW5-011-11JE,,,1 Lithium ion batteries required . ( included ),Lithium Polymer ( LiPo ),64,Intel HD Graphics,,,No,1366 x 768,B00K81O020,"# 5,200 in Computers & Accessories ( See top 100 )",3.5 out of 5 stars See all reviews 23 reviews 3.5 out of 5 stars,"June 1 , 2014",This item is also available for shipping to select countries outside the U.S .,3.6 pounds ( View shipping rates and policies ),8 hours,,,,,,,,1.0,,,,,
"Amazon.com : HP ZBook 15 Windows 7 Professional Mobile Business Workstation - Intel Core i7 Quad Core with Nvidia Quadro Graphics, 1920x1080p FULL HD Anti-Glare, Win 8 Pro Option (500GB Hard Drive) : Laptop Computers : Computers & Accessories",ZBook,,DDR3 SDRAM,500 GB,,PC,,,1920 x 1080,Windows 7 Professional,Intel Core i7,,,dimm,15.6 inches,HP ZBook 15 Mobile Workstation,,ZBook 15,,,,,,,,,,1920 x 1080,,,,,,,,,,,,,,,,,,,,
"Amazon.com : Alienware 17 17-Inch Full HD Gaming Laptop, 4th Gen Intel Core i7-4710MQ UP to 3.5GHz, 32GB Memory, 64GB SSD + 500GB SATA HDD, 8GB GeForce GTX 880 Graphics, Windows 8.1 : Computers & Accessories",Alienware,Silver Anodized Aluminum,DDR3 SDRAM,,"Serial ATA , Solid State",PC,23.03 x 16.22 x 4.76 inches,16 pounds,,Windows 8,,,,,,Alienware 17,,ALW17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : Dell Inspiron i3542-3334BK 15.6-Inch Touchscreen Laptop : Computers & Accessories,Dell,,,500 GB,,,19.02 x 13.39 x 3.11 inches,6 pounds,1366 x 768 pixels,Windows 8.1,1.7 GHz Pentium,Intel,1.0,4 GB DDR3,15.6 inches,Inspiron,802.11bgn,i3542-3334BK,,,1 Lithium ion batteries required . ( included ),,,Integrated Graphics,,1.0,,,B00K4PAV0U,# 681 in Computers & Accessories ( See top 100 ) # 30 in Electronics > Outlet,3.6 out of 5 stars See all reviews 7 reviews 3.6 out of 5 stars,"May 15 , 2014",This item is also available for shipping to select countries outside the U.S .,7.2 pounds ( View shipping rates and policies ),5.25 hours,,5400 RPM,,,,,,2.0,,,,,
"Amazon.com : Hewlett Packard HP ZBook 17 17.3"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - Graphite - 8 GB RAM - 500 GB HDD - 180 GB SSD - DVD-Writer - NVIDIA, Intel Quadro K3100M, HD Graphics 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display - Bluetooth - English (US) G4U12UT#ABA : Computers & Accessories",,,,500 GB,,,,,,,Intel Core i7,,,8 GB,17.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.com : MSI GT60 Dominator-424 Upgraded 16GB RAM + 120GB Samsung 840 Evo SSD : Computers & Accessories,,,,1 TB,,,,,1920x1080,,,,,SO-DIMM DDR3,15.6 inches,,802.11bgn,,,,,,,,,,,1920x1080,,,,,,,,,,,,,,,1.0,,,,,
