<page title>,adjustable display angle,aspect ratio,backlight technology,brand name,brightness,builtin devices,colour support,contrast ratio,depth with stand,features,firewireilink,green compliance certificateauthority,green compliant,height,horizontal viewing angle,input voltage,limited warranty,manufacturer,manufacturer part number,maximum resolution,network rj45,number of screens,operating power consumption,package contents,panel technology,platform supported,product name,product type,response time,screen mode,screen size,speakers,standby power consumption,system requirements,thunderbolt,usb,usb standard,vertical viewing angle,vesa mount compatible,webcam,weight approximate,width,adjustable display height,adjustable display pivot,depth,dvi,height with stand,mount type,product model,screen surface,standard refresh rate,vesa mount standard,vga,weight with stand approximate,certifications standards,colour,displayport,hdcp supported,hdmi,headphone,product line,maximum adjustable height,offmode power consumption,product series,swivel angle,tilt angle,number of speakers,recycled,recycled content,width with stand,sdi,sdi standard,svideo,postconsumerwaste,energy consumption per year,energy efficiency class,composite video,display orientation,country of origin,component video,horizontal frequency,packaged quantity,additional information,3d type,package type
"AT-DIS7-PROHD, ATL-DIS7-PROHD, Atlona Technologies, Kingsfield Computer Products Ltd",,16:10,,Atlona,400 cd/m²,Speaker,,,,,,,,180.3 mm,,,,Atlona Technologies,AT-DIS7-PROHD,1920 x 1200,,1.0,9.60 W,,,PC,AT-DIS7-PROHD Widescreen LCD Monitor,LCD Monitor,13 ms,WUXGA,"17.8 cm (7"")",Yes,,,,,,,,,1.13 kg,195.6 mm,,,25.4 mm,Yes,,,AT-DIS7-PROHD,,,,Yes,,,Black,,Yes,Yes,,,,,,,,2.0,,,,,,,,,,,,,Yes,,,,,
"XB2380HS-B1, IIYNOT007, Iiyama, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,iiyama,250 cd/m²,Speaker,16.7 Million Colours,"1,000:1",,Security Lock,,TCO Displays 5.0 ENERGY STAR,Yes,545.5 mm,178°,220 V AC 110 V AC,3 Year,"iiyama North America, Inc",XB2380HS-B1,1920 x 1080,,1.0,26 W,ProLite XB2380HS-1Power CableVGA (D-Sub) CableDVI-D CableAudio CableStandScrewCable HolderQuick Start GuideSafety Guide,In-plane Switching (IPS) Technology,Mac PC,ProLite XB2380HS-1,LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",Yes,1 W,,,,,178°,Yes,,5.80 kg,548.5 mm,Yes,Yes,244.5 mm,Yes,,Wall Mountable Desk Mountable,XB2380HS,,75 Hz,100 x 100,Yes,,CETUV-GSVCCI-BCU,Black,,Yes,Yes,,ProLite,,,,,,2.0,,,,,,,,,,,,,,,,,,
"DS23.6SDI, VIGDS236SDI, Vigilant Vision, Ltd, LCD Monitor, Kingsfield Computer Products Ltd",,16:9,LED,Vigilant,300 cd/m²,Speaker,16.7 Million Colours,"1,000:1",,Picture on Picture Picture in Picture Sleep Timer,,RoHS,Yes,,170°,110 V AC 220 V AC,,"Vigilant Vision, Ltd",DS23.6SDI,1920 x 1080,,1.0,35 W,"23.6"" (16:9 ) LED Monitor Power Supply Kettle Lead VGA Cable Audio Cable User Manual Remote Control",,PC,"23.6"" (16:9 ) LED Monitor",LCD Monitor,3.50 ms,Full HD,"59.9 cm (23.6"")",Yes,,,,,,160°,Yes,,7.50 kg,,,,,,,Desk Mountable,DS23.6SDI,,75 Hz,100 x 100,Yes,,CE FCC,Black,,,Yes,,,,,,,,2.0,,,,Yes,HDSDI,,,,,,,,,,,,,
"C9V75AA#UUZ, HP, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,HP,250 cd/m²,USB Hub,16.77 Million Colors,"1,000:1",242.40 mm,Security Lock,,EPEAT Gold EPA CECP China Energy Label (CEL) REACH TCO Certified Edge ENERGY STAR,Yes,329 mm,170°,220 V AC 110 V AC,3 Year,Hewlett-Packard,C9V75AA#UUZ,1920 x 1080,No,1.0,36 W,EliteDisplay E231 23-inch LED Backlit Monitor VGA Cable DisplayPort Cable USB Cable Power Cord Printed Documentation And CD HP Display Assistant Software,,PC,EliteDisplay E231 23-inch LED Backlit Monitor,LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",No,500 mW,,,Yes,USB 2.0,160°,Yes,No,3.90 kg,544 mm,Yes,Yes,51 mm,Yes,469.90 mm,Wall Mountable,E231,Anti-glare,60 Hz,,Yes,6.10 kg,CE CB KC KCC NOM PSB Ice TUV S CCC SEPA ISC VCCI FCC BSMI,Black,Yes,Yes,,,Business,,,Advantage,,,,,,544 mm,,,,,,,,,,,,,,,
"C9F26AT#ABU, HP, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,HP,250 cd/m²,,,"1,000:1",151.10 mm,Security Lock,,WEEE TCO ENERGY STAR EPEAT Gold REACH,Yes,294.1 mm,170°,110 V AC 220 V AC,3 Year,Hewlett-Packard,C9F26AT#ABU,1600 x 900,,1.0,22 W,"ProDisplay P201 50,8 cm (20'') LED Backlit MonitorVGA CabeDVI CableAC Power CablePrinted Documentation and CD",,,ProDisplay P201 20-inch LED Backlit Monitor,LCD Monitor,5 ms,HD+,"50.8 cm (20"")",,500 mW,,,,,160°,Yes,,3.50 kg,482 mm,,,47.5 mm,Yes,359.20 mm,Desk Mountable Arm-mountable,P201,Anti-glare,,100 x 100,Yes,,,,,Yes,,,Business,,,,,,,,,482 mm,,,,,,,,,,,,,,,
"DS21.5SDI, VIGDS215SDI, Vigilant Vision, Ltd, LCD Monitor, Kingsfield Computer Products Ltd",,16:9,LED,Vigilant,250 cd/m²,Speaker,16.7 Million Colours,"1,000:1",,,,RoHS,Yes,,170°,220 V AC 110 V AC,,"Vigilant Vision, Ltd",DS21.5SDI,1920 x 1080,,1.0,35 W,"21.5"" (16:9 ) LED Monitor Power Supply Kettle Lead VGA Cable Audio Cable User Manual Remote Control",,PC,"21.5"" (16:9 ) LED Monitor",LCD Monitor,3.50 ms,Full HD,"54.6 cm (21.5"")",Yes,,,,,,160°,Yes,,7.90 kg,,,,,,,Desk Mountable,DS21.5SDI,,75 Hz,100 x 100,Yes,,CE FCC,Black,,,Yes,,,,,,,,2.0,,,,Yes,HDSDI,,,,,,,,,,,,,
"LS24A850DW/EN, Samsung, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,Samsung,300 cd/m²,USB Hub,16.7 Million Colours,"1,000:1",224.50 mm,Off Timer Eco Saving,,ENERGY STAR TCO Displays 5.0,Yes,374.5 mm,178°,,3 Year,Samsung,LS24A850DW/EN,1920 x 1200,,1.0,64 W,,,Mac PC,SyncMaster S24A850DW Widescreen LCD Monitor,LCD Monitor,5 ms,WUXGA,"61 cm (24"")",,400 mW,,,Yes,USB 3.0,178°,Yes,,5.80 kg,558.5 mm,,,41.5 mm,Yes,447 mm,Wall Mountable,S24A850DW,,,100 x 200,Yes,,,Matte Black,Yes,,,,SyncMaster,,,850,,,,,,558.50 mm,,,,,,,,,,,,,,,
"BT-LH910GJ, PANBTLH910GJ, Panasonic, LCD Monitor, Kingsfield Computer Products Ltd",Yes,15:9,LED,Panasonic,350 cd/m²,,16.77 Million Colors,"1,000:1",170 mm,Split Screen,,,,183 mm,176°,,,Panasonic,BT-LH910GJ,1280 x 768,,1.0,,,In-plane Switching (IPS) Technology,,BT-LH910GJ High Performance 9-inch LCD Production Monitor,LCD Monitor,,WXGA,"22.9 cm (9"")",,,,,,,176°,,,1.70 kg,230 mm,,,78 mm,,214.50 mm,,BT-LH910GJ,,,,,2.40 kg,,,,Yes,Yes,Yes,,,,LH910,,,,,,230 mm,Yes,3G-SDI,,,,,,,,Yes,,,,,
"231P4QPYKES/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Philips,250 cd/m²,Speaker USB Hub Webcam,16.7 Million Colours,"1,000:1",220 mm,Security Lock SmartErgoBase PowerSensor,,RoHS TCO Certified Displays 5.2 EPEAT Gold ENERGY STAR 5.0 WEEE TCO Certified Edge,Yes,343 mm,178°,220 V AC 110 V AC,,Philips Electronics,231P4QPYKES/00,1920 x 1080,,1.0,29.10 W,,In-plane Switching (IPS) Technology,Mac PC,"Brilliance IPS LCD Monitor, LED Backlight with Webcam",LCD Monitor,7 ms,Full HD,"58.4 cm (23"")",Yes,300 mW,,,Yes,USB 2.0,178°,Yes,,3.09 kg,547 mm,Yes,Yes,60 mm,Yes,515 mm,,231P4QPYKES,,60 Hz,100 x 100,Yes,5.23 kg,TUV ErgoTUV/GSUL/cULBSMICE MarkFCC Class BGOSTSASOSEMKO,Silver Black,Yes,Yes,,Yes,Brilliance,,,P,,,2.0,Yes,Plastic,547 mm,,,,65%,,,,,,,,,,,
"R72MCUK, S602YA2, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,Lenovo,250 cd/m²,,,"1,000:1",,Security Lock,,EPA EPEAT Gold RoHS TCO Certified Edge Displays 1.1 ENERGY STAR 6.0 China RoHS ULE Gold MPR II CECP,Yes,232.9 mm,170°,,3 Year,Lenovo Group Limited,R72MCUK,1680 x 1050,,1.0,20 W,,,,ThinkVision LT2252p Widescreen LCD Monitor,LCD Monitor,5 ms,WSXGA+,"55.9 cm (22"")",,,,,,,160°,Yes,,7.50 kg,590 mm,,Yes,420.1 mm,Yes,,,LT2252p,,,100 x 100,Yes,,UL CSA CE CCC GS TUV IECEE CB Certificate (world-wide - IEC-950/EN 60950) SEMKO NEMKO SASO KC JEITA TUV-S CSC GOST Ukraine PSB BSMI Belarus FCC Class B IC KVALITET ISO 9241-307 VCCI AS/NZA,,Yes,,,,ThinkVision,,,,,,,,,,,,,,,,,,,,,,,,
"LS19C45KMR/EN, Samsung, LCD Monitor, Kingsfield Computer Products Ltd",Yes,5:4,LED,Samsung,250 cd/m²,Speaker,16.7 Million Colours,"1,000:1",210 mm,MagicTune MagicRotation Off Timer MagicBright3 MagicAngle Eco Saving,,ENERGY STAR EPEAT Gold TCO,Yes,336 mm,170°,220 V AC 110 V AC,3 Year,Samsung,LS19C45KMR/EN,1280 x 1024,,1.0,19 W,S19C450MR LCD MonitorD-sub CableAudio CablePower CordQuick Installation GuideInstallation CDElectronic Manual,,PC,S19C450MR LCD Monitor,LCD Monitor,5 ms,SXGA,"48.3 cm (19"")",Yes,100 mW,,,,,160°,Yes,,2.95 kg,407 mm,Yes,Yes,55 mm,Yes,469 mm,Wall Mountable,S19C450MR,,,100 x 100,Yes,4.45 kg,"UL: UL 60950 1CSA: CSA C22.2 No.. 60950-1TUV: EN60950-1NEMKO: EN60950-1KC: K60950-1CCC: GB 4943-2001PSB: IEC60950-1GOST: IEC60950-1, EN55022SIQ: IEC60950-1, EN55022PCBC: IEC60590-1, EN55022NOM: NOM-019-SCFI-1993IRAM: IEC60950-1SASO: IEC60950-1EMC:FCC Part 15, Subpart B Class ACE EN55022, EN55024VCCI V-3 (CISPR22)KCC: KN22, KN24C-Tick: AS/NZS3548 (CISPR22)CCC: GB 9254-2008, GB 17625.1-2003",Matte Black,No,,No,,,,,450,,,2.0,Yes,Plastic,407 mm,,,,,,,,,,,,,,,
"HS221HPB, V320108, Hannspree, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Hanns.G,250 cd/m²,Speaker,16.7 Million Colours,"80,000,000:1",,Security Lock Eco Mode,,ENERGY STAR China Energy Label (CEL) TCO Certified Displays 6.0,Yes,390 mm,178°,230 V AC 120 V AC,3 Year,"Hannspree, Inc",HS221HPB,1920 x 1080,,1.0,30 W,HS221HPB Widescreen LCD Monitor Power Cable (1.5M) VGA Cable (1.5M) Audio Cable (1.5M) User Manual(CD) Quick Start Guide(Paper),In-plane Switching (IPS) Technology,PC,HS221HPB Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"54.6 cm (21.5"")",Yes,,,,,,178°,Yes,,4.70 kg,512 mm,,,203 mm,Yes,,Wall Mountable,HS221HPB,Anti-glare,60 Hz,100 x 100,Yes,,FCC UL/CUL CE CB 3C GS,Black,,Yes,Yes,,,,,HS,,-5°to15°,2.0,,,,,,,,,,,,,,,,,,
"UM.HV6EE.013, 8654J44, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,300 cd/m²,,16.7 Million Colours,"100,000,000:1",,,,TCO Certified Displays 6.0 EPEAT Gold,Yes,,178°,220 V AC 110 V AC,3 Year,"Acer, Inc",UM.HV6EE.013,1920 x 1080,,1.0,28.50 W,V276HL Widescreen LCD MonitorPower Cord1 x VGA Cable,Vertical Alignment (VA),,V276HL Widescreen LCD Monitor,LCD Monitor,6 ms,Full HD,"68.6 cm (27"")",,450 mW,,,,,178°,Yes,,,,No,No,,Yes,,,V276HL,Anti-glare,60 Hz,100 x 100,Yes,,,Black,,Yes,,,,No,350 mW,V,No,-5°to25°,,,,,,,,,,,,,,,,,,,
"9H.L9LLA.TBE, M352333, BenQ, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,BenQ,300 cd/m²,,16.7 Million Colours,"5,000:1",,Security Lock Eco Mode Senseye 3,,TCO Certified Displays 6.0 ENERGY STAR 5.1,Yes,488 mm,178°,220 V AC 110 V AC,,BenQ Corporation,9H.L9LLA.TBE,1920 x 1080,,1.0,26 W,,,PC,GW2760HM Widescreen LCD Monitor,LCD Monitor,4 ms,Full HD,"68.6 cm (27"")",Yes,300 mW,,,,,178°,Yes,,5.30 kg,641 mm,,,215 mm,Yes,,Wall Mountable,GW2760HM,,,100 x 100,Yes,,,Glossy Black,,Yes,Yes,Yes,,,,GW,,,2.0,,,,,,,,,,,,,,,,,,
"C9V75AA#ABM, HP, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,HP,250 cd/m²,USB Hub,,"5,000,000:1",,Security Lock,,,,328.9 mm,170°,,,Hewlett-Packard,C9V75AA#ABM,1920 x 1080,,1.0,36 W,,,PC,EliteDisplay E231 23-inch LED Backlit Monitor--Head Only (ENERGY STAR),LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",,500 mW,,,Yes,USB 2.0,160°,,,3.79 kg,544.1 mm,,,50.8 mm,Yes,,Desk Mountable,E231,Anti-glare,,,Yes,,,Black,Yes,Yes,,,Business,,,Advantage,360°,-5°to30°,,,,,,,,,,,,,,,,,,,
"19B1CS/86, Philips, LCD Monitor, Kingsfield Computer Products Ltd",Yes,5:4,,Philips,250 cd/m²,Speaker,16.7 Million Colours,"25,000:1",201 mm,TrueVision SmartImage SmartErgoBase Security Lock,,TCO Certified Displays 5.2 EPEAT Silver RoHS ENERGY STAR 5.0,Yes,350 mm,176°,220 V AC 110 V AC,3 Year,Philips Electronics,19B1CS/86,1280 x 1024,,1.0,18.20 W,,,Mac PC,"Brilliance LCD Monitor with Ergo Base, USB, Audio",LCD Monitor,5 ms,SXGA,"48.3 cm (19"")",Yes,800 mW,,,Yes,USB 2.0,170°,Yes,,3.50 kg,404 mm,Yes,Yes,68 mm,Yes,442 mm,,19B1CS,,60 Hz,100 x 100,Yes,4.60 kg,BSMICE MarkFCC Class BGOSTSEMKOTUV ErgoTUV/ GSUL/ cUL,Silver Black,,Yes,,,Brilliance,,500 mW,B,,,2.0,,,404 mm,,,,,,,,,,,,,,,
"9H.L7CLB.DB9, 2835281, BenQ, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,BenQ,250 cd/m²,Speaker,16.7 Million Colours,"1,000:1",213 mm,Security Lock Eco Mode Senseye 3,,ENERGY STAR 6.0 TCO Certified Displays 5.2,Yes,,170°,220 V AC 110 V AC,,BenQ Corporation,9H.L7CLB.DB9,1920 x 1080,,1.0,23 W,GL2450HT Widescreen LCD Monitor Quick Start Guide CD-ROM Power Cord D-Sub Cable,Twisted Nematic Film (TN Film),PC,GL2450HT Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"61 cm (24"")",Yes,300 mW,,,,,160°,Yes,,5.10 kg,,Yes,Yes,,Yes,502 mm,Wall Mountable,GL2450HT,,76 Hz,100 x 100,Yes,,,Glossy Black,,Yes,Yes,Yes,,,,GL,,,2.0,,,579 mm,,,,,,,,,,,,,,,
"9H.LARLB.Q8E, 2818824, BenQ, LCD Monitor, Kingsfield Computer Products Ltd",No,5:4,LED,BenQ,250 cd/m²,,16.7 Million Colours,"1,000:1",,Security Lock Senseye 3 Eco Mode,,TCO Certified Displays 6.0,Yes,370 mm,170°,110 V AC 220 V AC,,BenQ Corporation,9H.LARLB.Q8E,1280 x 1024,,1.0,17 W,,,PC,BL702A LCD Monitor,LCD Monitor,5 ms,SXGA,"43.2 cm (17"")",No,300 mW,,,,,160°,Yes,,2.50 kg,369 mm,No,No,137 mm,,,Wall Mountable,BL702A,,,100 x 100,Yes,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UM.FG7EE.001, 3054998, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",186 mm,ComfyView,,ENERGY STAR MPR II ECO,Yes,329 mm,178°,230 V AC 120 V AC,2 Year,"Acer, Inc",UM.FG7EE.001,1920 x 1080,,1.0,40 W,LED Monitor G247HL 1 x VGA cable Power cord,Vertical Alignment (VA),,LED Monitor G247HL,LCD Monitor,6 ms,Full HD,"61 cm (24"")",,450 mW,,,,,178°,,,,546 mm,No,,38 mm,Yes,411 mm,,G247HL,,60 Hz,,Yes,,,Black,,,Yes,,,,300 mW,,,-5°to15°,,,,546 mm,,,,,33 kWh,A,,,,,,,,,
"UM.CV6EE.009, 8654K90, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,5:4,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",207 mm,,,TCO Certified Displays 6.0 EPEAT Gold,Yes,337 mm,170°,220 V AC 110 V AC,3 Year,"Acer, Inc",UM.CV6EE.009,1280 x 1024,,1.0,15.80 W,V196LWidescreen LCD MonitorPower Cord1 x VGA Cable,Twisted Nematic Film (TN Film),,V196L LCD Monitor,LCD Monitor,5 ms,SXGA,"48.3 cm (19"")",,450 mW,,,,,160°,Yes,,2.70 kg,406.4 mm,No,No,52 mm,,408 mm,,V196L,Anti-glare,75 Hz,100 x 100,Yes,3.10 kg,,Black,,,,,,No,350 mW,V,No,-5°to25°,,,,406.40 mm,,,,,,,,,,,,,,,
"LS24C45KBSV/EN, Samsung, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Samsung,250 cd/m²,,16.7 Million Colours,"1,000:1",224 mm,MagicBright3 Off Timer MagicAngle MultiScreen Eco Saving MagicTune MagicRotation,,ENERGY STAR TCO Certified Displays EPEAT Gold,Yes,333.2 mm,170°,220 V AC 110 V AC,3 Year,Samsung,LS24C45KBSV/EN,1920 x 1080,,1.0,30 W,"24"" S24C450B Series 4 LED Business Monitor with DVI CableDVI CableD-Sub Cable1.5 m Power CordE-manualInstallation CDQuick Installation Guide",,PC,"24"" S24C450B Series 4 LED Business Monitor with DVI Cable",LCD Monitor,5 ms,Full HD,"61 cm (24"")",No,100 mW,,,,,160°,Yes,,3.50 kg,565.4 mm,Yes,Yes,56.7 mm,Yes,486.75 mm,Wall Mountable,S24C450B,,,100 x 100,Yes,5.20 kg,"TUV : EN60950-1UL: UL 60950-1CSA: CSA C22.2 No. 60950-1NEMKO: EN60950-1KC: K60950-1CCC: GB 4943-2001PSB: IEC60950-1GOST: IEC60950-1, EN55022SIQ: IEC60950-1, EN55022PCBC: IEC60590-1, EN55022NOM: NOM-019-SCFI-1993IRAM: IEC60950-1SASO: IEC60950-1EMC:FCC: FCC Part 15, Subpart B class ACE: EN55022, EN55024VCCI: V-3 (CISPR22)KCC: KN22, KN24C-Tick: AS / NZS3548 (CISPR22)CCC: GB 9254-2008, GB 17625.1-2003",Matte Black,No,,No,,,,,450,,,,Yes,Plastic,565.40 mm,,,,,,,,,,,,,,,
"LS27C65UXS/EN, 886N202, Samsung, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Samsung,300 cd/m²,USB Hub Speaker,16.7 Million Colours,"1,000:1",224 mm,Eco Saving MagicBright3 MagicTune MagicRotation Off Timer MultiScreen,,ENERGY STAR TCO Certified Displays 6.0 EPEAT Gold,Yes,378.1 mm,178°,220 V AC 110 V AC,3 Year,Samsung,LS27C65UXS/EN,1920 x 1080,,1.0,30 W,,AD-PLS Technology,PC,S27C650X Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"68.6 cm (27"")",Yes,300 mW,,,Yes,USB 2.0,178°,Yes,,5.30 kg,639 mm,Yes,Yes,56.7 mm,Yes,532.80 mm,Wall Mountable,S27C650X,,,100 x 100,Yes,6.95 kg,"Security:
UL (USA): UL 60950-1 CSA (Canada): CSA C22.2 No. 60950-1 TÜV (Germany): EN60950-1 NEMKO (Norway): EN60950-1 KC (Korea): K60950-1 CCC (China): GB 4943-2001 PSB (Singapore): IEC60950-1 GOST (Russia): IEC60950-1, EN55022 SIQ (Slovenia): IEC60950-1, EN55022 PCBC (Poland): IEC60590-1, EN55022 NOM (Mexico): NOM-019-SCFI 1993 IRAM (Argentina): IEC60950-1 SASO (Saudi Arabia): IEC60950-1 EMC:
FCC (U.S.) FCC Part 15, Subpart B Class A CE (Europe) EN55022, EN55024 VCCI (Japan) V-3 (CISPR22) KCC (Korea): KN22, KN24 C-Tick (Australia): AS / NZS3548 (CISPR22) CCC (China): GB 9254-2008, GB 17625.1-2003",Matte Black,Yes,,Yes,,,130 mm,,650,45°,-4°to25°,2.0,Yes,Plastic,639 mm,,,,,,,,Landscape/Portrait,,,,,,,
"UM.HS6EE.001, ACES276HLTMJJ, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,250 cd/m²,,,"100,000,000:1",,,,MPR II,Yes,,,,3 Year,"Acer, Inc",UM.HS6EE.001,1920 x 1080,,1.0,36 W,S276HL Widescreen LCD Monitor1 x VGA CablePower Cord,In-plane Switching (IPS) Technology,,S276HL Widescreen LCD Monitor,LCD Monitor,6 ms,,"68.6 cm (27"")",Yes,490 mW,,,,,,No,,,,No,No,,,,,S276HL,,,,Yes,,,Titanium,,,Yes,,,No,450 mW,,No,-5°to15°,,,,,,,,,38 kWh,A,,,,,,,,,
"UM.WG6EE.L01, 2941160, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",168 mm,,,MPR II,Yes,311.5 mm,178°,220 V AC 110 V AC,2 Year,"Acer, Inc",UM.WG6EE.L01,1920 x 1080,,1.0,20.50 W,G226HQL Widescreen LCD Monitor1 x VGA CablePower Cord,In-plane Switching (IPS) Technology,,G226HQL Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"54.6 cm (21.5"")",,340 mW,,,,,178°,,,2.46 kg,511 mm,No,No,36.5 mm,Yes,365 mm,,G226HQL,Anti-glare,60 Hz,,Yes,2.80 kg,,Black,,,Yes,,,No,300 mW,G,No,-5°to15°,,,,511 mm,,,,,32 kWh,B,,,,,,,,,
"859-BBBI, Dell, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Dell,250 cd/m²,USB Hub,16.7 Million Colours,"2,000,000:1",180 mm,Cable Management Security Lock,,EPEAT Gold ENERGY STAR 6.0 RoHS TCO Certified Displays CECP China Energy Label (CEL),Yes,323 mm,178°,220 V AC 110 V AC,3 Year,"Dell, Inc",859-BBBI,1920 x 1080,,1.0,38 W,23 Monitor - P2314H Stand Cable cover Power cable DP cable USB cable VGA cable Drivers and documentation media Quick setup guide Safety information,In-plane Switching (IPS) Technology,,23 Monitor - P2314H,LCD Monitor,8 ms,Full HD,"58.4 cm (23"")",,300 mW,,,Yes,USB 2.0,178°,,,3.34 kg,545.8 mm,Yes,Yes,46.5 mm,Yes,493 mm,Wall Mountable Arm-mountable,P2314H,,60 Hz,,Yes,,,,Yes,Yes,,,,,300 mW,,,,,Yes,Plastic,545.80 mm,,,,25%,,,,Landscape/Portrait,,,,,,,
"UM.FV6EE.001, 8654J43, Acer, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Acer,250 cd/m²,,16.7 Million Colours,"100,000,000:1",206.80 mm,,,TCO Certified Displays 6.0 EPEAT Gold,Yes,335.9 mm,170°,110 V AC 220 V AC,3 Year,"Acer, Inc",UM.FV6EE.001,1920 x 1080,,1.0,20.90 W,V246HL Widescreen LCD MonitorPower Cord1 x VGA Cable,Twisted Nematic Film (TN Film),,V246HL Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"61 cm (24"")",,450 mW,,,,,160°,Yes,,3.50 kg,567 mm,No,No,52 mm,Yes,422.20 mm,,V246HL,Anti-glare,60 Hz,100 x 100,Yes,3.90 kg,,Black,,Yes,,,,No,350 mW,V,No,-5°to25°,,,,567 mm,,,,,,,,,,,,,,,
"VG2233-LED, B921450, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:9,LED,Viewsonic,250 cd/m²,,,"1,000:1",204.30 mm,Eco Mode,,TCO Certified Displays 5.2 ENERGY STAR,Yes,306.4 mm,170°,110 V AC 220 V AC,,Viewsonic Corporation,VG2233-LED,1920 x 1080,,1.0,22 W,,,PC Mac,VG2233-LED Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"54.6 cm (21.5"")",,,,,,,160°,Yes,,3.22 kg,505.6 mm,Yes,Yes,51 mm,Yes,365.90 mm,Wall Mountable,VG2233-LED,Anti-glare,75 Hz,100 x 100,Yes,6.72 kg,,,,,,,,,,,,,,,,505.60 mm,,,,,,,,,,,,,,,
"861-10376, DELP2213, Dell, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,Dell,250 cd/m²,USB Hub,16.78 Million Colors,"1,000:1",183.30 mm,Security Lock Cable Management,,China Energy Label (CEL) EPEAT Gold TCO Certified Displays ENERGY STAR,Yes,332.7 mm,170°,220 V AC 110 V AC,3 Year,"Dell, Inc",861-10376,1680 x 1050,,1.0,45 W,"Professional P2213 22'' (56cm) LED Monitor VGA,DVI-D,DP (1680x1050) Black VGA Cable Stand Power Cable DVI Cable USB Cable Drivers and Documentation Media Quick Setup Guide Safety Information",,,"Professional P2213 22'' (56cm) LED Monitor VGA,DVI-D,DP (1680x1050) Black",LCD Monitor,5 ms,WSXGA+,"55.9 cm (22"")",,300 mW,,,Yes,USB 2.0,160°,Yes,,3.43 kg,510.4 mm,Yes,Yes,59.8 mm,Yes,497.40 mm,,P2213,Anti-glare,60 Hz,100 x 100,Yes,,EMC,Black,Yes,Yes,,,Professional,,,,,,,Yes,,510.40 mm,,,,25%,,,,,,,,,,,
"B2280WSD-W1, 2609785, Iiyama, LCD Monitor, Kingsfield Computer Products Ltd",Yes,16:10,LED,iiyama,250 cd/m²,Speaker,16.7 Million Colours,"1,000:1",,Security Lock,,ENERGY STAR TCO Displays 5.0,Yes,553.5 mm,178°,220 V AC 110 V AC,3 Year,"iiyama North America, Inc",B2280WSD-W1,1680 x 1050,,1.0,21 W,ProLite B2280WSDPower CableVGA Cable (D-Sub)DVI-D CableAudio CableStandScrewsCable GuideQuick Start GuideSafety Guide,,PC Mac,ProLite B2280WSD,LCD Monitor,5 ms,WSXGA+,"55.9 cm (22"")",Yes,1 W,,,,,170°,Yes,,5.50 kg,512.5 mm,Yes,Yes,244.5 mm,Yes,,Wall Mountable Desk Mountable,B2280WSD,,75 Hz,100 x 100,Yes,,CETUV-GSCU,White,,Yes,,,ProLite,,,,,,2.0,,,,,,,,,,,,,,,,,,
