3d compatibility,<page title>,aspect ratio,builtin camera,builtin speakers,cable lock slot,cables included,certification,colour of product,contrast ratio dynamic,contrast ratio typical,depth,depth with stand,display,display brightness,display diagonal,display number of colours,display resolution,display technology,dvi port,dvid ports quantity,energy efficiency class,energy star certified,ethernet lan connection,hd type,hdcp,height,height adjustment,height with stand,input frequency,input voltage,led indicators,linux operating systems supported,manual,on screen display osd,onoff switch,operating relative humidity range,operating temperature range tt,pivot,pivot angle,plug and play,power consumption max,power consumption standby,power consumption typical,power led,quick start guide,response time,standby led,storage relative humidity range,storage temperature range tt,supported graphics resolutions,supported video modes,swivel angle range,swivelling,thin client installed,tilt adjustment,tilt angle,tv tuner integrated,usb 20 ports quantity,vga dsub ports quantity,viewing angle horizontal,viewing angle vertical,weight,weight with stand,width,width with stand,windows operating systems supported,wireless lan connection,colour,dimensions w x d x h with stand,display srgb,display viewable area hxv,mean time between failures mtbf,package dimensions wxdxh,pixel pitch,power consumption active,power consumption off,relative humidity,backlight type,digital horizontal frequency,digital vertical frequency,displayports quantity,hdmi ports quantity,vesa mounting interfaces compatibility,wall mountable,audio output,bluetooth,builtin subwoofer,card reader integrated,epeat compliance,full hd,hdmi,headphone out,placement supported,video dot rate,viewable size horizontal,viewable size vertical,dcin jack,display diagonal metric,feet colour,handheld remote control,ac power in,number of loudspeakers,package weight,viewable size diagonal,power consumption powersave,swivel angle,ethernet lan,headphone outputs,wifi,anschlüsse,auflösung empfohlen,bildformat,blickwinkel horizontal,blickwinkel vertikal,displaygröße,eigenschaften,farbe herstellerspezifisch,gewicht netto,helligkeitleuchtstärke,kontrastverhältnis,lcd paneltechnologie bzw tm,netzteil,prüfzeichenzertifikatezulassungen,reaktionszeit,signalart,vesa bohrung,camera included,connection to pc,dvii ports quantity,horizontal scan range,power consumption,rms rated power,safety,vertical scan range,display type,number of colours,builtin microphone,compatible memory cards,microphone in,farbe allgemein,mac operating systems supported,ac adapter included,headphone connectivity,number of osd languages,on screen display osd languages,operating temperature tt,annual energy consumption,audio input,electromagnetic compatibility,packaging depth,packaging height,packaging width,mobile highdefinition link mhl,nonoperating altitude,operating altitude,operating relative humidity hh,storage temperature tt,strahlungsnorm,display surface,pc audio in,separate hv sync,syncongreen sog,maximum resolution,number of products included,screen saving functions,volume control,composite sync,power consumption average,usb 30 ports quantity,common interface ci,common interface plus ci,usb powered,glossy display,rotating,led backlight,pictureinpicture,quantity,user guide on cdrom,compatible with vesawall mounting system,effective viewing area,picture enhancement,compliance industry standards,hdready,power cord included,storage relative humidity hh,dimensions w x d x h,composite video in,svideo in,swivel,megapixel,product type,io ports,power requirements,bezel width side,bezel width top,swivel webcam,power consumption economy mode,bezel width bottom,svideo inputs quantity
,X19P0011E0100 - AG neovo X-19P 48.2CM 19IN LED - Xpcpro.com,,N,Y,Kensington,"Audio 3.5mm, VGA","CB, FCC, CE, GOST-R, WEEE, RoHS, REACH",Black,,1000:1,175 mm,,LED,250 cd/m²,"19 """,16.77 M,1280 x 1024 pixels,TFT,Y,1,,,,,,420 mm,,,,12 V,,,Y,,,,,,,,,0.5 W,22 W,,,3 ms,,,,"1280 x 1024 SXGA, 1920 x 1080 HD 1080",,,,N,,,N,,1,170 °,160 °,6800 g,,445 mm,,,,,,,,,,0.294 x 0.294 mm,,0.5 W,,,,,,,"75 x 75, 100 x 100 mm",Y,,N,N,,,,,,,,,,,48.2 cm,,,,2,9600 g,,,,N,,N,,,,,,,,,,,,,,,,,,,,,30 - 82 kHz,,3 W,,56 - 75 Hz,,,,,,,,,,,,0 - 40 °C,,Y,,228 mm,525 mm,538 mm,,,,10 - 90 %,-20 - 60 °C,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,5 - 95 %,,1.0,,,,,,,,,,,,1.0
N,"24EB23PY-W - LG 24EB23PY-W, LED monitor 24"", 1920 - Xpcpro.com",16:10,N,Y,Kensington,"AC, Audio 3.5mm, DVI, VGA","RoHS, UL, CSA, SEMKO, NEMKO, CE",White,5000000:1,1000:1,57.9 mm,395 mm,LED,300 cd/m²,"24 "" 60.96 cm",16.77 M,1920 x 1200 pixels,IPS,,1,Unspecified,Y,N,Full HD,Y,57.9 mm,Y,5400 mm,,,,,Y,Y,Y,,,N,0 - 90 °,Y,,0.3 W,25 W,,Y,5 ms,,,,"1920 x 1080 HD 1080, 1920 x 1200 WUXGA",1080p,,Y,N,Y,-5 - 23 °,N,2,1,178 °,178 °,4800 g,,558.4 mm,558.4 mm,,N,,,Y,,50000 h,,0.269 x 0.269 mm,,0.3 W,,W-LED,30 - 83 kHz,56 - 75 Hz,1.0,,100 x 100 mm,N,,N,N,N,Gold,,,1,,,516.94 mm,323.09 mm,,,,,Y,2 pcs,6800 g,,,0 - 356 °,,,,,,,,,,,,,,,,,,,,,,,,,,2 W,,,,,N,N,,,,,3.5 mm,15.0,,,,,,191 mm,444 mm,633 mm,,,,,,,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"UM.VB6EE.005 - Acer B236HLymdpr LED monitor 23"" - Xpcpro.com",16:9,N,Y,,"AC, DisplayPort, DVI, VGA",,Grey,100000000:1,,,,LCD,250 cd/m²,"58.4 cm 23 """,16.77 M,1920 x 1080 pixels,IPS,Y,,Unspecified,,,Full HD,,,Y,,,110 - 220 V,,,,,,,,,,,,0.45 W,21.9 W,Y,,5 ms,Y,,,1920 x 1080 HD 1080,,,,N,,,N,,1,178 °,178 °,,,,,,,,,,,,,,,0.35 W,,,,,,,N mm,N,,,,,Gold,,,,,,,,,,,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC monitor,,,,,,,,
N,60AAHAT1EU - Lenovo ThinkVision LT1913p  LCD - Xpcpro.com,4:3,N,N,,,,Black,,1000:1,221.9 mm,,LED,250 cd/m²,"19 """,,1280 x 1024 pixels,IPS,Y,1,Unspecified,,,N,,378.3 mm,Y,,,,,,,,,10 - 80 %,0 - 40 °C,,,,,,,,,,,,,1280 x 1024 SXGA,,-45 - 45 °,Y,N,Y,-5 - 30 °,N,,1,,,4550 g,,411 mm,,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,,,378.3 mm,411 mm,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"LS27D391HS/EN - Samsung S27D391H LED Monitor 27"" - Xpcpro.com",16:9,N,N,N,VGA,6.0,White,Mega Contrast,1000:1,375.8 mm,444.7 mm,LED,300 cd/m²,"27 """,16.77 M,1920 x 1080 pixels,PLS,N,,A,Y,,Full HD,,79.6 mm,N,243.4 mm,50/60 Hz,100 - 240 V,,,,,,,,,,Y,22 W,0.30 W,0.3 W,,Y,5 ms,Y,,,1920 x 1080 HD 1080,1080p,,,N,,-1 - 20 °,N,,1,178 °,178 °,4300 g,4700 g,624.7 mm,624.7 mm,Y,,,,,,,,,,,,,,,,1,N mm,N,,N,,,,,,,,,,,,,White,N,,,6500 g,,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,42 kWh,,,437 mm,132 mm,694 mm,,,,,,,Gloss,,,,,,,,,29 W,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,
N,"T45HNEU - LENOVO ThinkVision LT1953, Monitor 19"" - Xpcpro.com",16:10,N,N,Kensington,AC,"RoHS, UL, IEC, NEMKO, TUV-GS, CCC, BSMI, NOM, ICCP, GOST, SISIR, ISC, JEITA, KS, FCC, IC, CE, VCCI",Black,10000000:1,1000:1,50.5 mm,,LCD,250 cd/m²,"19 """,16.77 M,1440 x 900 pixels,TNFilm,,1,Unspecified,Y,,,Y,354 mm,N,,50/60 Hz,96 - 264 V,,,Y,Y,,10 - 80 %,0 - 40 °C,,,,20 W,0.5 W,17 W,Y,Y,5 ms,Y,5 - 95 %,-20 - 60 °C,"640 x 350, 720 x 400, 832 x 624, 1024 x 768 XGA, 1152 x 864 XGA, 1280 x 1024 SXGA, 640 x 480 VGA, 800 x 600 SVGA",,,,N,,-5 - 22 °,N,,1,170 °,160 °,3000 g,,443 mm,,,,,,,,,,0.2835 x 0.2835 mm,,0.5 W,,,,,,,100 x 100 mm,Y,,,,,,,,,,,408 mm,255 mm,,,,,,,4930 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,160 mm,131 mm,510 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24CAV23K-B - LG FLATRON 24CAV23K-B LED 61CM24I - Xpcpro.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DVI-I, D-Sub 15 pol., RJ-45 LAN, USB",2.560 x 1.080,Wide 15:9/16:9/16:10,178 °,178 °,"61 cm 24""",höhenverstellbar,Mattschwarz,"4,500 kg",300 cd/qm,1000 :1,,,"c-UL, UL, Energy Star, TÜV-Ergonomie, CE, FCC-B",5 ms,digital,,,,,,,,,,,,,,,schwarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"27MB65PY-W - LG FLATRON 27MB65PY-W LED Monitor 27"" - Xpcpro.com",16:9,,Y,,"AC, Audio 3.5mm, DisplayPort, DVI, VGA","TCOULcULTUV-GSTUV-ErgoFCCB, CEEPA 6.0ISO13406-2",White,Mega Contrast,1000:1,64 mm,259 mm,LED,250 cd/m²,"27 """,16.77 M,1920 x 1080 pixels,IPS,Y,1,Unspecified,,,Full HD,Y,387 mm,Y,410 mm,50/60 Hz,100 - 240 V,Y,,Y,Y,Y,,,Y,0 - 90 °,Y,,0.3 W,27 W,Y,Y,5 ms,Y,,,1920 x 1080 HD 1080,1080p,,Y,N,Y,5 - 35 °,,2,1,178 °,178 °,5900 g,6500 g,644 mm,644 mm,,,,,,,,,0.311 x 0.311 mm,,0.3 W,,,,,1.0,,100 x 100 mm,Y,,N,,,Gold,,,,,,,,,,,,,2,9300 g,,,,N,,N,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,2 W,,56 - 75 Hz,,,,,,,,,,17.0,,,,,,216 mm,467 mm,721 mm,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,I2360SH - AOC IPS MONITOR - I2360SHProfessional - Xpcpro.com,16:9,,Y,Kensington,,"EuP, FCC, GOST, ISO 9241-307, NRTL, RoHS, TCO 6.0, TÜV-GS",Black,20000000:1,1000:1,209.4 mm,,LED,250 cd/m²,"23 """,16.77 M,1920 x 1080 pixels,IPS,Y,1,Unspecified,Y,,Full HD,Y,394.7 mm,N,,,,,,Y,Y,,,,N,,,,0.5 W,25 W,,,6 ms,,,,1920 x 1080 HD 1080,,,,,,,,,1,178 °,178 °,3730 g,,548.5 mm,,,,,,,,,,,,0.5 W,,,30 - 83 kHz,50 - 76 Hz,,1,100 x 100 mm,N,Y,,,,Gold,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24MB35PM-W - LG FLATRON 24MB35PM-W LED Monitor - Xpcpro.com,16:9,,Y,Kensington,"DVI, VGA",,White,5000000:1,1000:1,,271 mm,LED,250 cd/m²,"23.8 """,16.77 M,1920 x 1080 pixels,IPS,Y,1,,Y,,Full HD,Y,,Y,432 mm,47-63 Hz,90 - 240 V,,,Y,Y,,,,Y,-90 - 90 °,Y,,0.3 W,24 W,,,5 ms,,,,1920 x 1080 HD 1080,1080p,,,,Y,,,,1,178 °,178 °,,5100 g,,569 mm,,,,,,,,,0.274 x 0.274 mm,,0.3 W,,,,,,,100 x 100 mm,Y,,,,,,,,Y,,,526.88 mm,296.37 mm,,60.45 cm,,,,2,,,16.03 W,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,1 W,,56 - 75 Hz,,,,,,,,,,,"CHI SIMPL, DEU, ENG, ESP, FIN, FRE, GRE, ITA, JPN, KOR, POL, POR, RUS, SWE",,,,,,,,,,,,,,Matt,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C221S3UCW/00 - Philips C221S3UCW  LED monitor  - Xpcpro.com,16:9,,,Kensington,,RoHS,White,,1000:1,59 mm,201 mm,LED,150 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,LCD/TFT,,,Unspecified,,,Full HD,N,323 mm,Y,402 mm,50/60 Hz,100 - 120 V,Operation,,,Y,Y,,,,,Y,,0.3 W,10.3 W,,,5 ms,,,,,,,Y,,Y,,,1,,160 °,150 °,3440 g,3850 g,507 mm,507 mm,,,,,Y,,30.000 h,,0.248 x 0.248 mm,,,,W-LED,,,,,100 x 100 mm,Y,,,,,Silver,,,,,,476.6 mm,268.1 mm,,54.6 cm,White,,,,5130 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHI SIMPL, ENG, ESP, FRE, ITA, POR, RUS",0 - 40 °C,,,,131 mm,461 mm,565 mm,,,,20 - 80 %,-20 - 60 °C,,,,,,,,,,,,,,,,,,,,,,,,,"EMC: CE Mark, IEC/EN60601-1-2 Safety: CE Mark, IEC/EN60601-1 Ergonomic/Others: JIS Z2801, WEEE",,,,,,,,,,,,,,,,,
N,"UE28H4000AWXZG - Samsung UE28H4000AW 28"" 4 Series - Xpcpro.com",16:9,,Y,,AC,,Black,Mega Contrast,,62.9 mm,163.4 mm,,,"28 """,,1366 x 768 pixels,,N,,A,,,,,396.5 mm,,435.1 mm,50/60 Hz,220 - 240 V,,,Y,Y,,,,,,,,0.3 W,21 W,,,,,,,,,,,,,,,,,,,3700 g,4100 g,643.4 mm,643.4 mm,,,,,,,,,,,,,,,,,2,100 x 100 mm,Y,,,,,,,,,,,,,,69 cm,,Y,,2,5600 g,,,,N,1.0,N,,,,,,,,,,,,,,,,,,,,,,,10 W,,,,,,,,,,,,27.0,,,31 kWh,,,108 mm,463 mm,815 mm,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,1.0,,,,,,,,,,,,
,"60003544 - NEC SpectraView 242 LED monitor 24.1"" - Xpcpro.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DisplayPort, DVI-D, HDMI mit HDCP",1.920 x 1.200,Wide 15:9/16:9/16:10,,,"61 cm 24""",,,"10,6 kg",340 cd/qm,1000 :1,,,,8 ms,digital/analog,100 x 100 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LS24D390HL/EN - Samsung S24D390HL LED monitor 24"" - Xpcpro.com",16:9,N,,,VGA,,"Black, Blue",Mega Contrast,1000:1,80 mm,209.55 mm,LED,250 cd/m²,"23.6 """,,1920 x 1080 pixels,PLS,,,Unspecified,Y,,Full HD,,332.48 mm,N,409.2 mm,50/60 Hz,100 - 240 V,N,,,,,,,,,,,0.3 W,21 W,,Y,5 ms,,,,1920 x 1080 HD 1080,,,,N,Y,,,,1,178 °,178 °,3293 g,206.7 g,547.6 mm,547.6 mm,Y,,,,,,,,,,,,,,,,1,,,,N,,N,,,,,,,,,,,,,,,4790 g,,,,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,131.8 mm,392.9 mm,615 mm,N,,,,,,Gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,X19P00A1E0100 - AG neovo X-19PW 48.2CM 19IN LED - Xpcpro.com,,N,Y,Kensington,"Audio 3.5mm, VGA","CB, FCC, CE, GOST-R, WEEE, RoHS, REACH",White,,1000:1,175 mm,,LED,250 cd/m²,"19 """,16.77 M,1280 x 1024 pixels,TFT,Y,1,Unspecified,,,,,420 mm,,,,12 V,,,Y,,,,,,,,,0.5 W,22 W,,,3 ms,,,,"1280 x 1024 SXGA, 1920 x 1080 HD 1080",,,,N,,,N,,1,170 °,160 °,6800 g,,445 mm,,,,,,,,,,0.294 x 0.294 mm,,0.5 W,,,,,,,"75 x 75, 100 x 100 mm",Y,,N,N,,,,,,,,,,,48.2 cm,,,,2,9600 g,,,,Y,,N,,,,,,,,,,,,,,,,,,,,,30 - 82 kHz,,3 W,,56 - 75 Hz,,,,,,,,,,,,0 - 40 °C,,Y,,228 mm,525 mm,538 mm,,,,10 - 90 %,-20 - 60 °C,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,5 - 95 %,,1.0,,,,,,,,,,,,1.0
,"LW24B011E0100 - Neovo L-W24 LED monitor 24"" 1920 x - Xpcpro.com",,,Y,,AV,"FCC, CE, CB, BSMI, GOST-R, WEEE, REACH",Black,20000000:1,,190 mm,,,250 cd/m²,"24 """,16.77 M,1920 x 1080 pixels,,Y,1,,Y,,Full HD,,395 mm,,,,,,,Y,,,,,,,,,0.5 W,33 W,,,3 ms,,,,,,,,,,,,,,170 °,160 °,4300 g,,566 mm,,,,,,,,,,0.2765 x 0.2765 mm,,0.5 W,,,,,,1,100 x 100 mm,Y,,,,,,,,,,,,,,,,,,,5700 g,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,4 W,,55 - 75 Hz,LED,,,,,,,,,,,0 - 40 °C,,,,130 mm,423 mm,622 mm,,,,10 - 85 %,-25 - 55 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - 85 %,,,,,,,,,,,,,,
N,"60003337 - NEC MultiSync EA224WMi,  LED monitor  - Xpcpro.com",16:9,N,Y,Kensington,"AC, Audio 3.5mm, DVI, USB, VGA",TCO 5.2; TÜV; TÜV GS; GEEA; FCC B; PCT/Gost; UL/C-UL; CSA; ISO 9241-307; MPR III,White,25000:1,1000:1,,218 mm,LED,250 cd/m²,"54.61 cm 21.5 """,16.77 M,1920 x 1080 pixels,IPS,,1,,Y,,,Y,,Y,370 mm,,,,,Y,Y,Y,20 - 80 %,5 - 35 °C,,,Y,26 W,,15 W,Y,,14 ms,Y,,,"1280 x 960, 1440 x 1050, 1024 x 768 XGA, 1280 x 1024 SXGA, 1280 x 720 HD 720, 1280 x 768 WXGA, 1360 x 768 WXGA, 1366 768, 1440 x 900 WXGA, 1600 x 1200 UXGA, 1680 x 1050 WSXGA, 1920 x 1080 HD 1080, 640 x 480 VGA, 800 x 600 SVGA",,,,,,-5 - 30 °,,5,1,178 °,178 °,,5600 g,,507 mm,Y,,,,Y,,,,0.247 x 0.247 mm,,,,W-LED,31.5 - 83 kHz,56 - 75 Hz,1.0,1,100 x 100 mm,Y,,,,,Gold,Y,Y,1,Horizontal/Vertical,,,,,,,,Y,2 pcs,,,0.43 W,-170 - 170 °,,,,,,,,,,,,,,,,,,,,,,Y,,,,2 W,,,,,,,,,Y,,3.5 mm,,,,,,,,,,,,,,,,,,,,1920 x 1080 pixels,1 pcs,Y,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,24MB35PY-B - LG FLATRON 24MB35PY-B LED 60CM24I - Xpcpro.com,16:9,N,Y,N,"AC, DVI, USB, VGA",,Black,5000000:1,1000:1,63.5 mm,271.7 mm,LED,250 cd/m²,"23.8 """,16.77 M,1920 x 1080 pixels,IPS,N,1,Unspecified,,,Full HD,Y,343 mm,Y,432 mm,50/60 Hz,100 - 240 V,,,,Y,Y,,,Y,0 - 90 °,Y,,0.3 W,24 W,Y,,5 ms,Y,,,1920 x 1080 HD 1080,,,,N,Y,-5 - 20 °,N,2,1,178 °,178 °,4720 g,5080 g,569 mm,569 mm,,,,,,,,,0.275 x 0.275 mm,,0.3 W,,,,,1.0,1,100 x 100 mm,Y,,,,,Gold,,,,,,,,,,,,,2,,,19 W,,,,,,,,,,,,,,,,,,,,,,,,,,,2 W,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Matt,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,B2283HS-B1 - Iiyama ProLite B2283HS  LED monitor  - Xpcpro.com,16:9,N,Y,Kensington,"AC, Audio 3.5mm, DVI, VGA","TCO, CE, TUV-GS, VCCI-B, CU",Black,5000000:1,1000:1,,230 mm,LED,250 cd/m²,"21.5 """,16.77 M,1920 x 1080 pixels,TN,Y,1,Unspecified,Y,,Full HD,Y,,Y,501.5 mm,50/60 Hz,100 - 240 V,,,,Y,,,,Y,0 - 90 °,Y,,0.5 W,21 W,,Y,2 ms,,,,1920 x 1080 HD 1080,,,Y,N,Y,,N,,1,170 °,160 °,,4800 g,,505 mm,"Windows 2000, Windows 7 Home Basic, Windows 8, Windows 95, Windows 98, Windows ME, Windows Vista Home Basic, Windows XP Home",,,,,,,,0.248 x 0.248 mm,,,,,,,,1,100 x 100 mm,Y,,,N,,,,,Y,,,476.6 mm,268.1 mm,,,,,Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 80 kHz,,2 W,,55 - 75 Hz,,,,,,,Y,,,11.0,"CHI TR, CZE, DEU, DUT, ENG, ESP, FRE, ITA, JPN, POL, RUS",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,241P4QRYES/00 - Philips Brilliance P-line - Xpcpro.com,16:9,,Y,Kensington,,"BSMI, CE Mark, cETLus, FCC Class B, GOST, SASO, SEMKO, TCO 6.0, TUV Ergo, TUV/GS, WEEE, EnergyStar 6.0, ErgoSensor, EPEAT Gold, TCO edge, RoHS, PVC / BFR free housing, Mercury free, Lead free","Black, Silver, White",20000000:1,3000:1,61 mm,220 mm,LCD,250 cd/m²,"24 """,16.77 M,1920 x 1080 pixels,A-MVA,Y,1,Unspecified,Y,,Full HD,Y,353 mm,Y,521 mm,50/60 Hz,100 - 240 V,,,,Y,,,,,0 - 90 °,Y,,0.2 W,21.6 W,,,12 ms,,,,1920 x 1080 HD 1080,,,,,,,,4,1,178 °,178 °,3100 g,5300 g,565 mm,565 mm,,,,,,,,,0.276 x 0.276 mm,,,,W-LED,,,1.0,,100 x 100 mm,Y,,,,,Gold,,,1,,,,,,61 cm,,,,2,7930 g,,16 W,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,3 W,,56 - 75 Hz,,,,,,,,,,21.0,"CHI SIMPL, CHI TR, CZE, DEU, DUT, ENG, ESP, FIN, FRE, GRE, HUN, ITA, JPN, KOR, POL, POR, RUS, SWE, TUR, UKR",,,,,273 mm,422 mm,626 mm,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"X24000A1E0100 - Neovo X24,  LED monitor  23.6"",  - Xpcpro.com",16:9,,Y,,"AC, Audio 3.5mm, VGA","FCC, CB, CE, BSMI, RoHS, WEEE, REACH",White,2000000:1,,,155 mm,LED,300 cd/m²,"61 cm 23.6 """,16.77 M,1920 x 1080 pixels,,,1,,,,Full HD,,,N,397 mm,50/60 Hz,100 - 240 V,,,Y,Y,Y,10 - 90 %,0 - 40 °C,,,,,0.5 W,27 W,Y,,3 ms,Y,5 - 95 %,-20 - 60 °C,1920 x 1080 HD 1080,,,,,,,,,1,170 °,160 °,,7900 g,,562 mm,Y,,,,,,,,0.2715 x 0.2715 mm,,0.55 W,,,24 - 83 kHz,50 - 85 Hz,,1,"75 x 75, 100 x 100 mm",Y,,,,,,,Y,,Horizontal,,,,,,,,Y,2 pcs,10600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 W,,,,,,,,,,,,,,,,Y,,213 mm,525 mm,676 mm,,,,,,,,Y,,,1920 x 1080 pixels,1 pcs,Y,,,,,,,,,,,Y,,,,,,,,,,,,1.0,,,,,,14 mm,14 mm,,,14 mm,
N,24MB35PM-B - LG FLATRON 24MB35PM-B LED 60CM24I - Xpcpro.com,16:9,N,Y,,"AC, Audio 3.5mm, DVI, VGA",,Black,5000000:1,1000:1,63 mm,271 mm,LED,250 cd/m²,"23.8 """,16.77 M,1920 x 1080 pixels,IPS,Y,1,Unspecified,Y,,Full HD,Y,342 mm,Y,432 mm,47-63 Hz,90 - 240 V,,,Y,Y,,,,Y,-90 - 90 °,Y,,0.3 W,24 W,Y,,5 ms,Y,,,1920 x 1080 HD 1080,1080p,,,N,Y,-5 - 20 °,N,,1,178 °,178 °,,5100 g,569 mm,569 mm,,,,,,,,,0.274 x 0.274 mm,,0.3 W,,,,,,,100 x 100 mm,Y,,,,N,,,,,,,526.88 mm,296.37 mm,,60.4 cm,,,,2,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,2 W,,56 - 75 Hz,,,,,,,,,,14.0,"DEU, ENG, ESP, FIN, FRE, GRE, ITA, JPN, KOR, POL, POR, RUS, SWE",10 - 35 °C,,,,,,,,,,10 - 80 %,-20 - 60 °C,,,Y,Y,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,5 - 90 %,,,,,,,,,,,,,,
N,"UM.FB6EE.013 - Acer B246HLymdprz LED monitor 24"" - Xpcpro.com",16:9,N,Y,,"AC, Audio 3.5mm, DisplayPort, DVI, VGA",TCO '06CEGSISO 9241-307,Grey,100000000:1,250:1,221.2 mm,,LED,250 cd/m²,"24 """,16.77 M,1920 x 1080 pixels,TNFilm,Y,,,Y,,Full HD,Y,385.5 mm,Y,,50/60 Hz,100 - 240 V,,,,,,,,Y,0 - 90 °,,,0.45 W,20.9 W,,Y,5 ms,,,,1920 x 1080 HD 1080,,-60 - 60 °,Y,N,Y,-5 - 35 °,N,,1,170 °,160 °,3440 g,6100 g,567 mm,,,,,,,,,,0.276 x 0.276 mm,,,,,,,1.0,,100 x 100 mm,Y,,,,,Gold,,,,,,531 mm,299 mm,,61 cm,,,,2,8000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 80 kHz,,4 W,,55 - 75 Hz,,,,,,,,,,,,,,,,176 mm,425 mm,625 mm,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,"E2260SDA - AOC Professional e2260Sda, LED monitor - Xpcpro.com",16:10,N,N,,,TCO 5.0,Black,20000000:1,1000:1,408.3 mm,,LED,250 cd/m²,"22 "" 54.7 cm",16.77 M,1680 x 1050 pixels,,,1,Unspecified,Y,,N,N,219.3 mm,,,50/60 Hz,90 - 240 V,,,,,,,,,,,,0.4 W,15.5 W,,,5 ms,,,,1680 x 1050 WSXGA,,,,N,,-5 - 15 °,N,,1,170 °,160 °,2700 g,,507.8 mm,,,,,,,,,,0.248 x 0.248 mm,,,,,,,,,100 x 100 mm,Y,,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 83 kHz,,,,55 - 75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
