<page title>,adjustable display angle,adjustable display height,adjustable display pivot,aspect ratio,backlight technology,brand name,brightness,colour,colour support,contrast ratio,dvi,green compliance certificateauthority,green compliant,hdcp supported,horizontal viewing angle,input voltage,limited warranty,manufacturer,manufacturer part number,maximum adjustable height,maximum resolution,number of screens,offmode power consumption,operating power consumption,package contents,panel technology,product model,product name,product series,product type,response time,screen mode,screen size,standard refresh rate,standby power consumption,swivel angle,tilt angle,vertical viewing angle,vesa mount compatible,vga,certifications standards,depth,depth with stand,features,height,height with stand,mount type,platform supported,recycled,recycled content,vesa mount standard,weight approximate,weight with stand approximate,width,width with stand,builtin devices,displayport,product line,screen surface,usb,usb standard,speakers,webcam,hdmi,component video,composite video,svideo,display orientation,energy consumption per year,energy efficiency class,full product specifications,number of speakers,postconsumerwaste,headphone,3d type,packaged quantity,network rj45,horizontal frequency,sdi,sdi standard,environmentconscious and reliable,flexible viewing and connectivity options,impressive screen clarity,country of origin,additional information,superb performance,versatile connections,system requirements,thunderbolt
"K9301850A, 2835448, Barco, LCD Monitor, IML Direct Italy",Yes,Yes,,16:9,LED,Barco,250 cd/m²,Silver Black,16.7 Million Colors (10-bits),"1,000:1",,RoHS,Yes,,178°,220 V AC 110 V AC,3 Year,Barco,K9301850A,80 mm,1920 x 1080,1.0,,40 W,"Eonis 22"" (MDRC-2122 BL) User Guide Cable Routing Strap Video Cables Main Cables USB 2.0 Cable External Power Supply",In-plane Switching (IPS) Technology,MDRC-2122 BL,"Eonis 22"" (MDRC-2122 BL)",MDRC,LCD Monitor,14 ms,Full HD,"55.9 cm (22"")",60 Hz,500 mW,30°,0°to20°,178°,Yes,Yes,CE (MDD 93/42/EEC class I product) CE - 2004/ 108/EC IEC 60950-1:2005 + A1:2009 (2ND EDITION) IEC 60601-1 2ND ED:1988 + A1:1991 + A2:1995 UL 60601-1 1ST EDITION CAN/CSA-C22.2 NO. 601.1-M90:2005 IEC 60601-1:2005 + A1:2012 ANSI/AAMI ES 60601-1:2005 + C1:2009 + A1:2012 CAN/CSAC22.2 No. 60601-1-08:2008 DEMKO - EN 60601- 1:2006 EN 60601-1-2:2007 CCC - GB9254-2008 + GB4943-2001 + GB17625.1-2003 KC VCCI FCC class B ICES-001 Level B FDA Class I device,57 mm,166 mm,Integrated Front Sensor (IFS) Ambient Light Compensation (ALC) C3 (Certified Calibration Controls) Mode Display Power Management Signaling (DPMS),306 mm,457 mm,Arm-mountable Wall Mountable Cart Mountable,,,,75 x 75,3.60 kg,6 kg,507 mm,507 mm,,Yes,Eonis,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
"UM.WG6EE.F01, 8655F68, Acer, LCD Monitor, IML Direct Italy",Yes,No,No,16:9,LED,Acer,250 cd/m²,Black,16.7 Million Colours,"100,000,000:1",,MPR II,Yes,,170°,220 V AC 110 V AC,2 Year,"Acer, Inc",UM.WG6EE.F01,No,1920 x 1080,1.0,400 mW,22 W,G226HQL Widescreen LCD Monitor1 x VGA CablePower Cord,Twisted Nematic Film (TN Film),G226HQL,G226HQL Widescreen LCD Monitor,G,LCD Monitor,2 ms,Full HD,"54.6 cm (21.5"")",60 Hz,450 mW,No,-5°to15°,160°,No,Yes,,33.9 mm,168 mm,,364 mm,365 mm,,,,,,1.90 kg,2 kg,511 mm,511 mm,,,,Anti-glare,,,No,,Yes,,,,,32 kWh,B,,,,,,,,,,,,,,,,,,,
"231P4QPYKES/00, Philips, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,Philips,250 cd/m²,Black Silver,16.7 Million Colours,"1,000:1",Yes,TCO Certified Displays 5.2 ENERGY STAR 5.0 WEEE TCO Certified Edge RoHS EPEAT Gold,Yes,Yes,178°,110 V AC 220 V AC,,Philips Electronics,231P4QPYKES/00,,1920 x 1080,1.0,,29.10 W,,In-plane Switching (IPS) Technology,231P4QPYKES,"Brilliance IPS LCD Monitor, LED Backlight with Webcam",P,LCD Monitor,7 ms,Full HD,"58.4 cm (23"")",60 Hz,300 mW,,,178°,Yes,Yes,TUV ErgoTUV/GSUL/cULBSMICE MarkFCC Class BGOSTSASOSEMKO,60 mm,220 mm,Security Lock SmartErgoBase PowerSensor,343 mm,515 mm,,Mac PC,Yes,Plastic,100 x 100,3.09 kg,5.23 kg,547 mm,547 mm,Speaker USB Hub Webcam,Yes,Brilliance,,Yes,USB 2.0,Yes,,,,,,,,,,2.0,65%,Yes,,,,,,,,,,,,,,,
"VG2433-LED, B921449, ViewSonic, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,Viewsonic,300 cd/m²,,,"1,000:1",Yes,ENERGY STAR TCO Certified Displays 5.2,Yes,,170°,110 V AC 220 V AC,,Viewsonic Corporation,VG2433-LED,,1920 x 1080,1.0,,22 W,,,VG2433-LED,VG2433-LED Widescreen LCD Monitor,,LCD Monitor,5 ms,Full HD,"59.9 cm (23.6"")",75 Hz,,,,160°,Yes,Yes,,56.4 mm,204.22 mm,Eco Mode,304.8 mm,382.52 mm,Wall Mountable,PC Mac,,,100 x 100,3.22 kg,6.72 kg,,,,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VE198S, 2394644, ASUSTeK COMPUTER, LCD Monitor, IML Direct Italy",Yes,,,16:10,LED,Asus,250 cd/m²,Black,16.7 Million Colours,"10,000,000:1",,ENERGY STAR RoHS,Yes,,170°,,,ASUS Computer International,VE198S,,1440 x 900,1.0,1 W,25 W,VE198S Widescreen LCD MonitorVGA CableAudio CablePower CordQuick Start GuideWarranty Card,,VE198S,VE198S Widescreen LCD Monitor,VE,LCD Monitor,5 ms,WXGA+,"48.3 cm (19"")",75 Hz,1 W,,,160°,Yes,Yes,UL/cULCBCEFCCCCCBSMIGost-RC-TickVCCI,,182 mm,Splendid Video Intelligence Technology Security Lock,,366 mm,Wall Mountable,PC,,,100 x 100,3.20 kg,,,445 mm,Speaker,,,,,,Yes,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
"C9V73AA#AB0, HP, LCD Monitor, IML Direct Italy",,,,16:9,LED,HP,250 cd/m²,Black,,"5,000,000:1",Yes,TCO Certified Edge ENERGY STAR,Yes,,,,3 Year,Hewlett-Packard,C9V73AA#AB0,,1600 x 900,1.0,,30 W,EliteDisplay E201 20-inch LED Backlit Monitor (ENERGY STAR)VGA CableDisplayPort CableUSB CableAC Power CablePrinted Documentation and CD,,E201,EliteDisplay E201 20-inch LED Backlit Monitor (ENERGY STAR),,LCD Monitor,5 ms,HD+,"50.8 cm (20"")",,,,,,,Yes,,51 mm,228.90 mm,,289 mm,434.80 mm,,,,,,5.20 kg,,472.8 mm,472.80 mm,USB Hub,Yes,Elite,,Yes,,,,,,,,,,,Click to view,,,,,,,,,,,,,,,,,,
"246V5LHAB/00, 2716391, Philips, LCD Monitor, IML Direct Italy",Yes,,,16:9,LED,Philips,250 cd/m²,Glossy Black,16.7 Million Colours,"1,000:1",,EPEAT Silver RoHS WEEE TCO Certified Displays ENERGY STAR 6.0,Yes,,170°,220 V AC 110 V AC,3 Year,Philips Electronics,246V5LHAB/00,,1920 x 1080,1.0,500 mW,21.75 W,,,246V5LHAB,LCD Monitor with SmartControl Lite,V,LCD Monitor,5 ms,Full HD,"61 cm (24"")",60 Hz,300 mW,,,160°,Yes,Yes,GOSTPSBSASOBSMICE MarkuETLusFCC Class BSEMKOTUV/ISO9241-307,63 mm,238 mm,Security Lock SmartContrast Sync on Green,354 mm,435 mm,,Mac PC,,,100 x 100,4.22 kg,4.65 kg,565 mm,565 mm,Speaker,,,,,,Yes,,Yes,,,,,,,,2.0,,Yes,,,,,,,,,,,,,,,
"E2460SD, 3055663, AOC, LCD Monitor, IML Direct Italy",Yes,,,,LED,AOC,250 cd/m²,Black,16.7 Million Colours,"20,000,000:1",Yes,China Energy Label (CEL) China RoHS TCO Certified Displays 5.2 ENERGY STAR 5.1,Yes,Yes,170°,110 V AC 220 V AC,3 Year,AOC,E2460SD,,1920 x 1080,1.0,,18 W,,,E2460SD,E2460SD 24 Inch LED Monitor,60,LCD Monitor,5 ms,Full HD,"61 cm (24"")",76 Hz,500 mW,,,160°,Yes,Yes,FCCcTUVusCECCC>CQC,,219.30 mm,Off Timer Eco Mode,,403.05 mm,Wall Mountable,PC,,,100 x 100,4.44 kg,,,565.40 mm,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
"X2485WS-B1, 2579239, Iiyama, LCD Monitor, IML Direct Italy",Yes,,,16:10,LED,iiyama,300 cd/m²,Black,16.7 Million Colours,"1,000:1",Yes,TCO Displays 5.0 ENERGY STAR,Yes,Yes,178°,220 V AC 110 V AC,3 Year,"iiyama North America, Inc",X2485WS-B1,,1920 x 1200,1.0,,36 W,ProLite X2485WSPower CableVGA Cable (D-Sub)DVI CableAudio CableCable HolderStandQuick Start GuideSafety Guide,In-plane Switching (IPS) Technology,X2485WS,ProLite X2485WS,,LCD Monitor,5 ms,WUXGA,"61.2 cm (24.1"")",75 Hz,500 mW,,,178°,Yes,Yes,CETUV-GSVCCI-BCU,216.5 mm,,Security Lock,449 mm,,Wall Mountable Desk Mountable,PC Mac,,,100 x 100,4.60 kg,,561 mm,,Speaker,Yes,ProLite,,,,Yes,,,,,,,,,,2.0,,Yes,,,,,,,,,,,,,,,
"60003337, NECCMW79, NEC Display Solutions, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,NEC Display,250 cd/m²,Cream White,16.7 Million Colours,"1,000:1",Yes,RoHS TCO Certified Displays 5.2 ENERGY STAR 5.0 MPR III EPEAT Gold,Yes,Yes,178°,,3 Year,NEC Display Solutions,60003337,,1920 x 1080,1.0,,26 W,"LCD 22"" Commercial DisplayPower CableControl Cable SyncUSB CableAudio CableCD-ROMSignal VGA CableSignal DVI-D Cable",In-plane Switching (IPS) Technology,EA224WMi,"LCD 22"" Commercial Display",,LCD Monitor,14 ms,Full HD,"55.9 cm (22"")",60 Hz,430 mW,,,178°,Yes,Yes,CETUV ErgonomicsTUV GSFCC Class BPCT/GostGEEA/Energy labelUL/C-ULCSAISO 9241-307 (pixel failure class I),218 mm,,Off Timer Security Lock Cable Management Intelligent Power Manager (IPM) System Ambient Light Sensor Carbon Footprint Meter,370 mm,,,PC Mac,,,100 x 100,5.60 kg,,507 mm,,Speaker USB Hub,Yes,MultiSync,,Yes,USB 2.0,Yes,,Yes,,,,Landscape/Portrait,,,,2.0,,Yes,,,,,,,,,,,,,,,
"S26361-K1208-V151, S26361K1208V151, Fujitsu Siemens Computers, IML Direct Italy",,,,,,Fujitsu,300 cd/m²,,16.7 Million Colours,"1,500:1",Yes,WEEE RoHS Blue Angel TCO '03 ENERGY STAR IT Eco Declaration,Yes,,178°,110 V AC 220 V AC,,Fujitsu,S26361-K1208-V151,,1280 x 1024,1.0,,,,,P19-3,ScenicView P19-3 LCD Monitor,,LCD Monitor,8 ms,SXGA,"48.3 cm (19"")",,,,,178°,,Yes,,59 mm,234 mm,,343 mm,354 mm,,PC,,,,6 kg,7.30 kg,412 mm,412 mm,Speaker,,ScenicView,,,,Yes,,,,,,,,,,2.0,,,,,,,,,,,,,Plug & PlayKensington Lock Support,,,,
"CD4233, B921364, ViewSonic, LCD Monitor, IML Direct Italy",,,,16:9,,Viewsonic,700 cd/m²,Black,,"1,100:1",Yes,,,,178°,,,Viewsonic Corporation,CD4233,,1920 x 1080,1.0,,280 W,,,CD4233,CD4233 Widescreen LCD Monitor,,LCD Monitor,9 ms,Full HD,"106.7 cm (42"")",,,,,178°,Yes,Yes,,123.1 mm,403.90 mm,,559.6 mm,647.70 mm,Wall Mountable,,,,100 x 100,29.50 kg,31.70 kg,967.6 mm,967.60 mm,Speaker,,,,,,Yes,,Yes,Yes,Yes,Yes,,,,,2.0,,,,,,,,,,,,,,,,,
"9H.LAXLB.HBE, M352388, BenQ, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,BenQ,250 cd/m²,Black,16.7 Million Colours,"1,000:1",Yes,TCO Certified Displays 5.2,Yes,Yes,170°,110 V AC 220 V AC,,BenQ Corporation,9H.LAXLB.HBE,,1920 x 1080,1.0,,42 W,,Twisted Nematic Film (TN Film),BL2405HT,BL2405HT Widescreen LCD Monitor,BL,LCD Monitor,2 ms,Full HD,"61 cm (24"")",,300 mW,,,160°,Yes,Yes,,,213 mm,Security Lock Senseye 3,,502 mm,Wall Mountable,PC,,,100 x 100,5.10 kg,,,579 mm,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,
"9H.LAWLA.TPE, BENQGW2320, BenQ, LCD Monitor, IML Direct Italy",Yes,,,16:9,LED,BenQ,250 cd/m²,Black,16.7 Million Colours,"1,000:1",Yes,TCO Certified Displays 6.0 ENERGY STAR 6.0,Yes,,178°,,,BenQ Corporation,9H.LAWLA.TPE,,1920 x 1080,1.0,,22 W,,In-plane Switching (IPS) Technology,GW2320,GW2320 Widescreen LCD Monitor,GW,LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",,300 mW,,,178°,,Yes,,,,Eco Mode Senseye 3 Security Lock,,,,PC,,,,4.40 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E2250SH, 2421238, AOC, LCD Monitor, IML Direct Italy",Yes,No,No,16:10,LED,AOC,250 cd/m²,,16.7 Million Colours,"1,000:1",Yes,TCO Displays 5.0 ENERGY STAR 5.0 EPEAT Silver RoHS,Yes,Yes,170°,110 V AC 220 V AC,,AOC,E2250SH,,1680 x 1050,1.0,,18 W,"e2250Sh 55.87cm (22"") LED MonitorPower CableD-Sub CableAudio CableDriver CD",,e2250Sh,"e2250Sh 55.87cm (22"") LED Monitor",,LCD Monitor,5 ms,WSXGA+,"55.9 cm (22"")",60 Hz,500 mW,,,160°,Yes,Yes,CBCEFCCGOSTISO 9024-307Ukraine SafetyTUV-GS,,,Security Lock Off Timer,,,Wall Mountable,PC,,,75 x 75,,,,,,,Value,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
"D2769VH, 2745288, AOC, LCD Monitor, IML Direct Italy",Yes,No,No,16:9,LED,AOC,250 cd/m²,Silver,16.7 Million Colours,"1,000:1",No,ENERGY STAR 6.0 RoHS TCO Displays 5.0 EuP,Yes,Yes,178°,220 V AC 110 V AC,3 Year,AOC,d2769Vh,,1920 x 1080,1.0,500 mW,35 W,"IPS Monitor - d2769Vh Value 68,6cm (27"") Power Cable D-Sub Cable HDMI Cable Audio Cable Driver CD 2 x Pairs of 3D Glasses TriDef 3D Software Warranty Card on CD-ROM",In-plane Switching (IPS) Technology,d2769Vh,"IPS Monitor - d2769Vh Value 68,6cm (27"")",,LCD Monitor,5 ms,,"68.6 cm (27"")",60 Hz,500 mW,,,178°,,Yes,CE FCC GOST TÜV-Bauart ISO 9024-307 NRTL,130 mm,,Eco Mode Security Lock,449 mm,,,,,,,4.99 kg,,622 mm,,Speaker,No,Value,,,,Yes,,Yes,,,,,,,,,,Yes,3D,,,,,,,,,,,,,,
"861-BBCD, DELE2214H, Dell, LCD Monitor, IML Direct Italy",Yes,,,16:9,LED,Dell,250 cd/m²,,16.7 Million Colours,"1,000:1",Yes,China Energy Label (CEL) TCO Certified Displays EPEAT Gold ENERGY STAR,Yes,Yes,170°,110 V AC 220 V AC,,"Dell, Inc",861-BBCD,,1920 x 1080,1.0,500 mW,30 W,,Twisted Nematic Film (TN Film),E2214H,22 Monitor - E2214H,,LCD Monitor,5 ms,Full HD,"54.6 cm (21.5"")",60 Hz,500 mW,,6°Up to22°,160°,Yes,Yes,,46.3 mm,165.50 mm,PowerNap Security Lock Cable Management,304.7 mm,396.70 mm,Wall Mountable,,,,100 x 100,2.70 kg,,513.2 mm,513.20 mm,,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LS24C300HS/EN, 886J982, Samsung, LCD Monitor, IML Direct Italy",Yes,,,16:9,LED,Samsung,250 cd/m²,Transparent Red,16.7 Million Colours,"1,000:1",No,EPEAT Gold ENERGY STAR 6.0,Yes,,170°,220 V AC 110 V AC,3 Year,Samsung,LS24C300HS/EN,,1920 x 1080,1.0,,21 W,S24C300H Widescreen LCD Monitor D-sub Cable Install CD-ROM (Manual) Quick Setup Guide,,S24C300H,S24C300H Widescreen LCD Monitor,300,LCD Monitor,5 ms,Full HD,"61 cm (24"")",,300 mW,,,160°,,Yes,,53 mm,195 mm,MagicTune Eco Saving Off Timer Magic Upscale MultiScreen MagicBright3 MagicAngle,349 mm,429 mm,,PC Mac,,,,3 kg,3.30 kg,569 mm,569 mm,,No,,,No,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
"LS22C45KMS/EN, Samsung, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,,Samsung,250 cd/m²,Matte Black,16.7 Million Colours,"1,000:1",Yes,TCO EPEAT Gold Eco-label ENERGY STAR,Yes,,170°,220 V AC 110 V AC,2 Year,Samsung,LS22C45KMS/EN,,1920 x 1080,1.0,,24 W,,,S22C450M,SyncMaster S22C450M Widescreen LCD Monitor,450,LCD Monitor,5 ms,Full HD,"54.6 cm (21.5"")",60 Hz,100 mW,,,160°,Yes,Yes,"UL: UL 60950 1CSA: CSA C22.2 No.. 60950-1TUV: EN60950-1NEMKO: EN60950-1KC: K60950-1CCC: GB 4943-2001PSB: IEC60950-1GOST: IEC60950-1, EN55022SIQ: IEC60950-1, EN55022PCBC: IEC60590-1, EN55022NOM: NOM-019-SCFI-1993IRAM: IEC60950-1SASO: IEC60950-1EMC:FCC Part 15, Subpart B Class ACE EN55022, EN55024VCCI V-3 (CISPR22)KCC: KN22, KN24C-Tick: AS/NZS3548 (CISPR22)CCC: GB 9254-2008, GB 17625.1-2003",55.5 mm,210 mm,MagicTune Off Timer MagicRotation Eco Saving MagicBright3 MagicAngle,301.9 mm,425.35 mm,Wall Mountable,PC,Yes,Plastic,100 x 100,3.05 kg,4.50 kg,504.3 mm,504.30 mm,Speaker,,SyncMaster,,,,Yes,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
"HP226DGB, V320085, Hannspree, LCD Monitor, IML Direct Italy",,,,16:9,LED,Hanns.G,220 cd/m²,Black,,"15,000:1",Yes,ENERGY STAR 5.0,Yes,,,,,"Hannspree, Inc",HP226DGB,,1920 x 1080,1.0,,,,,HP226DGB,HP226DGB Widescreen LCD Monitor,,LCD Monitor,5 ms,Full HD,"55.9 cm (22"")",,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241P4QPYKES/00, Philips, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,Philips,250 cd/m²,Black Silver,16.7 Million Colours,"5,000:1",Yes,TCO Certified Edge TCO Certified Displays 5.2 WEEE RoHS EPEAT Gold ENERGY STAR 5.0,Yes,Yes,178°,220 V AC 110 V AC,3 Year,Philips Electronics,241P4QPYKES/00,,1920 x 1080,1.0,,23.40 W,,,241P4QPYKES,"Brilliance AMVA LCD Monitor, LED Backlight with Webcam",P,LCD Monitor,6 ms,Full HD,"61 cm (24"")",60 Hz,100 mW,,,178°,Yes,Yes,BSMICE MarkFCC Class BGOSTSASOSEMKOTUV ErgoTUV/GSUL/cUL,55 mm,220 mm,SmartErgoBase SmartImage Security Lock,352 mm,518 mm,,PC Mac,Yes,,100 x 100,4.20 kg,6.40 kg,565 mm,565 mm,Microphone Webcam Speaker USB Hub,Yes,Brilliance,,Yes,USB 2.0,Yes,,,,,,,,,,2.0,65%,Yes,,,,,,,,,,,,,,,
"UM.PB0EE.001, 3168192, Acer, LCD Monitor, IML Direct Italy",Yes,Yes,,16:9,LED,Acer,300 cd/m²,Black,16.7 Million Colours,"100,000,000:1",Yes,ENERGY STAR EPEAT Gold TCO Certified Displays 6.0 ECO,Yes,Yes,170°,120 V AC 230 V AC,3 Year,"Acer, Inc",UM.PB0EE.001,,3840 x 2160,1.0,350 mW,35.50 W,LED Monitor CB280HK 1 x DVI cable 1 x Display cable Power cord,Twisted Nematic Film (TN Film),CB280HK,LED Monitor CB280HK,,LCD Monitor,1 ms,QFHD,"71.1 cm (28"")",60 Hz,450 mW,,-5°to35°,160°,,,,64.5 mm,244.70 mm,ErgoStand Mobile High-Definition Link (MHL) Picture by Picture 6-axis Color Adjustment EcoDisplay Technology Picture in Picture ComfyView Flicker-free,381.8 mm,558.50 mm,,,,,,,,658.7 mm,658.70 mm,Speaker,Yes,,Anti-glare,,,Yes,,Yes,,,,,63 kWh,B,,2.0,,,,,,,,,,,,,,,,,
"E2060PWDA, 2653070, AOC, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,AOC,250 cd/m²,Black,16.7 Million Colours,"1,000:1",Yes,ErP/EuP RoHS TCO Displays 5.0 ENERGY STAR 5.0 EPEAT Gold,Yes,Yes,170°,220 V AC 110 V AC,3 Year,AOC,E2060PWDA,,1600 x 900,1.0,500 mW,23 W,"LED Monitor - E2060PWDA Professional 49.5 cm (19.5"")Power CableD-Sub CableDVI-D CableAudio CableDriver CDWarranty Card",,e2060Pwda,"LED Monitor - E2060PWDA Professional 49.5 cm (19.5"")",,LCD Monitor,5 ms,HD+,"49.5 cm (19.5"")",60 Hz,500 mW,,,160°,Yes,Yes,CEFCCGOSTTÜV-BauartTÜV-GSISO 9241-307cCSAus,,,Eco Mode Security Lock,,,Wall Mountable,PC,,,100 x 100,,,,,,,Professional,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
"9H.LAJLA.R8E, M352560, BenQ, LCD Monitor, IML Direct Italy",,,,16:9,LED,BenQ,200 cd/m²,,16.7 Million Colours,"12,000,000:1",,,,,90°,,,BenQ Corporation,9H.LAJLA.R8E,,1600 x 900,1.0,,,,Twisted Nematic Film (TN Film),VL2040AZ,VL2040AZ Widescreen LCD Monitor,V40,LCD Monitor,5 ms,HD+,"49.5 cm (19.5"")",,,,,65°,,Yes,,178.5 mm,,Eye-Care Senseye 3 Reading Mode Flicker-free Eco Mode Security Lock,352.9 mm,,Wall Mountable,PC,,,,2.30 kg,,464.3 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VX2409, B921662, ViewSonic, LCD Monitor, IML Direct Italy",Yes,,,16:9,LED,Viewsonic,250 cd/m²,,16.7 Million Colours,"20,000,000:1",Yes,RoHS WEEE,Yes,,170°,120 V AC 230 V AC,2 Year,Viewsonic Corporation,VX2409,,1920 x 1080,1.0,,24 W,"VX2409 24"" Full HD LED Display Power Adaptor VGA Cable User Manual",,VX2409,"VX2409 24"" Full HD LED Display",VX,LCD Monitor,5 ms,Full HD,"61 cm (24"")",75 Hz,,,-3°to20°,160°,Yes,Yes,CE CU EAC,32.8 mm,384.10 mm,Eco Mode,326.1 mm,215 mm,,PC Mac,,,75 x 75,2.90 kg,3.60 kg,550.3 mm,550.30 mm,,,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VA2046A-LED, B921483, ViewSonic, LCD Monitor, IML Direct Italy",Yes,,,16:9,LED,Viewsonic,200 cd/m²,Black,16.2 Million Colours,600:1,No,China Energy Label (CEL) RoHS WEEE,Yes,No,90°,110 V AC 220 V AC,2 Year,Viewsonic Corporation,VA2046A-LED,,1600 x 900,1.0,,18 W,20'' LED Display 1 x Power Cable 1 x D-Sub Cable 1 x Quick Start Guide 1 x CD-ROM,,VA2046a-LED,20'' LED Display,,LCD Monitor,5 ms,HD+,"50.8 cm (20"")",75 Hz,,,,65°,Yes,Yes,CB UL cUL FCC-B TUV-S NOM CE GOST-R+Hygienic SASO Ukraine CCC BSMI PSB C-TICK,49 mm,197.60 mm,Security Lock Eco Mode,301.8 mm,360.20 mm,Wall Mountable,Mac PC,,,100 x 100,2.60 kg,3 kg,478.2 mm,478.20 mm,,,,Anti-glare,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,
"P2460PXQU, 3091674, AOC, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:10,LED,AOC,250 cd/m²,Black,16.7 Million Colours,"50,000,000:1",Yes,EPEAT Gold EuP ENERGY STAR 6.0 TCO Certified Displays 6.0 REACH RoHS,Yes,Yes,178°,230 V AC 120 V AC,3 Year,AOC,P2460PXQU,130 mm,1920 x 1200,1.0,500 mW,24 W,"p2460Pxqu 61cm (24"") LCD Monitor Power Cable D-Sub Cable DVI-D Cable DisplayPort Cable Audio Cable Product CD-ROM Warranty Card on CD-ROM",PLS (Plane to Line Switching) Technology,p2460Pxqu,"p2460Pxqu 61cm (24"") LCD Monitor",,LCD Monitor,5 ms,WUXGA,"61 cm (24"")",60 Hz,1 W,,-7°to23°,178°,Yes,Yes,CE TUV-GS CU ISO9241-307,,244.60 mm,Screen+ Security Lock i-Menu Eco Mode e-Saver,,553.40 mm,,,,,,,6.65 kg,,558.40 mm,USB Hub,Yes,Professional,,Yes,USB 3.0,Yes,,No,,,,,,,,2.0,,,,,,,,,,,,,,,,,
"C9V75AT#ABU, HP, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,HP,250 cd/m²,Black,,"1,000:1",Yes,REACH WEEE TCO Certified Displays EPEAT Gold ENERGY STAR,Yes,Yes,170°,110 V AC 220 V AC,3 Year,Hewlett-Packard,C9V75AT#ABU,,1920 x 1080,1.0,,36 W,"EliteDisplay E231 58,4 cm (23'') LED Backlit MonitorVGA CableUSB CableAC Power CablePrinted DocumentationCD-ROM",,E231,"EliteDisplay E231 58,4 cm (23'') LED Backlit Monitor",,LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",,500 mW,,,160°,,Yes,,51 mm,469.90 mm,Security Lock,329 mm,242.40 mm,,,,,,6.10 kg,,544 mm,544 mm,USB Hub,Yes,Advantage,Anti-glare,Yes,USB 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HE195APB, V320092, Hannspree, LCD Monitor, IML Direct Italy",,,,16:9,LED,Hanns.G,200 cd/m²,Textured Black Glossy Black,16.7 Million Colours,"40,000,000:1",,ENERGY STAR 6.0 ErP,Yes,,,,3 Year,"Hannspree, Inc",HE195APB,,1366 x 768,1.0,,22 W,"HE195APB 47cm / 18.5"" Diagonal LED Monitor Power Cable(1.5m) VGA Cable(1.5m) Audio Cable(1.5m) User Manual (CD) Quick Start Guide (Paper) Warranty",,HE195APB,"HE195APB 47cm / 18.5"" Diagonal LED Monitor",HE,LCD Monitor,5 ms,WXGA,"47 cm (18.5"")",,,,,,Yes,Yes,,185 mm,,,329.5 mm,,,,,,,2.80 kg,,444.2 mm,,,,,,,,Yes,,,,,,,,,Click to view,,,,,,,,,,,,,,,,,,
"C9V75AA#ABG, HP, LCD Monitor, IML Direct Italy",Yes,Yes,Yes,16:9,LED,HP,250 cd/m²,Black,,"1,000:1",Yes,EPEAT Gold ENERGY STAR REACH TCO Certified Edge,Yes,Yes,170°,220 V AC 110 V AC,3 Year,Hewlett-Packard,C9V75AA#ABG,,1920 x 1080,1.0,,36 W,,,E231,"EliteDisplay E231 58,4 cm (23'') LED Backlit Monitor",Advantage,LCD Monitor,5 ms,Full HD,"58.4 cm (23"")",,500 mW,,,160°,,Yes,,51 mm,242.40 mm,Security Lock,329 mm,469.90 mm,Desk Mountable,,,,,6.10 kg,,544 mm,544 mm,USB Hub,Yes,Business,Anti-glare,Yes,USB 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
