<page title>,adjustable display angle,adjustable display height,aspect ratio,backlight technology,brand name,brightness,certifications standards,color,contrast ratio,depth,displayport,dvi,green compliance certificateauthority,green compliant,hdcp supported,height,horizontal viewing angle,limited warranty,manufacturer,manufacturer part number,manufacturer website address,maximum resolution,mount type,number of screens,operating power consumption,package contents,platform supported,product line,product model,product name,product type,response time,screen mode,screen size,screen surface,standby power consumption,vertical viewing angle,vesa mount compatible,vesa mount standard,vga,weight approximate,width,additional information,color supported,input voltage,touchscreen,touchscreen type,usb,adjustable display pivot,builtin devices,features,panel technology,usb standard,weight with stand approximate,depth with stand,hdmi,height with stand,horizontal frequency,standard refresh rate,width with stand,offmode power consumption,swivel angle,tilt angle,display orientation,product series,maximum adjustable height,speakers,component video,network rj45,serial port,country of origin,full product specifications,headphone,number of speakers,interfacesports,postconsumerwaste,recycled,recycled content,composite video,multitouch screen,svideo,webcam,package type,digital zoom,image sensor,resolution,compatibility,packaged quantity,3d type
"Asus Vw22at-csm 22"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1680 X 1050 - 16.7 Million Colors - 250 Cd/mÂ² - 50,000,000:1 - Wsxga+ - Speakers - Dvi - Vga - 33 W - Black - Erp, J-moss (japanese Rohs), Rohs, Tco Certified Displays 5.2, Weee, Energy Star - (VW22AT-CSM) - SoftwareCity.ca - Canada",Yes,,16:10,LED,Asus,250 cd/mÂ²,BSMI CB CCC CE C-Tick FCC Gost-R TUV-Ergo TUV-GS UL/cUL VCCI WHQL,Black,"50,000,000:1","2.5"" (63.3 mm)",,Yes,"ErP, J-Moss (Japanese RoHS), RoHS, TCO Certified Displays 5.2, WEEE, ENERGY STAR",Yes,Yes,"13.4"" (340.8 mm)",170Â°,3 Year,ASUS Computer International,VW22AT-CSM,http://www.asus.com,1680 x 1050,Wall Mountable,1.0,33 W,VW22AT-CSM Widescreen LCD Monitor DVI cable VGA cable Audio cable Power cord Quick start guide Warranty Card,PC,,VW22AT-CSM,VW22AT-CSM Widescreen LCD Monitor,LCD Monitor,5 ms,WSXGA+,"22""",,500 mW,160Â°,Yes,100 x 100,Yes,3.90 kg,"20.2"" (514 mm)",,16.7 Million Colors,"220 V AC, 110 V AC",,,,,Speaker,"Splendid Video Intelligence Technology, Security Lock, SmartContrast",,,,"8.3"" (210.3 mm)",,"16"" (406.2 mm)",83 kHz,76 Hz,"20.2"" (514 mm)",300 mW,,,,,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Logic Controls Le1000 Touchscreen Lcd Monitor - 15"" - 5-wire Resistive - 1024 X 768 - Black - (LE1000) - SoftwareCity.ca - Canada",,,,,Logic Controls,250 cd/mÂ²,,Black,500:1,"6.7"" (171 mm)",,,,,,"13.5"" (342 mm)",140Â°,3 Year,Bematech,LE1000,http://www.bematechus.com,1024 x 768,Wall Mountable,,24 W,,PC,,LE1000,LE1000 Touchscreen LCD Monitor,LCD Touchscreen Monitor,8 ms,XGA,"15""",,,130Â°,,,,3.99 kg,"14.1"" (357 mm)",,16.7 Million Colors,,Yes,5-wire Resistive,Yes,,,Light Sensor,,,,,,,60.02 kHz,75 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Elite E221i 21.5"" Led Lcd Monitor - 16:9 - 8 Ms - 1920 X 1080 - 250 Nit - Full Hd - Dvi - Vga - Displayport - Usb - 31 W - (F9Z09AA#ABA) - SoftwareCity.ca - Canada",,,16:9,LED,HP,250 cd/mÂ²,,Black,"4,000,000:1","2"" (51 mm)",Yes,Yes,"ENERGY STAR, TCO Certified Displays",Yes,,"12.2"" (309 mm)",,3 Year,Hewlett-Packard,F9Z09AA#ABA,http://www.hp.com/ca,1920 x 1080,,1.0,31 W,"EliteDisplay E221i 21.5-inch IPS LED Backlit Monitor (ENERGY STAR)AC Power CordUSB CableDisplayPort CableDVI CableCD with User Guide, Warranty and Drivers",,Elite,E221i,EliteDisplay E221i 21.5-inch IPS LED Backlit Monitor (ENERGY STAR),LCD Monitor,8 ms,Full HD,"21.5""",,,,,,Yes,,"20"" (509 mm)",,,,,,Yes,,USB Hub,,,,5.82 kg,"9.3"" (237 mm)",,"18.1"" (460 mm)",,,"20"" (509 mm)",,,,,,,,,,,,Click to view,,,,,,,,,,,,,,,,,
"Philips Brilliance 272p4qpjkeb 27"" Led Lcd Monitor - 16:9 - 12 Ms - Adjustable Display Angle - 2560 X 1440 - 16.7 Million Colors - 300 Cd/mÂ² - 20,000,000:1 - Wqhd - Speakers - Webcam - Dvi - Hdmi - Displayport - Usb - 39.20 W - Textured Black - Tco Certified Displays 6.0, TÃ¼v, Weee, Epeat Gold, Energy Star 6.0, Rohs, Tco Certified Edge - (272P4QPJKEB/27) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,Philips,300 cd/mÂ²,BSMI CE Mark FCC Class B GOST SASO SEMKO TUV Ergo TUV/GS UL/cUL,Textured Black,"20,000,000:1","2.5"" (64 mm)",Yes,Yes,"TCO Certified Displays 6.0, TÃV, WEEE, EPEAT Gold, ENERGY STAR 6.0, RoHS, TCO Certified Edge",Yes,Yes,"15.9"" (405 mm)",178Â°,24 Month,Philips Electronics,272P4QPJKEB/27,http://www.philips.com,2560 x 1440,,1.0,39.20 W,,"PC, Mac",Brilliance,272P4QPJKEB,"Brilliance LCD Monitor With Webcam, MultiView",LCD Monitor,12 ms,WQHD,"27""",,300 mW,178Â°,Yes,100 x 100,,5.70 kg,"25.2"" (639 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,Yes,Yes,"Speaker, Microphone, USB Hub","Multiview, SmartErgoBase, PowerSensor, Sync-N-Go Technology, CAD/CAM Mode, SmartContrast, Sync on Green, SmartImage, SmartControl, Security Lock, Eco Mode, Picture in Picture, Picture by Picture",PLS (Plane to Line Switching) Technology,USB 3.0,8.50 kg,"9.5"" (242 mm)",Yes,"22.8"" (580 mm)",,60 Hz,"25.2"" (639 mm)",0 mW,65Â°,-5Â°to20Â°,,,"5.9"" (150 mm)",Yes,,,,,,Yes,2.0,,65%,Yes,Plastic,,,,Yes,,,,,,,
"Asus Vs247h-p 23.6"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 300 Nit - 50,000,000:1 - Full Hd - Hdmi - Vga - 33 W - Black - Rohs, Energy Star, Weee - (VS247H-P) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,300 cd/mÂ²,UL/cULCBCEErPFCCCCCBSMIGost-RC-TickVCCIPSBEKJ-MOSSWHQL,Black,"50,000,000:1",,,,"RoHS, ENERGY STAR, WEEE",,Yes,,170Â°,3 Year,ASUS Computer International,VS247H-P,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,33 W,VS247H-P Widescreen LCD MonitorPower CordDVI CableVGA CableQuick Start GuideWarranty Card,PC,,VS247H-P,VS247H-P Widescreen LCD Monitor,LCD Monitor,2 ms,Full HD,"23.6""",,500 mW,160Â°,Yes,100 x 100,Yes,4.40 kg,,,16.7 Million Colors,,,,,,,,,,,"7.9"" (200 mm)",Yes,"16.2"" (410.6 mm)",,75 Hz,"22.1"" (561.8 mm)",500 mW,,,,VS,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vs24ah-p 24.1"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1920 X 1200 - 16.7 Million Colors - 300 Cd/mÂ² - 80,000,000:1 - Wuxga - Dvi - Hdmi - Vga - 30 W - Black - Epeat Gold, Energy Star, Erp, J-moss (japanese Rohs), Tco Certified Displays 6.0, Rohs, Weee - (VS24AH-P) - SoftwareCity.ca - Canada",Yes,,16:10,LED,Asus,300 cd/mÂ²,CE BSMI CB C-Tick FCC PSE UL/cUL VCCI WHQL,Black,"80,000,000:1",,No,Yes,"EPEAT Gold, ENERGY STAR, ErP, J-Moss (Japanese RoHS), TCO Certified Displays 6.0, RoHS, WEEE",Yes,Yes,,178Â°,3 Year,ASUS Computer International,VS24AH-P,http://www.asus.com,1920 x 1200,Wall Mountable,1.0,30 W,,PC,,VS24AH-P,VS24AH-P Widescreen LCD Monitor,LCD Monitor,5 ms,WUXGA,"24.1""",,500 mW,178Â°,Yes,100 x 100,Yes,4.60 kg,,,16.7 Million Colors,,,,,,,"Splendid Video Intelligence Technology, Security Lock",In-plane Switching (IPS) Technology,,,"8.1"" (205.5 mm)",Yes,"17.4"" (440.9 mm)",83 kHz,61 Hz,"22.1"" (561.6 mm)",500 mW,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
"Philips Brilliance 298x4qjab 29"" 3d Led Lcd Monitor - 21:9 - 14 Ms - Adjustable Display Angle - 2560 X 1080 - 17.6 Million Colors - 300 Cd/mÂ² - 20,000,000:1 - Wqhd - Speakers - Dvi - Hdmi - Displayport - 33.30 W - Textured Black - Rohs, Energy Star 6.0, Epeat Gold, Weee, Tco Certified Displays 6.0, TÃ¼v - (298X4QJAB/27) - SoftwareCity.ca - Canada",Yes,,21:9,LED,Philips,300 cd/mÂ²,BSMI CE Mark FCC Class B GOST SASO SEMKO UL/cUL,Textured Black,"20,000,000:1","2.3"" (59 mm)",Yes,Yes,"RoHS, ENERGY STAR 6.0, EPEAT Gold, WEEE, TCO Certified Displays 6.0, TÃV",Yes,Yes,"13"" (330 mm)",178Â°,,Philips Electronics,298X4QJAB/27,http://www.philips.com,2560 x 1080,Wall Mountable,1.0,33.30 W,,"Mac, PC",Brilliance,298X4QJAB,Brilliance LCD Monitor with MultiView,LCD Monitor,14 ms,WQHD,"29""",,300 mW,178Â°,Yes,100 x 100,,5.70 kg,"27.6"" (700 mm)",,17.6 Million Colors,"120 V AC, 230 V AC",,,,,Speaker,"SmartImage, SmartControl, SmartKolor, SmartTxt, Multiview, SmartContrast, SmartResponse, Sync on Green, Security Lock, Dual Link-up, Picture in Picture, Picture by Picture, CAD/CAM Mode",Advanced High Performance In-plane Switching (AH-IPS) Technology,,6.36 kg,"7.8"" (197 mm)",Yes,"16.8"" (426 mm)",,60 Hz,"27.6"" (700 mm)",0 mW,,-5Â°to20Â°,,,,Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,3D
"Viewsonic Vp2772 27"" Lcd Monitor - Adjustable Display Angle - 2560 X 1440 - 1,000:1 - Qhd - Dvi - Hdmi - Usb - (VP2772) - SoftwareCity.ca - Canada",Yes,,,,Viewsonic,,,,"1,000:1","2.2"" (55.9 mm)",,Yes,,,,"15"" (381 mm)",178Â°,3 Year,Viewsonic Corporation,VP2772,http://www.viewsonic.com,2560 x 1440,,1.0,,,,,VP2772,"27"" (27"" Viewable) QHD Display with 99% Adobe RGB Color Space and Daisy Chain",LCD Monitor,,QHD,"27""",,,178Â°,,,,5.53 kg,"25.3"" (642.6 mm)",,,,,,Yes,,USB Hub,,In-plane Switching (IPS) Technology,USB 3.0,8.53 kg,"13.7"" (348 mm)",Yes,"18.5"" (469.9 mm)",,,"25.3"" (642.6 mm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aoc Style Q2963pm 29"" Led Lcd Monitor - 21:9 - 5 Ms - Adjustable Display Angle - 2560 X 1080 - 16.7 Million Colors - 250 Nit - 1,000:1 - Speakers - Dvi - Hdmi - Vga - 30 W - (Q2963Pm) - SoftwareCity.ca - Canada",Yes,No,21:9,LED,AOC,250 cd/mÂ²,,,"1,000:1","8.3"" (212 mm)",No,Yes,,,Yes,"15.3"" (387.9 mm)",178Â°,,AOC,Q2963PM,http://us.aoc.com,2560 x 1080,Wall Mountable,1.0,30 W,,,Style,q2963Pm,"q2963Pm 73.7cm (29"") LED Monitor",LCD Monitor,5 ms,,"29""",,500 mW,178Â°,Yes,100 x 100,Yes,,"28.1"" (713.6 mm)",,16.7 Million Colors,,,,,No,Speaker,"Eco Mode, Security Lock",,,,,Yes,,,,,500 mW,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
"Nec Display Multisync E232wmt-bk 23"" Led Lcd Touchscreen Monitor - 16:9 - 5 Ms - Projected Capacitive - Multi-touch Screen - 1920 X 1080 - Adjustable Display Angle - 16.7 Million Colors - 15,000:1 - 250 Nit - Speakers - Dvi - Hdmi - Usb - Vga - Black - Energy Star 6.0, Tco Certified Displays 6.0, Epeat Gold, Rohs - 3 Year - (E232WMT-BK) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,NEC Display,250 cd/mÂ²,ISO 9241-307 Class I,Black,"15,000:1","2.3"" (57.2 mm)",,Yes,"ENERGY STAR 6.0, TCO Certified Displays 6.0, EPEAT Gold, RoHS",Yes,Yes,"13.9"" (354.2 mm)",170Â°,3 Year,NEC Display Solutions,E232WMT-BK,http://www.necdisplay.com,1920 x 1080,Arm-mountable,,24 W,"23"" Multi-touch LED-Backlit Desktop Monitor with IPS Panel Setup Sheet User Manual Power Cord 15-pin D-sub Cable DVI Cable USB 3.0 Cable Audio Cable",PC,MultiSync,E232WMT-BK,"23"" Multi-touch LED-Backlit Desktop Monitor with IPS Panel",LCD Touchscreen Monitor,5 ms,Full HD,"23""",,800 mW,170Â°,Yes,100 x 100,Yes,5.30 kg,"22.1"" (561 mm)",,16.7 Million Colors,"120 V AC, 230 V AC",Yes,Projected Capacitive,Yes,,"Webcam, USB Hub, Speaker, Microphone","Sync on Green, Eco Mode, Display Power Management Signaling (DPMS)",Advanced High Performance In-plane Switching (AH-IPS) Technology,USB 3.0,7.60 kg,"9.8"" (249.7 mm)",Yes,"16.4"" (416.7 mm)",83 kHz,60 Hz,"22.1"" (561 mm)",,,,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,
"Asus Vk278q 27"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 300 Cd/mÂ² - 10,000,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 45 W - Black - Energy Star, Rohs, Weee - (VK278Q) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,300 cd/mÂ²,UL/cULCBCEEuPFCCCCCBSMIGost-RC-TickVCCIPSBEKJ-MOSSTaiwan Green MarkVista WHQL,Black,"10,000,000:1","8.7"" (220 mm)",,Yes,"ENERGY STAR, RoHS, WEEE",Yes,,"18.1"" (460 mm)",170Â°,,ASUS Computer International,VK278Q,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,45 W,VK278Q Widescreen LCD MonitorDVI CableVGA CableAudio CablePower CordUSB CableQuick Start GuideSupport CD (LifeFrame2)Warranty Card,PC,,VK278Q,VK278Q Widescreen LCD Monitor,LCD Monitor,2 ms,Full HD,"27""",,2 W,160Â°,Yes,100 x 100,Yes,6.50 kg,"25.3"" (643 mm)",,16.7 Million Colors,,,,,,"Webcam, Speaker",,,,,,Yes,,,85 Hz,,,,,,VK,,Yes,,,,,,,2.0,,,,,,,,,,,,,,,
"Lg 23mp55hq-p 23"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 5,000,000:1 - Full Hd - Hdmi - Vga - 21 W - High Glossy Black - Tco Certified Displays 6.0, Epeat Gold - (23MP55HQ-P) - SoftwareCity.ca - Canada",Yes,,16:9,LED,LG,250 cd/mÂ²,,High Glossy Black,"5,000,000:1","2.2"" (55 mm)",No,No,"TCO Certified Displays 6.0, EPEAT Gold",Yes,Yes,"13.1"" (332 mm)",178Â°,3 Year,LG Electronics,23MP55HQ-P,http://www.lg.com/ca,1920 x 1080,,1.0,21 W,,PC,,23MP55HQ-P,23MP55HQ-P Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"23""",Anti-glare,300 mW,178Â°,Yes,,Yes,3.10 kg,"21.4"" (544 mm)",,16.7 Million Colors,"120 V AC, 230 V AC",,,,Yes,,"Reading Mode, Flicker-free, Super Energy Saving",In-plane Switching (IPS) Technology,,,"7.4"" (188 mm)",Yes,"17.3"" (440 mm)",83 kHz,75 Hz,"21.4"" (544 mm)",300 mW,,-3Â°to20Â°,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hp Pavilion 20xi 20"" Led Lcd Monitor - 16:9 - 7 Ms - 1600 X 900 - 250 Cd/mÂ² - 1,000:1 - Hd+ - Dvi - Vga - (C4D33AA#ABA) - SoftwareCity.ca - Canada",,,16:9,LED,HP,250 cd/mÂ²,,,"1,000:1",,,Yes,,,Yes,,178Â°,,Hewlett-Packard,C4D33AA#ABA,http://www.hp.com/ca,1600 x 900,,1.0,,,,Pavilion,20xi,Pavilion 20xi IPS LED Backlit Monitor,LCD Monitor,7 ms,HD+,"20""",,,178Â°,,,Yes,2.80 kg,,,,,,,,,,Security Lock,In-plane Switching (IPS) Technology,,,,,,,60 Hz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vk228h-csm 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 80,000,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - Usb - 25 W - Black - Energy Star, Tco Certified Displays 5.2, Erp, J-moss (japanese Rohs), Weee, Rohs, Epeat Gold - (VK228H-CSM) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,250 cd/mÂ²,UL/cULCBCEFCCCCCBSMIGost-RC-TickVCCIWHQL,Black,"80,000,000:1","1.9"" (48.4 mm)",,Yes,"ENERGY STAR, TCO Certified Displays 5.2, ErP, J-Moss (Japanese RoHS), WEEE, RoHS, EPEAT Gold",Yes,Yes,"15.2"" (387.2 mm)",170Â°,3 Year,ASUS Computer International,VK228H-CSM,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,25 W,VK228H-CSM Widescreen LCD MonitorDVI CableVGA CableAudio CablePower CordUSB CableQuick Start GuideSupport CDWarranty Card,PC,,VK228H-CSM,VK228H-CSM Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"21.5""",,500 mW,160Â°,Yes,100 x 100,Yes,3.10 kg,"20.2"" (514.1 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,Yes,,"Webcam, Speaker","Splendid Video Intelligence Technology, Security Lock",,,,"7.9"" (200.6 mm)",Yes,"15.2"" (387.2 mm)",,76 Hz,"20.2"" (514.1 mm)",500 mW,,,,VK,,Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,
"Benq Gl2450ht 24"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 42 W - Glossy Black - Energy Star 6.0, Tco Certified Displays 5.2, Rohs, Epeat Silver - (GL2450HT) - SoftwareCity.ca - Canada",Yes,Yes,16:9,LED,BenQ,250 cd/mÂ²,,Glossy Black,"1,000:1","2.5"" (63 mm)",,Yes,"ENERGY STAR 6.0, TCO Certified Displays 5.2, RoHS, EPEAT Silver",Yes,Yes,"13.8"" (350 mm)",170Â°,3 Year,BenQ Corporation,GL2450HT,http://www.benq.ca,1920 x 1080,Wall Mountable,1.0,42 W,GL2450HT Widescreen LCD MonitorVGA Cable,PC,,GL2450HT,GL2450HT Widescreen LCD Monitor,LCD Monitor,2 ms,Full HD,"24""",,300 mW,160Â°,Yes,100 x 100,Yes,5.10 kg,"22.8"" (579 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,Yes,Speaker,"Senseye 3, Security Lock, Eco Mode",,,,"8.4"" (213 mm)",Yes,"19.8"" (502 mm)",,76 Hz,"22.8"" (579 mm)",,,,,,,Yes,,,,,,Yes,2.0,,,,,,,,,,,,,,,
"Benq Vw2430h 24"" Led Lcd Monitor - 16:9 - 4 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 3,000:1 - Full Hd - Dvi - Hdmi - Vga - 40 W - White - Tco Certified Displays 6.0 - (VW2430H) - SoftwareCity.ca - Canada",Yes,No,16:9,LED,BenQ,250 cd/mÂ²,,White,"3,000:1","7.5"" (190.5 mm)",,Yes,TCO Certified Displays 6.0,Yes,Yes,"16.8"" (426.7 mm)",178Â°,3 Year,BenQ Corporation,VW2430H,http://www.benq.ca,1920 x 1080,Wall Mountable,1.0,40 W,,"PC, Mac",,VW2430H,VW2430H Widescreen LCD Monitor,LCD Monitor,4 ms,Full HD,"24""",,300 mW,178Â°,Yes,100 x 100,Yes,4.50 kg,"22.3"" (566.4 mm)",,16.7 Million Colors,"110 V AC, 220 V AC",,,,,,"Security Lock, Senseye 3, Eco Mode",,,,,Yes,,,,,,,,,VW,,No,,,,,,Yes,,,,,,,,,,,,,,,,
"Planar Pt1510mx Touch Screen Monitor - 15"" - 5-wire Resistive - 4:3 - White - (997-3394-00) - SoftwareCity.ca - Canada",,,4:3,,Planar,190 cd/mÂ²,UL/cUL FCC-B CE-B CCC,White,500:1,"2.2"" (55.9 mm)",,,"China RoHS, RoHS, TÃV",Yes,,"12.3"" (312.4 mm)",140Â°,3 Year,"Planar Systems, Inc",997-3394-00,http://www.planar.com,1024 x 768,,,30 W,,"PC, Mac",,PT1510MX,PT1510MX Touch Screen Monitor,LCD Touchscreen Monitor,8 ms,XGA,"15""",Anti-glare,5 W,125Â°,Yes,75 x 75,Yes,3.58 kg,"15.9"" (403.9 mm)",Mount Type: 75mm VESA,16.7 Million Colors,"120 V AC, 230 V AC",Yes,5-wire Resistive,Yes,,Speaker,,,,4.72 kg,"7.5"" (190.5 mm)",,"15.3"" (388.6 mm)",,60 Hz,"15.9"" (403.9 mm)",,,,,PT,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,
"Nec Display Multisync E171m-bk 17"" Led Lcd Monitor - 5:4 - 5 Ms - Adjustable Display Angle - 1280 X 1024 - 16.7 Million Colors - 250 Nit - 1,000:1 - Sxga - Speakers - Dvi - Vga - 12 W - Black - Energy Star 6.0, Tco Certified Displays 6.0, Epeat Silver, Rohs - (E171M-BK) - SoftwareCity.ca - Canada",Yes,Yes,5:4,LED,NEC Display,250 cd/mÂ²,ISO 13406-2 Class II,Black,"1,000:1","9.1"" (231.1 mm)",,Yes,"ENERGY STAR 6.0, TCO Certified Displays 6.0, EPEAT Silver, RoHS",Yes,Yes,"16.1"" (408.9 mm)",176Â°,3 Year,NEC Display Solutions,E171M-BK,http://www.necdisplay.com,1280 x 1024,Arm-mountable,1.0,12 W,"17"" Desktop Monitor with LED Backlighting Setup Sheet User Manual Power Cord 15-pin D-sub Cable Audio Cable",PC,MultiSync,E171M-BK,"17"" Desktop Monitor with LED Backlighting",LCD Monitor,5 ms,SXGA,"17""",Anti-glare,150 mW,170Â°,Yes,100 x 100,Yes,2.99 kg,"14.5"" (368.3 mm)",,16.7 Million Colors,,,,,Yes,Speaker,"AccuColor, Display Power Management Signaling (DPMS), Ambient Light Sensor, OSD/Power Lock, Carbon Footprint Meter, Intelligent Power Manager (IPM) System, Eco Mode, Cable Management",Twisted Nematic Film (TN Film),,4.22 kg,"2.4"" (61 mm)",,"12.6"" (320 mm)",81.10 kHz,76 Hz,"14.5"" (368.3 mm)",150 mW,,,,E,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,
"Planar Pxl2470mw 24"" Edge Led Lcd Monitor - 16:9 - 14 Ms - 1920 X 1080 - 16.7 Million Colors - 250 Nit - 1,000:1 - Full Hd - Speakers - Hdmi - Vga - Displayport - 26 W - Rohs - (997-7346-00) - SoftwareCity.ca - Canada",,,16:9,Edge LED,Planar,250 cd/mÂ²,,,"1,000:1","1.6"" (40.1 mm)",Yes,,RoHS,Yes,,"13.1"" (333.2 mm)",,3 Year,"Planar Systems, Inc",997-7346-00,http://www.planar.com,1920 x 1080,,1.0,26 W,"PXL2470MW 24"" LCD Monitor 12V DC AC Adaptor Power Cord VGA Cable DisplayPort Cable Audio Cable User's Guide",,,PXL2470MW,"PXL2470MW 24"" LCD Monitor",LCD Monitor,14 ms,Full HD,"24""",,,,Yes,,Yes,3.22 kg,"22.1"" (561.3 mm)",,16.7 Million Colors,,,,,,,,,,3.54 kg,"7.9"" (199.4 mm)",Yes,"15.7"" (399.5 mm)",,,"22.1"" (561.3 mm)",,,,,,,Yes,,,,,Click to view,,,,,,,,,,,,,,,,,
"Lg 24mp55hq-p 23.8"" Led Lcd Monitor - 16:9 - 5 Ms - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 5,000,000:1 - Full Hd - Hdmi - Vga - 22 W - High Glossy Black - Tco Certified Displays 6.0, Epeat Gold - (24MP55HQ-P) - SoftwareCity.ca - Canada",,,16:9,LED,LG,250 cd/mÂ²,,High Glossy Black,"5,000,000:1","2.2"" (55 mm)",No,No,"TCO Certified Displays 6.0, EPEAT Gold",Yes,,"13.1"" (332 mm)",178Â°,3 Year,LG Electronics,24MP55HQ-P,http://www.lg.com/ca,1920 x 1080,Wall Mountable,1.0,22 W,,PC,,24MP55HQ-P,24MP55HQ-P Widescreen LCD Monitor,LCD Monitor,5 ms,Full HD,"23.8""",Anti-glare,300 mW,178Â°,Yes,100 x 100,Yes,3.10 kg,"21.4"" (544 mm)",,16.7 Million Colors,,,,,,,"Reading Mode, Flicker-free, Super Energy Saving",In-plane Switching (IPS) Technology,,,"7.4"" (188 mm)",Yes,"17.3"" (440 mm)",83 kHz,75 Hz,"21.4"" (544 mm)",300 mW,,-3Â°to20Â°,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asus Vs248h-p 24"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 50,000,000:1 - Full Hd - Dvi - Hdmi - Vga - 32 W - Glossy Black - Energy Star, Rohs, Weee - (VS248H-P) - SoftwareCity.ca - Canada",Yes,,16:9,LED,Asus,250 cd/mÂ²,CELUL/cULCBCEErPFCCCCCBSMIGost-RC-TickVCCIPSBJ-MOSS,Glossy Black,"50,000,000:1","8.1"" (205.5 mm)",,Yes,"ENERGY STAR, RoHS, WEEE",Yes,Yes,"16.2"" (412.3 mm)",170Â°,3 Year,ASUS Computer International,VS248H-P,http://www.asus.com,1920 x 1080,Wall Mountable,1.0,32 W,VS248H-P Widescreen LCD MonitorDVI CableVGA CablePower CordQuick Start GuideWarranty Card,PC,,VS248H-P,VS248H-P Widescreen LCD Monitor,LCD Monitor,2 ms,Full HD,"24""",,500 mW,160Â°,Yes,100 x 100,Yes,4.10 kg,"22.6"" (573.2 mm)",,16.7 Million Colors,,,,,,,,,,,,Yes,,,76 Hz,,500 mW,,,,VS,,,,,,,,Yes,,,,,,,,,,,,,,,,
