<page title>,brand,category,ean,feature,group,hardwareplatform,label,manufacturer,model,mpn,operatingsystem,order,part number,publisher,quantity,studio,title,total items,trait,upc,color,aspectratio,itempart number,languages,size,sku,supplement,warranty,elements,legaldisclaimer,reviews,department,products,format,highlight,included,binding,catalognumberlist,eanlist,isautographed,ismemorabilia,itemdimensions,listprice,numberofitems,packagedimensions,packagequantity,partnumber,platform,productgroup,producttypename,upclist,addition,ingredients,plus,characteristic,releasedate,additional,benefits,manufacturerpartswarrantydescription,extra,reports,properties,attributes,item,benefit,special,addon,featured,extras,product,quality,listed
E2014t Touch Screen Monitor Warranty Stock up - Yikus.com,: Dell,,: 0886130405997,": “Designed for comfort The adjustable stand for your E2014T allows 5° forward or 30° backward tilt to maximize your viewing comfort. And you can explore optional VESA-compatible mounting choices, including the Dell Single Monitor Arm (MSA14) or a wall-mounting kit (both options sold separately), for enhanced viewing flexibility.” : “Multiple ports and cables Transform your smartphone and tablet devices into HD brilliance while charging them at the same time through the MHL port 2 when you display your smartphone/tablet content directly on the E2014T touch monitor. Plus, the integrated VGA, USB, DP and HDMI ports enable efficient connectivity to a whole range of peripheral devices.” : “Great for home and office The E2014T is an ideal monitor for OptiPlex systems to display information at the lobby or reception area in retail or public environments. For your family, it is an excellent choice for surfing the internet, watching movies or accessing educational touch applications with your Inspiron computers. Or connect your smartphone or tablet to the MHL port to create a larger view of your mobile apps while you charge your handheld device at the same time.” : “Brilliant view with a natural touch Work smart and keep your content at your fingertips with your DellTM touch monitor optimized for Windows 8. Enjoy an intuitive touch experience that recognizes up to 5 touch-points at once, enabling fast, efficient application and game control across the smooth touch screen. See every little detail with the amazing clarity of 1600 x 900 HD resolution; clean, fluid motion from the exceptionally fast 2ms (gray-to-gray) response time; excellent picture quality, with deep blacks and bright whites, from an 8 milion:1 dynamic contrast ratio; and up to 225 cd/m2 brightness.” : “Affordable and highly reliable The Dell 20 Monitor | E2014T offers the budget-minded family or professional an HD touch monitor with efficient performance and long-term reliability. 3-year Limited Hardware Warranty 3 and 3-year Advanced Exchange Service. 1 Meets the latest regulatory and environmental standards, including ENERGY STAR® , EPEAT® Gold and TCO Certified Displays.”",,,: Dell Computers,: Dell Computers,: E2014T,,,,,: Dell Computers,,: Dell Computers,: DELL E2014T 20 inch HD Touch Screen Monitor with 3 years warranty,,,: 886130405997,,,,,,,,,,,,,,,,,: Electronics,,:,,,:,:,,:,: 1,,,: PC Accessory,: MONITOR,:,,,,,,,,,": “Great for home and office The E2014T is an ideal monitor for OptiPlex systems to display information at the lobby or reception area in retail or public environments. For your family, it is an excellent choice for surfing the internet, watching movies or accessing educational touch applications with your Inspiron computers. Or connect your smartphone or tablet to the MHL port to create a larger view of your mobile apps while you charge your handheld device at the same time.” : “Designed for comfort The adjustable stand for your E2014T allows 5° forward or 30° backward tilt to maximize your viewing comfort. And you can explore optional VESA-compatible mounting choices, including the Dell Single Monitor Arm (MSA14) or a wall-mounting kit (both options sold separately), for enhanced viewing flexibility.” : “Multiple ports and cables Transform your smartphone and tablet devices into HD brilliance while charging them at the same time through the MHL port 2 when you display your smartphone/tablet content directly on the E2014T touch monitor. Plus, the integrated VGA, USB, DP and HDMI ports enable efficient connectivity to a whole range of peripheral devices.” : “Affordable and highly reliable The Dell 20 Monitor | E2014T offers the budget-minded family or professional an HD touch monitor with efficient performance and long-term reliability. 3-year Limited Hardware Warranty 3 and 3-year Advanced Exchange Service. 1 Meets the latest regulatory and environmental standards, including ENERGY STAR® , EPEAT® Gold and TCO Certified Displays.” : “Brilliant view with a natural touch Work smart and keep your content at your fingertips with your DellTM touch monitor optimized for Windows 8. Enjoy an intuitive touch experience that recognizes up to 5 touch-points at once, enabling fast, efficient application and game control across the smooth touch screen. See every little detail with the amazing clarity of 1600 x 900 HD resolution; clean, fluid motion from the exceptionally fast 2ms (gray-to-gray) response time; excellent picture quality, with deep blacks and bright whites, from an 8 milion:1 dynamic contrast ratio; and up to 225 cd/m2 brightness.”",,,,,,,,,,,,
Dell S2340t 23 Inch 10 Point Multi Touch Monitor - Yikus.com,: Dell,: MONITOR,: 0884116096832,": Contrast Ratio: 1,000:1, Dynamic Contrast Ratio: 8,000,000:1 : Diagonally Viewable Size: 58.42 Cm (23″)Horizontal: 533.2 Mm (20.99″)Vertical: 312.0 Mm (12.28″) Maximum Resolution: Full HD 1920 X 1080 At 60 HzAspect Ratio: 16:9Pixel Pitch: 0.27 MmBrightness: (typi : Response Time: (typical) 8 Ms With Overdrive (gray To Gray)Panel Type: In-plane Switching, GlossyPanel Backlight: LED Light Bar System : Color Support: Color Gamut (typical): 82%4Color Depth: 16.7 Million ColorsContrast Ratio: 1,000:1 (typical)8 Million:1 (Max Dynamic Contrast Ratio)Max Viewing Angle: (typical) (178° Vertical / 178° : Touchscreen: Yes",: Personal Computer,: Consumer Electronics,: Dell Computers,: Dell Computers,: S2340T,: 469-4372,,: Personal Computers,: 469-4372,: Dell Computers,: 1,: Dell Computers,: Dell S2340T 23-Inch 10-point Multi-Touch Monitor,: 1,,: 884116096832,: Black,: 1.78:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung B2230 22 Inch Widescreen Lcd Monitor Glossy Black - Yikus.com,: Samsung,: MONITOR,: 0729507811703,": Low Power Consumption Technology Reduces Energy Use And Energy Bills Even Further. : The MagicEco Feature Allows You To Work At 100%, 75% Or 50% Brightness, To Reduce Energy Usage. : 70,000:1 Dynamic Contrast Ratio Creates Deeper, More Dramatic Dark Tones And Brighter More Striking Light Tones. : Simple And Elegant Design Featuring A Rich, Glossy Black Finish Which Is Accentuated By The Clear, Crystal-like Acrylic Along The Lower Bezel. : 16:9 Widescreen Offers Clear, Distortion-free Images At 1920 X 1080 (1080p) Resolution, Providing A Lot More Space To Have A Lot More Fun. Made For Multimedia And Optimized For HD Content. 1 D-sub Inp",: Personal Computer,,: Samsung,: Samsung,: B2230,: B2230,: N/A,: Personal Computers,: B2230,: Samsung,: 1,: Samsung,: Samsung B2230 22-Inch Widescreen LCD Monitor – Glossy Black,: 1,,: 729507811703,: Black,: 16:9,,,,,,": 1 Year Parts, Labor, Backlight",,": NO SHIPPING TO APO, PO BOXES",,,,: CD-ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": The MagicEco feature allows you to work at 100%, 75% or 50% brightness, to reduc : 70,000:1 Dynamic contrast ratio creates deeper, more dramatic dark tones and bri : Simple and elegant design featuring a rich, glossy black finish which is accentu : 16:9 widescreen offers clear, distortion-free images at 1920 x 1080 (1080p) reso",,,,,
Multisync Pa241w Professional Lcd Spectraviewii Tft Active  - Yikus.com,: Nec Computers,: MONITOR,: 0805736034837,: Supports Internal Programmable 14-bit 3D Lookup Tables (LUTs) For Calibration : Superior Screen Performance : DisplaySync Pro Controls Two Computers With Only One Keyboard And Mouse : Color Vision Emulation For Type P/D/T Supporting Color Universal Design : 99.3% Coverage Of AdobeRGB Color Space,: Personal Computer,,: Nec Computers,: Nec Computers,: PA241W-BK-SV,: PA241W-BK-SV,: N/A,: Electronics,: PA241W-BK-SV,: Nec Computers,: 1,: Nec Computers,: Multisync PA241W Professional LCD With Spectraviewii – Tft Active Matrix – 24 In,: 1,,: 805736034837,: Black,: 16:10,,:,,: 000000241490,,: 4 Years,,,,,,: CD-ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hp Zr22w Black 22 Screen 1920 X 1080 Resolution Ed Lcd Flat  - Yikus.com,: ZR22w,: COMPUTER DRIVE OR STORAGE,: 0794504294538,": What’s In The Box – HP ZR22w Monitor With Stand, Power Cord, And VGA Cable : Ports – VGA – 1 || DVI – 1 : Screen Size – 22″ || Max Resolution – 1920 X 1080 : Display Type – LCD || Case Color – Black : Make / Model – HP ZR22w",: PC Accessory,,: Hp,: Hp,,: ZR22w,,: Electronics,: ZR22w,: Hp,: 1,: Hp,: HP ZR22w Black 22″ Screen 1920 X 1080 Resolution Refurbished LCD Flat Panel Monitor,,,: 794504294538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hannspree Hl248dpb 24 Inch Led Lit Monitor - Yikus.com,: Hannspree,: MONITOR,: 0842651008468,": 23.6-Inch Diagonal LCD Screen With LED Backlight. This Anti-glare Monitor Can Be Placed Anywhere In The Room. : 16.7 Million Colors, For Realistic Photo And Video Reproduction : 1920 X 1080 Full HD Resolution. Enjoy Excellent Image Quality : 30,000,000:1 Dynamic Contrast Ratio. Offers Great Color Resolution : 16:9 Aspect Ratio, Widescreen Is Perfect For Viewing 2 Documents Side By Side Or For Watching Movies",: Personal Computer,: Pc,: Hannspree,: Hannspree,: HL248DPB,: HL248DPB,: Windows,: Personal Computers,: HL248DPB,: Hannspree,: 1,: Hannspree,: Hannspree HL248DPB 24-Inch LED-lit Monitor,: 1,,: 842651008468,: Black,: 1.78:1,,,,: HL248DPB,,,,,,,,: CD-ROM,,,,,,,,,,,,,,: Windows,,,,,,,,,,,,,,,,,,,,,,,,
Acer 24 Ultra Slim Led 13.2mm - Yikus.com,: Acer,: COMPUTER,: 0884483093830,": Ultrafast 5 Ms Response Time Allows Pixels To Change Colors Quickly To Avoid Streaking, Blurring And Ghosting In Fast-moving Scenes And Video Games. : 1920 X 1080 Maximum Resolution In 16:9 HD Format Offers The Highest Number Of Pixels Available For A Full High-definition Display. : 24″ Antiglare Flat-panel LED Screen Provides A High Number Of Shades Between Black And White And Enables Display. : ENERGY STAR Qualified Designed To Use Less Energy And Meets Strict Energy Efficiency Guidelines Set By The Environmental Protection Agency And U.S. Department Of Energy. : 170° Horizontal And 160° Vertical Viewing Angles Let You Clearly See The Screen From Multiple Vantage Points.",: PC Accessory,: PC,: Acer,: Acer,: ET.FS2HP.001,: ET.FS2HP.001,: N/A,: Personal Computers,: ET.FS2HP.001,: Acer,: 1,: Acer,: Acer 24″ Ultra-Slim LED (13.2mm),: 1,,: 884483093830,: Black,: 16:9,,,,,,,,,,: Monitor / Display / Projector,,: CD-ROM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,: 24″ antiglare flat-panel LED screen Provides a high number of shades between bla : Ultrafast 5 ms response time Allows pixels to change colors quickly to avoid str : 1920 x 1080 maximum resolution in 16:9 HD format Offers the highest number of pi : 170° horizontal and 160° vertical viewing angles Let you clearly see the scree,,
Nec Multisync E224wi Bk 22 Inch Screen Led Lit Monitor - Yikus.com,: NEC,: MONITOR,: 0805736048681,": EPEAT Silver Compliance : VGA, DVI-D And Display Port Inputs Provide Expanded Connectivity With Advanced Technology : 4-way Ergonomic Design (height-adjust, Pivot, Tilt & Swivel) Enhances Your Viewing Comfort : LED Backlight Technology Provides For Industry-leading Low Power Consumption And Less Hazardous Materials : IPS Active Matrix LCD Provides Superior Screen Performance, Including Wide Viewing Angles And Lifelike Flesh Tones",: Personal Computer,,: NEC,: NEC,: E224WI-BK,: 60003584,,: Personal Computers,: 60003584,: NEC,: 1,: NEC,: NEC MultiSync E224WI-BK 22-Inch Screen LED-Lit Monitor,: 1,,: 805736048681,: Black,: 1.78:1,,:,: 25.5in L X 15.8in W X 8.7in H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": VGA, DVI-D and Display Port inputs provide expanded connectivity with advanced t : 4-way ergonomic design (height-adjust, pivot, tilt & swivel) enhances your viewi : LED backlight technology provides for industry-leading low power consumption and : IPS active matrix LCD provides superior screen performance, including wide viewi",,,,,
Lg Electronics 55vs20 Baa 55 Inch Screen Lcd Monitor - Yikus.com,: LG,: MONITOR,: 0719192190542,": Screen Size: 55″ : Display Type: Widescreen 55 Inch : Interface: Analog RGB; D-Sub; HDMI; USB 2.0 : Max Resolution: 1920 X 1080 : Contrast Ratio: 1300:1, 3000:1 (DCR)",: Personal Computer,,: LG Electronics,: LG Electronics,: 55VS20-BAA,: 55VS20-BAA,,: Personal Computers,: 55VS20-BAA,: LG Electronics,: 1,: LG Electronics,: LG Electronics 55VS20-BAA 55-Inch Screen LCD Monitor,: 1,,: 719192190542,,: 1.78:1,,:,,: 1018287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Screen Size: 55″ : Max Resolution: 1920 x 1080 : Contrast Ratio: 1300:1, 3000:1 (DCR) : Display Type: Widescreen 55 inch",,,,,,,,,,,
Aoc I2367fh 23 Inch Ips Frameless Led Monitor - Yikus.com,: AOC,: MONITOR,: 0685417053988,": VGA, HDMI With HDCP (2x) Ports : 1920 X 1080 Full HD Resolution, 50M:1 MEGA Dynamic Contrast Ratio : 23″ Display, 250 Cd/m2 Brightness, 5ms Response Time : Detachable Multi-purpose Stand For Standard Or Photo Frame Applications, 16:9 Aspect Ratio : IPS Panel For Consistent Image Appearance From All Viewing Positions, 2mm Ultra-narrow Bezel For Virtually Borderless Appearance",: Personal Computer,,: AOC,: AOC,: I2367Fh,: I2367FH,,: Personal Computers,: I2367FH,: AOC,: 1,: AOC,: AOC I2367Fh 23-Inch IPS Frameless LED Monitor,: 1,,: 685417053988,: Black/Silver,: 1.78:1,,:,: 24.1in L X 15.9in W X 5.1in H,,,: 30 Days And Manufacturer,,": Money Going To Broken Car Engine, So Unfortunately No Returns.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": 23″ display, 250 cd/m2 Brightness, 5ms Response Time : 1920 x 1080 Full HD Resolution, 50M:1 MEGA Dynamic Contrast Ratio : VGA, HDMI with HDCP (2x) ports : IPS panel for consistent image appearance from all viewing positions, 2mm ultra-",,,,
Samsung B350 Series T24b350nd 24 Inch Screen Led Lit Monitor  - Yikus.com,: Samsung,: MONITOR,: 0745449870028,": Dts 2.0+ Digital Out : 5Wx2 Speakers : VGA, HDMI : Built-in ATSC/Clear QAM DTV : 24″ Wide 1920 X 1080 LED TN",: Personal Computer,,: ????,: ????,: T24B350ND,: LT24B350ND,,: Personal Computers,: LT24B350ND,: ????,: 1,: ????,: Samsung B350 Series T24B350ND 24-Inch Screen LED-Lit Monitor,: 1,,: 729507818375,: BLACK,: 1.78:1,,,,,,: 1 Year Parts/labor/backlight,,: None,,: Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dell S2240l Black 21.5 7ms Gtg Hdmi Widescreen Led Monitor  - Yikus.com,: Dell,: MONITOR,: 0884116091615,": The Picture Pulls You InSavor Razor-sharp Detail In Games, Movies And Photos With Color-boosting Image Enhance. Vivid Clarity Shines With A Mega-dynamic Contrast Ratio Of 8 Million: 1 (typical) And An : Rest Easy With An Eco-conscious DesignIn Addition To Being ENERGY STAR -qualified And EPEAT Silver-registered, The S2240L Monitor Features Arsenic-free Glass And A Mercury-free LED Panel. Also, You Ca : Exhilarating By DesignThe Dell S2240L Features Distinctive Styling Which Adds Refinement To Your Studio Or Home Office. It Offers A Pristine Finish, Premier Craftsmanship And A Streamlined Cable Desig : Work With Ease. Stay Entertained For HoursSet Your Preferred Viewing Angle With Extensive Tilt Adjustability. The S2240L Panel Can Be Tilted Up To 4° Forward Or 21° Backward. It Can Easily Connect T",: PC Accessory,,: Dell Computers,: Dell Computers,: S2240l,: S2240L,,: Electronics,: S2240L,: Dell Computers,: 1,: Dell Computers,: Dell S2240L Black 21.5″ 7ms (GTG) HDMI Widescreen LED Monitor 250 Cd/m2 1000:1,,,: 884116091615,,,,:,,,,,,: No Returns Or Exchanges. Monitor Is In Excellent Working Condition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": The picture pulls you inSavor razor-sharp detail in games, movies and photos wit : Exhilarating by designThe Dell S2240L features distinctive styling which adds re : Work with ease. Stay entertained for hoursSet your preferred viewing angle with : Rest easy with an eco-conscious designIn addition to being ENERGY STAR -qualifie",,,,,,,,
Asus Vx Vx248h 24 Inch Screen Led Lit Monitor - Yikus.com,: Asus,: MONITOR,: 0886227584437,": ASUS QuickFit Provides Real-size Templates And Grids Overlay To Be Used As A Guide To Accurately View And Edit Photos And Files : Advanced Connectivity With 2x HDMI, D-Sub (VGA), And DVD-D Ports With HDCP Support : 80,000,000:1 ASUS Smart Contrast Ratio And VividPixel Results In Sharper And Brighter Visuals : Ultra Slim, 24″ 1920×1080 Full HD LED Display With 1ms Response Time For Ultra Smooth Video Playback : ASUS Splendid Technology Optimizes Video And Image Quality By Enhancing Color, Brightness, Contrast, And Sharpness With 6 Preset Modes",: Personal Computer,,: Asus,: Asus,: VX248H,: 90LM00M0-B01370,,: Personal Computers,: 90LM00M0-B01370,: Asus,: 1,: Asus,: ASUS VX VX248H 24-Inch Screen LED-LIT Monitor,: 1,,: 886227584437,,: 1.78:1,,,,,,,,,,,,,,": ASUS Splendid technology optimizes video and image quality by enhancing color, b : ASUS QuickFit provides real-size templates and grids overlay to be used as a gui : Ultra slim, 24″ 1920×1080 Full HD LED display with 1ms response time for ultra s : 80,000,000:1 ASUS Smart Contrast ratio and VividPixel results in sharper and bri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hp W2371d 23 Inch Screen Led Lit Monitor - Yikus.com,: HP,: MONITOR,: 0886112774035,: VGA And DVI-D (with HDCP) Inputs For Easy Connectivity : 23-inch Diagonal Screen Size For All Your Computing Activities : Slim Profile For Small Desktop Spaces : “Plug & Play” For Quick Set Up,: Personal Computer,,: Hp,: Hp,: B3A19AA#ABA,: B3A19AA#ABA,,: Personal Computers,: B3A19AA#ABA,: Hp,: 1,: Hp,: HP W2371d 23-Inch Screen LED-lit Monitor,: 1,,: 031113345443,: Deep Gray,: Unknown,,:,,,,: Limited 1 Year Warranty. Certain Restrictions And Exclusions Apply.,,": No Returns, Exchanges Or Refunds!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,: Limited 1 Year Warranty. Certain Restrictions And Exclusions Apply.,,,,,,,,,,,: “Plug & Play” for quick set up : 23-inch diagonal screen size for all your computing activities : Slim profile for small desktop spaces : VGA and DVI-D (with HDCP) inputs for easy connectivity,,
Viewsonic Monitor Vg2039m Led 20 Inch Screen Led Lit Monitor  - Yikus.com,: ViewSonic,: MONITOR,: 0766907688313,": VESA Mountable Design : Energy Star And EPEAT Gold Certified : Height Adjust, Tilt And Swivel Functions : 1600 X 900 Full HD Resolution; 20,000,000:1 MEGA Contrast Ratio : 20 (19.5 Viewable) Ergonomic LED Monitor; Up To 50% Energy Saving With LED Backlight",: Personal Computer,,: ViewSonic,: ViewSonic,: VG2039M-LED,: VG2039M-LED,,: Personal Computers,: VG2039M-LED,: ViewSonic,: 1,: ViewSonic,: ViewSonic Monitor VG2039M-LED 20-Inch Screen LED-Lit Monitor,: 1,,: 766907688313,: Black,: 1.78:1,,:,: 20.4in L X 17.5in W X 5.1in H,,,: 3 Year Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lg E2260v Pn 21.5 Inch Super Slim Widescreen Led Lcd Monitor  - Yikus.com,: LG,: MONITOR,: 0719192187344,": Greater Energy Efficiency Compared To Conventional Monitors : Super LED Panel Provides Slim Profile, Delivers Amazing Brightness Clarity And Color Detail : RGB HDMI DVI And D-Sub Inputs Provide The Connections You Need : Ultra Slim Design (only 12.9mm Thin) Ensures The Monitors Looks As Good Off As It Does When Its On : 5,000,000:1 Contrast Ratio Ensure Your Content Looks Spectacular : Full HD 1080p Resolution (1920×1080) Gives It Superior Picture Quality Over Standard Resolution",: Personal Computer,,: LG Electronics,: LG Electronics,: E2260V-PN,: E2260V-PN,,: Personal Computers,: E2260V-PN,: LG Electronics,: 1,: LG Electronics,: LG E2260V-PN 21.5-Inch Super Slim Widescreen LED LCD Monitor,: 1,,: 719192187344,: Black,,,,,,,: 1 Year Parts And Labor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,": Full HD 1080p resolution (1920×1080) gives it superior picture quality over stan : Super LED panel provides slim profile, delivers amazing brightness clarity and c : Ultra slim design (only 12.9mm thin) ensures the monitors looks as good off as i : 5,000,000:1 contrast ratio ensure your content looks spectacular"
Viewsonic Vg2428wm Led 24 Inch Screen Led Lit Monitor - Yikus.com,: ViewSonic,: MONITOR,: 0151903520260,": 24? (23.6? Vis) Ergonomic LED Monitor : 24-Inch (23.6-Inch Vis) Ergonomic LED Monitor : 1920×1080 Full HD Resolution : 2-port USB Hub For Easy Connectivity : Energy Star And TCO Certified : Pivot, Height Adjust, Tilt And Swivel Functions",: Personal Computer,,: ViewSonic,: ViewSonic,: VG2428WM-LED,: VG2428WM-LED,,: Personal Computers,: VG2428WM-LED,: ViewSonic,: 1,: ViewSonic,: ViewSonic VG2428WM-LED 24-Inch Screen LED-lit Monitor,: 1,,: 151903520260,: Black,: 1.78:1,,:,: 14.2in L X 16.9in W X 7.9in H,,,: 3 Year Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
