<page title>,brightness,colour,compliant standards,device type,dimensions wxdxh,product description,weight,aspect ratio,colour support,contrast ratio,display position adjustments,environmental standards,input connectors,manufacturer warranty,native resolution,panel type,pixel pitch,response time,builtin devices,localisation,screen coating,speakers,microsoft certification,height rack units,kvm switch,designed for,manufacturer selling program,bundled with,3d capable,energy class,energy consumption per year,diagonal size,diagonal size cm,display format,features,hdcp compatible,hdmi ports qty,image aspect ratio,lcd backlight technology,pc interface,power,power consumption operational,product type,remote control,resolution,speaker system,targeting,technology,tv tuner,video interface,video wall components qty,character resolution,digital tv tuner,usb port
OHC24 Shop : Monitor > Monitor search help > Dell UltraSharp - UP3214Q 210-ACDT,350 cd/m2,Black,"RoHS, TCO Displays","LED-backlit LCD monitor - 32""",74.99 cm x 21.4 cm x 57.24 cm - with stand,"Dell UltraSharp UP3214Q - LED monitor - 32""",,Widescreen - 16:9,1.07 billion colours,1000:1 / 2000000:1 (dynamic),"Height, swivel, tilt",ENERGY STAR Qualified,"HDMI, DisplayPort, Mini DisplayPort",3 years warranty,4K 3840 x 2160 at 60 Hz,IGZO,0.182 mm,8 ms (grey-to-grey),6-in-1 card reader,,"Anti-glare, 3H Hard Coating",,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Roline 26.50.0083,250 cd/m2,Black,,"KVM console - 17""",,"Secomp ROLINE KVM console - 17""",,,,400:1,,,,,1280 x 1024,,,,"Keyboard, touchpad",Switzerland,,,,1U,PS/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > NEC P232W WHITE 58.4 cm (23 "")/ 1.920 x 1.080/ 60003323",250 cd/m2,"Silver, light grey",DDC/CI,"LED-backlit LCD monitor - 23""",54.4 cm x 22.8 cm x 33.8 cm - with stand,"NEC MultiSync P232W - LED monitor - 23""",9.2 kg,Widescreen - 16:9,,1000:1,"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Silver","HDMI, DVI-D, VGA, DisplayPort",3 years warranty,FullHD 1920 x 1080,IPS,0.265 mm,8 ms,USB Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Lenovo ThinkVision LT2323p/23"" 3024HD1 TN W-LED 16:9 T24HDCH",250 cd/m2,Raven black,"FCC Class B certified, MPR II, DDC-2B, VESA DPMS, VESA FPMPMI, DDC/CI, RoHS, ISO 9241-307, WEEE, TCO Certified Edge","LED-backlit LCD monitor - 23""",54.6 cm x 5.23 cm x 37.23 cm,"Lenovo ThinkVision LT2323p - LED monitor - 23""",5.74 kg,Widescreen - 16:9,16.7 million colours,1000:1,"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA, DisplayPort",3 years warranty,1920 x 1080 at 75 Hz,TN,0.265 mm,5 ms,USB Hub,"Liechtenstein, Switzerland","Anti-glare, anti-reflective",,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Barco MDRC-2224 BL  EONIS BLACK 2MP 1920*1200   K9303005A,300 cd/m2,Black,"FCC Class B certified, VCCI, DEMKO, IEC 60601-1-1, RoHS, ICES Class B, EN 60601-1-2, FDA, Directive 2004/108/EC, Directive 93/42/EEC, IEC 60601-1, CAN/CSA C22.2 No. 60601-1-08, ANSI/AAMI ES60601-1:2005","LED-backlit LCD monitor - 2MP - colour - 24""",56.04 cm x 16.445 cm x 5.33 cm - with stand,"Barco Eonis MDRC-2224 BL - LED monitor - 2MP - colour - 24""",8.38 kg,Widescreen - 16:10,16.7 million colours,1000:1,"Height, pivot (rotation)",,"HDMI, VGA, DisplayPort",3 years warranty,1920 x 1200,IPS,0.27 mm,14 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Asus VX238H - 23.0"" LED / TN / 16:9 / 90LMGB001R010O1C",250 cd/m2,Black,"UL, VCCI, C-Tick, BSMI, cUL, WHQL, CB, CCC, FCC, RoHS, WEEE, GOST-R, ErP Ready, CEL","LED-backlit LCD monitor - 23""",54.82 cm x 21 cm x 40.27 cm - with stand,"ASUS VX238H - LED monitor - 23""",2.6 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 80000000:1 (dynamic),,ENERGY STAR Qualified,"2xHDMI, VGA",3 years warranty,FullHD 1920 x 1080,TN,0.2652 mm,1 ms (grey-to-grey),,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Iiyama T2253MTS-GB1 54 > 7CM 21 > 5IN LED 54.6 cm,220 cd/m2,Black,"DDC-2B, VESA DPMS, GOST-R, VCCI Class B","LED-backlit LCD monitor - 21.5"" - Multi-Touch",55.65 cm x 24 cm x 39.9 cm,"Iiyama ProLite T2253MTS-1 - LED monitor - 21.5""",5.9 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 5000000:1 (dynamic),Tilt,ENERGY STAR Qualified,"HDMI, DVI-D, VGA",,FullHD 1920 x 1080,TN,0.248 mm,2 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Lenovo Monitor 22"" LT2252p 2572-MD1 TFT-LCD >  LED T72MDCH",250 cd/m2,Business black,"FCC Class B certified, MPR II, CSA, UL, TUV, VCCI, BSMI, GOST, cUL, DDC-2B, GS, NOM, SABS, SASO, SEMKO, TUV S, VESA DPMS, VESA FPMPMI, IEC 60950, CCC, IC, PSB, DDC/CI, RoHS, ISO 9241-307, WEEE, JEITA, REACH, TCO Certified Edge, E-Standby, TCO Displays 5.2","LED-backlit LCD monitor - 22""",50.6 cm x 24.1 cm x 36.7 cm,"Lenovo ThinkVision LT2252p - LED monitor - 22"" - TopSeller",5.9 kg,Widescreen - 16:10,16.7 million colours,1000:1,"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA, DisplayPort",3 years warranty,1680 x 1050 at 75 Hz,TN,0.282 mm,5 ms,,"Liechtenstein, Switzerland","Anti-glare, anti-reflective",,Compatible with Windows 7,,,,TopSeller,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > LG Electronics FLATRON 25UM65-P TFT 63CM 25IN 63.5 cm,250 cd/m2,High glossy black,"Plug and Play, FCC Class B certified, UL, BSMI, cUL, CCC, DDC/CI, RoHS, REACH, KC","LED-backlit LCD monitor - 25""",60.9 cm x 18.84 cm x 38.3 cm - with stand,"LG 25UM65-P - LED monitor - 25""",,Widescreen - 21:9,16.7 million colours,5000000:1 (dynamic),Tilt,,"2xHDMI, DVI-D, DisplayPort",,FullHD 2560 x 1080,IPS,0.2286 mm,,,,"Anti-glare, 3H Hard Coating",Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Star Micronics SCD-400 KUNDENDISPLAY Dunkelgrau  NMS   99252000,,Charcoal grey,"FCC Class A certified, VDE Class B",Customer display,11 cm x 4.5 cm x 23 cm,Star SCD-400 - customer display,0.8 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 lines x 20 characters,,
OHC24 Shop : Monitor > Monitor search help > LG Electronics FLATRON 22MB65PY-B LED 56CM22I 56 cm,250 cd/m2,Anthracite dark,"Plug and Play, FCC Class B certified, CSA, UL, TUV GS, C-Tick, NEMKO, SEMKO, VCCI-II, EN 61000-3-3, EN55024, TUV Ergo, DDC/CI, ISO 9241-307, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006, EN55022:2006","LED-backlit LCD monitor - 22""",50.6 cm x 5.8 cm x 33.9 cm - without stand,"LG 22MB65PY-B - LED monitor - 22""",3.5 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 5000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA, DisplayPort",,1680 x 1050 at 60 Hz,TN,0.282 mm,,,,"Anti-glare, 3H Hard Coating",Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 19"" S.master S19C450BR LS19C45KBR/EN",250 cd/m2,Matte black,"TUV GS, DDC-2B, ISO 9241-307","LED-backlit LCD monitor - 19""",40.7 cm x 21 cm x 36.9 cm - with stand,"Samsung S19C450BR - LED monitor - 19""",4.45 kg,,16.7 million colours,1000:1,"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",,1280 x 1024,TN,,5 ms,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 23.6""S.masterS24C450BL LS24C45KBL/EN",250 cd/m2,Matte black,"CSA, UL, TUV, VCCI, C-Tick, GOST, EN55022, NEMKO, NOM, PCBC, SASO, SIQ, EN55024, CISPR 22, CCC, AS/NZS 3548, FCC, UL 60950-1, IEC 60950-1, EN 60950-1, KCC, CSA C22.2 No. 60950-1, FCC Part 15 B Class A, KC, GB 9254-2008, TCO Displays, GB 4943-2001 PSB, NOM-019-SCFI-1993 IRAM, GB 17625.1-2003 EMC","LED-backlit LCD monitor - 23.6""",55.46 cm x 22.4 cm x 48.235 cm - with stand,"Samsung S24C450BL - LED monitor - 23.6""",5.4 kg,Widescreen - 16:9,16.7 million colours,1000:1,"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",,FullHD 1920 x 1080,TN,0.2715 mm,5 ms,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > 80 Zoll and greater > NEC 60002612,,Black,,,193 cm x 15 cm x 114 cm - without stand,"NEC MultiSync LCD8205 - 82"" LCD flat panel display",145 kg,,,,,,,3 years warranty,,,,,,,,,,,,,,,,,,"82""",207 cm,1080p (FullHD),"Ambient light sensor (ALS), temperature sensor, portrait mode, TileComp, TileMatrix",,1 port(s),16:9,,"DVI, HDMI",AC 120/230 V ( 50/60 Hz ),900 Watt,LCD flat panel display,Remote control,1920 x 1080,2 speakers,,S-PVA,No tuner,"Component, composite, HDMI, S-Video",,,,
OHC24 Shop : Monitor > Monitor search help > Star Micronics SCD-400/CUST. DIS. WHITE VER 2 CUSTOMER 99253000,,White,"FCC Class A certified, VDE Class B",Customer display,11 cm x 4.5 cm x 23 cm,Star SCD-400 - customer display,0.8 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 lines x 20 characters,,
OHC24 Shop : Monitor > Monitor search help > ASUS - VS24AHL 90LM00A0-B02370,300 cd/m2,Black,"UL, VCCI, C-Tick, BSMI, cUL, WHQL, CB, FCC, RoHS, WEEE, PSE Mark, J-MOSS, ErP Ready, TCO Displays 6.0","LED-backlit LCD monitor - 24.1""",56.16 cm x 22.48 cm x 53.45 cm - with stand,"ASUS VS24AHL - LED monitor - 24.1""",6.1 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 80000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, VGA",3 years warranty,1920 x 1200,IPS,0.27 mm,5 ms (grey-to-grey),,,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Iiyama B1780SD-B1 43CM 17IN LED 43.2 cm (17"")/ 1.280 x",250 cd/m2,Black,"VESA DPMS, GOST-R, TUV Bauart, TCO Displays 6.0, VCCI Class B","LED-backlit LCD monitor - 17""",37 cm x 23 cm x 39.95 cm,"Iiyama ProLite B1780SD-1 - LED monitor - 17""",4.4 kg,5:4,16.7 million colours,1000:1 / 5000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",,1280 x 1024,TN,0.264 mm,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Dell UltraSharp - U2713H 210-AADZ,350 cd/m2,Black,TCO Displays,"LED-backlit LCD monitor - 27""",63.93 cm x 20.05 cm x 42.34 cm - with stand,"Dell UltraSharp U2713H - LED monitor - 27""",,Widescreen - 16:9,1.07 billion colours,1000:1 / 2000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, DisplayPort, Mini DisplayPort",,2560 x 1440 at 60 Hz,AH-IPS,0.231 mm,6 ms (grey-to-grey),,,"Anti-glare, 3H Hard Coating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > AOC i2276Vw/22"" IPS LED Monitor > 1920 x 1080 >  5ms >  DVI / I2276VW",250 cd/m2,Black,"Plug and Play, GOST, RoHS, ISO 9241-307, TCO '06, cTUVus, TUV Bauart, EuP","LED-backlit LCD monitor - 21.5""",55.28 cm x 13.05 cm x 40.16 cm - with stand,"AOC i2276Vw - Value Series - LED monitor - 21.5""",3.16 kg,Widescreen,16.7 million colours,1000:1 / 50000000:1 (dynamic),Tilt,ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,1920 x 1080 at 60 Hz,IPS,0.248 mm,6 ms (grey-to-grey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions 2242L Open Frame Monitor 22-inch E667969,270 cd/m2,,"UL, VCCI, C-Tick, BSMI, GOST, cUL, NOM, CB, CCC, IC, MIC, EK, FCC, RoHS, WEEE, S Mark","LCD monitor - 22""",53.7 cm x 7.7 cm x 36 cm,"Elo 2242L - LCD monitor - 22""",8.8 kg,Widescreen - 16:10,16.7 million colours,1000:1,,,"DVI-D, VGA",3 years warranty,1680 x 1050 at 60 Hz,,0.282 mm,5 ms,Touch-screen,Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > LG Electronics Monitor 19"" 19MB15T-B Touch 19MB15T-B.AEU",250 cd/m2,Black,"FCC Class B certified, TUV GS","LED-backlit LCD monitor - 19""",40.6 cm x 9.4 cm x 34.5 cm - with stand,"LG 19MB15T-B - LED monitor - 19""",3.8 kg,5:4,16.7 million colours,5000000:1 (dynamic),Tilt,,VGA,,1280 x 1024,IPS,,14 ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions ET1517L TOUCHDISPLAY 1517L E579160,250 cd/m2,White,"UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, China RoHS","LED-backlit LCD monitor - 15""",35.8 cm x 19.7 cm x 31.9 cm - with stand,"Elo Desktop Touchmonitors 1517L IntelliTouch - LED monitor - 15""",4.3 kg,4:3,16.2 million colours,700:1,,,VGA,3 years warranty,1024 x 768 at 75 Hz,,,16 ms,Touch-screen,Worldwide,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Iiyama PL T1731SR-B1,200 cd/m2,Black,"Plug and Play, FCC Class B certified, UL, TUV, VCCI Class B ITE, cUL","LCD monitor - 17""",38.7 cm x 34.2 cm x 20.2 cm,"Iiyama ProLite T1731SR-B1 - LCD monitor - 17""",5.7 kg,5:4,16.7 million colours,900:1,Tilt,,"DVI-D, VGA",,1280 x 1024,TN,0.264 mm,5 ms,"Touch-screen , stereo speakers",,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Barco - MDSC-2242 K9307914,500 cd/m2,"White, RAL 9003","UL, DEMKO, IEC 60601-1-2, EMC, CEBEC, KEMA, UL 60601-1, FCC CFR47 Part 15, WEEE, EN 55011, cULus, REACH, CISPR 11, CAN/CSA C22.2 No. 601.1-M90, IP21, IPX5, RoHS2, IEC 60601-1, FCC CFR47 Part 18 B","LED-backlit LCD monitor - 2MP - colour - 42""",101.5 cm x 9 cm x 60.8 cm - without stand,"Barco MDSC-2242 - LED monitor - 2MP - colour - 42""",24 kg,Widescreen - 16:9,1.07 billion colours,4000:1,,,"DVI-I, DisplayPort, HD-SDI",3 years warranty,1920 x 1080,AMLCD,0.4845 mm,8 ms (grey-to-grey),Remote control,"United States, Europe",Anti-reflective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Iiyama PL T1931SR-W1,200 cd/m2,White,"Plug and Play, FCC Class B certified, UL, TUV, VCCI Class B ITE, cUL","LCD monitor - 19""",43.1 cm x 39.1 cm x 21.8 cm,"Iiyama ProLite T1931SR-W1 - LCD monitor - 19""",6.5 kg,5:4,16.7 million colours,900:1,Tilt,,"DVI-D, VGA",,1280 x 1024,TN,0.294 mm,5 ms,"Touch-screen , stereo speakers",,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > HP EliteDisplay - E271i D7Z72AA#UUZ,250 cd/m2,Silver grey,"Plug and Play, VCCI, BSMI, NOM, TUV S, CB, CCC, PSB, FCC, KCC, TCO Certified Edge, KC, CECP, CEL, EPA","LED-backlit LCD monitor - 27""",64.2 cm x 5.22 cm x 38.73 cm - without stand,"HP EliteDisplay E271i - LED monitor - 27""",4.9 kg,Widescreen - 16:9,,1000:1 / 5000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA, DisplayPort",3 years warranty,1920 x 1080 at 60 Hz,IPS,0.311 mm,7 ms (grey-to-grey),USB Hub,"German, French, Italian / Switzerland",Anti-glare,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > LG - 23MB35PY-B,250 cd/m2,Anthracite dark,"Plug and Play, FCC Class B certified, CSA, UL, TUV GS, EN 61000-3-3, EN55024, TUV Ergo, DDC/CI, ISO 9241-307, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006, EN55022:2006 Class B","LED-backlit LCD monitor - 23""",54.8 cm x 24.6 cm x 36.7 cm - with stand,"LG 23MB35PY-B - LED monitor - 23""",4.5 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 5000000:1 (dynamic),"Height, swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA, DisplayPort",,1920 x 1080 at 60 Hz,AH-IPS,0.265 mm,5 ms (grey-to-grey),,,"Anti-glare, 3H Hard Coating",Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > BenQ BL2211TM 55.88cm (22"") LED Display 1680 x 9H.LATLA.HPE",250 cd/m2,Matte black,"TUV GS, EN 60950, TUV Ergo, ISO 9241-307, TCO Displays 6.0","LED-backlit LCD monitor - 22""",52.2 cm x 6.1 cm x 34.8 cm - without stand,"BenQ BL2211TM - LED monitor - 22""",,Widescreen - 16:10,16.7 million colours,1000:1 / 12000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI, VGA",3 years warranty,1680 x 1050,TN,0.282 mm,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Elo - 1915L AccuTouch E607608,187 cd/m2,Dark grey,"FCC Class B certified, IC Class B, UL, TUV GS, VCCI Class B ITE, cUL, C-Tick Class B, RoHS","LCD monitor - 19""",42.9 cm x 20.7 cm x 38.6 cm,"Elo 1915L AccuTouch - LCD monitor - 19""",7.9 kg,,16.7 million colours,1000:1,,,VGA,,1280 x 1024 at 75 Hz,,,5 ms,Touch-screen,Worldwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Iiyama PROLITE B2280WSD-W1 22IN 56CM 55.9 cm (22 "")/",250 cd/m2,White,"TUV GS, VESA DPMS, TCO Displays 5.0","LED-backlit LCD monitor - 22""",51.25 cm x 24.45 cm x 42.35 cm,"Iiyama ProLite B2280WSD-1 - LED monitor - 22""",5.5 kg,Widescreen - 16:10,16.7 million colours,1000:1 / 5000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",,1680 x 1050,TN,0.282 mm,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Sony Personal 3D Viewer HMZ-T3W 2x OLED,,,,Head mounted display,18.9 cm x 27 cm x 14.8 cm,Sony Personal 3D Viewer HMZ-T3W - 3D head mounted display,320 g,Widescreen - 16:9,,,,,,,1280 x 720,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > NCR 2X20 VFD DISPLAY CHARCOAL 2 LINE X 20 CHAR 5975-1001-9082,,Charcoal grey,,Customer display,15 cm x 12.2 cm x 4.6 cm,NCR RealPOS 5975 - customer display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 lines x 20 characters,,
OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions ET1717L TOUCHDISPLAY E214112,250 cd/m2,White,"UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, China RoHS","LED-backlit LCD monitor - 17""",39.2 cm x 21.5 cm x 36.1 cm - with stand,"Elo Desktop Touchmonitors 1717L IntelliTouch - LED monitor - 17""",5.4 kg,5:4,16.7 million colours,800:1,,,VGA,3 years warranty,1280 x 1024 at 75 Hz,,,5 ms (tr - tf),Touch-screen,Worldwide,Anti-glare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > NEC EA294WMI BLACK 73 > 7CM 29IN 73.7 cm (29 "")/ 1.920 60003417",300 cd/m2,Black,"FCC Class B certified, MPR II, CSA, UL, TUV GS, GOST, cUL, DDC-2B, DDC-2Bi, MPR III, PCT, VESA EDID, CCC, TUV Ergo, DDC/CI, RoHS, ISO 9241-307, GEEA, ERP, TCO Displays 6.0","LED-backlit LCD monitor - 29""",70.58 cm x 23 cm x 41.04 cm - with stand,"NEC MultiSync EA294WMi - LED monitor - 29""",7.5 kg,Widescreen - 21:9,16.8 million colours,1000:1,"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","HDMI, 2xDVI-D, VGA, DisplayPort",3 years warranty,2560 x 1080,IPS,,14 ms,USB Hub,,,Integrated,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Intellinet - KVM-Konsole mit KVM-Switch - 8 506540,250 cd/m2,Black,"Plug and Play, FCC Class B certified, RoHS","KVM console - 17""",44.6 cm x 63.6 cm x 4.2 cm,"Intellinet KVM console - 17""",20.6 kg,4:3,16.2 million colours,400:1,,,VGA,3 years warranty,2048 x 1536 at 60 Hz,,0.264 mm,,"Keyboard, touchpad",,,,,1U,8 ports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > 3M M1866PW 47CM 18 > 5IN LED TOUCH 6MS BLACK 20TP DE272920856,250 cd/m2,,"FCC Class B certified, TUV, C-Tick, RoHS","LED-backlit LCD monitor - 18.5"" - Multi-Touch",45.3 cm x 18 cm x 35.5 cm,"3M Multi-touch Display M1866PW - LED monitor - 18.5""",4.9 kg,Widescreen - 16:9,16.7 million colours,1000:1,,,"HDMI, VGA, DisplayPort",1 year warranty,1366 x 768,IPS,0.3 mm,9 ms,Touch-screen,,,Integrated,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Hewlett-Packard HP EliteDisplay E190i TFT Display E4U30AT#UUZ,250 cd/m2,Black,"Plug and Play, CSA, UL, TUV, VCCI, GS, CCC, FCC, ISO 9241-307, KCC, CISPR, MEPS, KC, CECP, EuP, TCO Displays","LED-backlit LCD monitor - 18.9""",41.7 cm x 4.7 cm x 34.7 cm - without stand,"HP EliteDisplay E190i - LED monitor - 18.9""",3 kg,5:4,16.7 million colours,1000:1 / 3000000:1 (dynamic),"Height, pivot (rotation), swivel, tilt","ENERGY STAR Qualified , EPEAT Gold","DVI-D, VGA, DisplayPort",,1280 x 1024 at 60 Hz,IPS,0.2928 mm,14 ms (grey-to-grey),USB Hub,"German, French, Italian / Switzerland","Anti-glare, anti-static",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 22"" S.master S22C450DW LS22C45UDW/EN",250 cd/m2,Matte black,,"LED-backlit LCD monitor - 22""",50.24 cm x 21 cm x 38.85 cm - with stand,"Samsung S22C450DW - LED monitor - 22""",5.1 kg,Widescreen - 16:10,,1000:1,"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA, DisplayPort",,1680 x 1050,TN,,5 ms,USB Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 23"" S.master S23C450B LS23C45KBS/EN",250 cd/m2,Matte black,,"LED-backlit LCD monitor - 23""",54.29 cm x 22.4 cm x 47.46 cm - with stand,"Samsung S23C450B - LED monitor - 23""",4.6 kg,Widescreen - 16:9,16.7 million colours,1000:1,"Height, pivot (rotation), swivel, tilt",ENERGY STAR Qualified,"DVI-D, VGA",3 years warranty,FullHD 1920 x 1080,TN,0.2655 mm,5 ms,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > Roline 26.50.0203,250 cd/m2,Black,,"KVM console - 19""",,"Secomp ROLINE KVM console - 19""",,,,400:1,,,,,1280 x 1024,,,,"Keyboard, touchpad",,,,,1U,PS/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OHC24 Shop : Monitor > Monitor search help > Iiyama XB2779QS-B1 69CM 27IN LED 68.6 cm (27"")/",440 cd/m2,Black,"VESA DPMS, PSE Mark, GOST-R, TUV Bauart, VCCI Class B","LED-backlit LCD monitor - 27""",65 cm x 23 cm x 43.55 cm - with stand,"Iiyama ProLite XB2779QS-1 - LED monitor - 27""",8.2 kg,Widescreen - 16:9,16.8 million colours,1000:1 / 5000000:1 (dynamic),"Height, swivel, tilt",ENERGY STAR Qualified,"HDMI, DVI-D, VGA, DisplayPort",,QHD 2560 x 1440,AH-IPS,0.233 mm,5 ms,,,,Integrated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OHC24 Shop : Monitor > Monitor search help > LG Electronics FLATRON 22MN43D-PZ 54 > 61CM 54.6 cm,200 cd/m2,Matte black,"Plug and Play, TUV, DDC-2B, EN 61000-3-3, EN55024, EN55022 Class B, EN 61000-3-2:2006, EN 60950-1:2006","LED-backlit LCD monitor - 21.5""",50.86 cm x 18.09 cm x 38.65 cm - with stand,"LG 22MN43D-PZ - LED monitor - 21.5""",3.4 kg,Widescreen - 16:9,16.7 million colours,1000:1 / 5000000:1 (dynamic),Tilt,ENERGY STAR Qualified,"HDMI, VGA , composite video, component video",,FullHD 1920 x 1080,TN,0.248 mm,5 ms (grey-to-grey),,,"Anti-glare, 3H Hard Coating",Integrated,,,,,,,,Class B,,,,,,,,,,,,,,,,,,,,,,,"DVB-C, DVB-T",
