<page title>,aspect ratio,builtin speakers,contrast ratio,display colors,dvi,hdmi,ips,led,manufacturer,part,recommended resolution,refresh rate,screen size,viewing angle,widescreen,brightness,response time,vga,displayport,model,component,dvid duallink,svideo,minidisplay port
"CTL MTLP2151 22.0"" Monitor (MTLP2151) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,1.0,1.0,No,Yes,CTL,MTLP2151,1920 x 1080,,"22""",160° H x 160° V,Yes,250 cd/m²,2 ms,1.0,,,,,,
"Philips 298P4QJEB/27 60Hz 29.0"" Monitor (298P4QJEB/27) - PCPartPicker Canada",21:9,Yes,"20,000,000:1",,1.0,2.0,Yes,Yes,Philips,298P4QJEB/27,2560 x 1080,60Hz,"29""",178° H x 178° V,Yes,300 cd/m²,5 ms,,1.0,,,,,
"BenQ GL2250TM 21.5"" Monitor (GL2250TM) - PCPartPicker Canada",16:9,Yes,"DCR 12,000,000:1 (1000:1)",16700000.0,1.0,,No,Yes,BenQ,GL2250TM,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"HP P201m 20.0"" Monitor (C9F73A8#ABA) - PCPartPicker Canada",16:9,Yes,1000:1,,1.0,,No,Yes,HP,C9F73A8#ABA,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,P201m,,,,
"V7 LED236W3R-8N 75Hz 24.0"" Monitor (LED236W3R-8N) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,,,No,Yes,V7,LED236W3R-8N,1920 x 1080,75Hz,"24""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Planar PLL2410W 60Hz 24.0"" Monitor (997-6871-00) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,No,Yes,Planar,997-6871-00,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,300 cd/m²,5 ms,1.0,,PLL2410W,,,,
"Planar PXL2251MW 60Hz 21.5"" Monitor (997-6899-00) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,1.0,No,Yes,Planar,997-6899-00,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,PXL2251MW,,,,
"Dell P2414H 60Hz 23.8"" Monitor (P2414H) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,,Yes,Yes,Dell,P2414H,1920 x 1080,60Hz,"23.8""",178° H x 178° V,Yes,250 cd/m²,8 ms,1.0,1.0,,,,,
"LG N225WU-BN 21.5"" Monitor (N225WU-BN) - PCPartPicker Canada",16:9,No,"5,000,000:1",16700000.0,,,No,Yes,LG,N225WU-BN,1920 x 1080,,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,2.0,,,,,,
"Acer B296CLbmiidprz 60Hz 29.0"" Monitor (UM.RB6AA.001) - PCPartPicker Canada",21:9,Yes,"100,000,000:1 (1,000:1)",16700000.0,1.0,2.0,Yes,Yes,Acer,UM.RB6AA.001,2560 x 1080,60Hz,"29""",178° H x 178° V,Yes,300 cd/m²,8 ms,,1.0,B296CLbmiidprz,,,,
"HP Z22i (D7Q14A4) 60Hz 21.5"" Monitor (D7Q14A8#ABA) - PCPartPicker Canada",16:9,No,"DC 5,000,000:1 (1000:1)",,1.0,,Yes,Yes,HP,D7Q14A8#ABA,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,8 ms,1.0,1.0,Z22i (D7Q14A4),,,,
"ViewSonic VA2037m-LED 20.0"" Monitor (VA2037m-LED) - PCPartPicker Canada",16:9,Yes,"DCR 10,000,000:1 (1000:1)",,1.0,,No,Yes,ViewSonic,VA2037m-LED,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"V7 LED215W2R-8N 75Hz 21.5"" Monitor (LED215W2R-8N) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,,,No,Yes,V7,LED215W2R-8N,1920 x 1080,75Hz,"21.5""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer B236HLymdr 60Hz 23.0"" Monitor (UM.VB6AA.001) - PCPartPicker Canada",16:9,Yes,"100,000,000:1 (1,000:1)",16700000.0,1.0,,Yes,Yes,Acer,UM.VB6AA.001,1920 x 1080,60Hz,"23""",178° H x 178° V,Yes,250 cd/m²,6 ms,1.0,,B236HLymdr,,,,
"LG E2211TB-BN 22.0"" Monitor (E2211TB-BN) - PCPartPicker Canada",16:9,No,DFC 5M:1 (1000:1),16700000.0,1.0,,No,Yes,LG,E2211TB-BN,1920 x 1080,,"22""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Samsung LH22UDBPLBB/ZA 60Hz 22.0"" Monitor (LH22UDBPLBB/ZA) - PCPartPicker Canada",1:1,No,4000:1,,,1.0,No,Yes,Samsung,LH22UDBPLBB/ZA,960 x 960,60Hz,"22""",,No,450 cd/m²,8 ms,,,,,,,
"HP B6R49AS#ABA (x2401) 60Hz 24.0"" Monitor (B6R49AS#ABA) - PCPartPicker Canada",16:9,No,"10,000,000:1 (5,000:1)",,,1.0,No,Yes,HP,B6R49AS#ABA,1920 x 1080,60Hz,"24""",178° H x 178° V,Yes,250 cd/m²,12 ms,,1.0,B6R49AS#ABA (x2401),,,,
"Samsung NC190-1 19.0"" Monitor (NC190-1) - PCPartPicker Canada",5:4,No,1000:1,16700000.0,,,No,No,Samsung,NC190-1,1280 x 1024,,"19""",160° H x 160° V,No,250 cd/m²,5 ms,1.0,,,,,,
"Planar PL1910M-WH 19.0"" Monitor (997-5510-00) - PCPartPicker Canada",5:4,Yes,1000:1,16700000.0,1.0,,No,No,Planar,997-5510-00,1280 x 1024,,"19""",170° H x 160° V,No,300 cd/m²,5 ms,1.0,,PL1910M-WH,,,,
"BenQ GW2765HT 60Hz 27.0"" Monitor (GW2765HT) - PCPartPicker Canada",16:9,Yes,"DCR 20,000,000:1 (1000:1)",1070000000.0,1.0,1.0,Yes,Yes,BenQ,GW2765HT,2560 x 1440,60Hz,"27""",178° H x 178° V,Yes,350 cd/m²,4 ms,1.0,1.0,,,,,
"Dell E2011H 20.0"" Monitor (468-8248) - PCPartPicker Canada",16:9,No,1000 : 1 (typical),16700000.0,1.0,,No,Yes,Dell,468-8248,1600 x 900,,"20""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,E2011H,,,,
"Dell E1914H 18.5"" Monitor (E1914H) - PCPartPicker Canada",16:9,No,700:1,16700000.0,,,No,Yes,Dell,E1914H,1366 x 768,,"18.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"HP LA2206x 60Hz 21.5"" Monitor (XN376A8#ABA) - PCPartPicker Canada",16:9,No,1000:1 (static) / 1000000:1 (dynamic),16000000.0,1.0,,No,Yes,HP,XN376A8#ABA,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,1.0,LA2206x,,,,
"HP ZR2240w 60Hz 21.5"" Monitor (XW475A8#ABA) - PCPartPicker Canada",16:9,No,1000:1,16700000.0,1.0,1.0,Yes,Yes,HP,XW475A8#ABA,1920 x 1080,60Hz,"21.5""",178° H x 178° V,Yes,250 cd/m²,8 ms,1.0,1.0,ZR2240w,,,,
"Lenovo 3028LB2 23.0"" Monitor (3028LB2) - PCPartPicker Canada",16:9,Yes,1000:1,16700000.0,,,No,Yes,Lenovo,3028LB2,1920 x 1080,,"23""",,Yes,250 cd/m²,7 ms,1.0,,,,,,
"Acer G196HQLb 60Hz 18.5"" Monitor (UM.XG6AA.002) - PCPartPicker Canada",16:9,No,"ACM 100,000,000:1 (700:1)",16700000.0,,,No,Yes,Acer,UM.XG6AA.002,1366 x 768,60Hz,"18.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,G196HQLb,,,,
"Acer UM.HB6AA.A01 60Hz 27.0"" Monitor (UM.HB6AA.A01) - PCPartPicker Canada",16:9,Yes,"100,000,000:1",16700000.0,1.0,1.0,Yes,Yes,Acer,UM.HB6AA.A01,2560 x 1440,60Hz,"27""",,Yes,350 cd/m²,6 ms,,,,,,,
"V7 LED26W3S-9N 26.0"" Monitor (LED26W3S-9N) - PCPartPicker Canada",16:9,Yes,800:1,,,,No,Yes,V7,LED26W3S-9N,1920 x 1080,,"26""",,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Eizo EV2436WFS-BK 60Hz 24.0"" Monitor (EV2436WFS-BK) - PCPartPicker Canada",16:10,No,1000:1,16770000.0,1.0,,Yes,Yes,Eizo,EV2436WFS-BK,1920 x 1200,60Hz,"24""",178° H x 178° V,Yes,300 cd/m²,6 ms,1.0,1.0,,,,,
"Samsung S27C570H 27.0"" Monitor (S27C570H) - PCPartPicker Canada",16:9,No,Mega Infinite DCR (1000:1),16700000.0,,1.0,No,Yes,Samsung,S27C570H,1920 x 1080,,"27""",178° H x 178° V,Yes,300 cd/m²,5 ms,1.0,,,,,,
"LG 24MB35D-B 60Hz 23.8"" Monitor (24MB35D-B) - PCPartPicker Canada",16:9,No,"DFC 5,000,000:1 (1000:1)",,1.0,,Yes,Yes,LG,24MB35D-B,1920 x 1080,60Hz,"23.8""",178° H x 178° V,Yes,250 cd/m²,5 ms,1.0,,,,,,
"Acer V243HL DJObmd 60Hz 24.0"" Monitor (UM.FV3AA.D01) - PCPartPicker Canada",16:9,Yes,"ACM 100,000,000:1(1000:1)",16700000.0,1.0,,No,Yes,Acer,UM.FV3AA.D01,1920 x 1080,60Hz,"24""",,Yes,250 cd/m²,5 ms,1.0,,V243HL DJObmd,,,,
"BenQ GL2450HT 60Hz 24.0"" Monitor (GL2450HT) - PCPartPicker Canada",16:9,Yes,,,,1.0,No,Yes,BenQ,GL2450HT,1920 x 1080,60Hz,"24""",170° H x 160° V,Yes,250 cd/m²,5 ms,1.0,,,,1.0,,
"Samsung S22C150N 21.5"" Monitor (S22C150N) - PCPartPicker Canada",16:9,No,Mega Infinite DCR (700:1),16700000.0,,,No,Yes,Samsung,S22C150N,1920 x 1080,,"21.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Samsung S24D300HL 60Hz 23.6"" Monitor (S24D300HL) - PCPartPicker Canada",16:9,No,DCR Mega Infinity (700:1),16700000.0,,1.0,No,Yes,Samsung,S24D300HL,1920 x 1080,60Hz,"23.6""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
"Samsung S27C650P 60Hz 27.0"" Monitor (S27C650P) - PCPartPicker Canada",16:9,Yes,Mega Infinity (5000:1),,,1.0,No,Yes,Samsung,S27C650P,1920 x 1080,60Hz,"27""",178° H x 178° V,Yes,300 cd/m²,4 ms,1.0,1.0,,,,,
"HP W2271d 60Hz 21.5"" Monitor (W2271d) - PCPartPicker Canada",16:9,No,600:1,,1.0,,No,Yes,HP,W2271d,1920 x 1080,60Hz,"21.5""",,Yes,200 cd/m²,5 ms,1.0,,,,,,
"LG 25UM64-S 60Hz 25.0"" Monitor (25UM64-S) - PCPartPicker Canada",21:9,Yes,1000:1,,1.0,2.0,Yes,Yes,LG,25UM64-S,2560 x 1080,60Hz,"25""",178° H x 178° V,Yes,250 cd/m²,14 ms,,1.0,,,,,
"HP L2206tm 60Hz 21.5"" Monitor (B7F36A8#ABA) - PCPartPicker Canada",16:9,Yes,1000:1,,1.0,,No,Yes,HP,B7F36A8#ABA,1920 x 1080,60Hz,"21.5""",170° H x 160° V,Yes,220 cd/m²,5 ms,1.0,1.0,L2206tm,,,,
"Samsung S22D300NY 60Hz 21.5"" Monitor (S22D300NY) - PCPartPicker Canada",16:9,No,DCR Mega Infinity (600:1),16700000.0,,,No,Yes,Samsung,S22D300NY,1920 x 1080,60Hz,"21.5""",90° H x 65° V,Yes,200 cd/m²,5 ms,1.0,,,,,,
