author_1,author_2,author_3,author_4,title,venue,year
jim gray,hans schek,michael stonebraker,jeff ullman,the lowell report,international conference on management of data,2003.0
theodore johnson,tamraparni dasu,,,data quality and data cleaning an overview,international conference on management of data,2003.0
don chamberlin,,,,xquery a query language for xml,international conference on management of data,2003.0
yunyue zhu,dennis shasha,xiaojian zhao,,query by humming in action with its technology revealed,international conference on management of data,2003.0
vibhuti s sengar,jayant r haritsa,,,plastic reducing query optimization overheads through plan recycling,international conference on management of data,2003.0
flip korn,s muthukrishnan,yunyue zhu,,ipsofacto a visual correlation tool for aggregate network traffic data,international conference on management of data,2003.0
amarnath gupta,bertram lud228scher,maryann e martone,,birnm a semantic mediator for solving realworld neuroscience problems,international conference on management of data,2003.0
anastasios kementsietsidis,marcelo arenas,ren233e j miller,,mapping data in peertopeer systems semantics and algorithmic issues,international conference on management of data,2003.0
surajit chaudhuri,kris ganjam,venkatesh ganti,rajeev motwani,robust and efficient fuzzy match for online data cleaning,international conference on management of data,2003.0
ronald fagin,ravi kumar,d sivakumar,,efficient similarity search and classification via rank aggregation,international conference on management of data,2003.0
tova milo,serge abiteboul,bernd amann,omar benjelloun,exchanging intensional xml data,international conference on management of data,2003.0
michael benedikt,cheeyong chan,wenfei fan,juliana freire,capturing both types and constraints in data integration,international conference on management of data,2003.0
sumit ganguly,minos garofalakis,rajeev rastogi,,processing set expressions over continuous update streams,international conference on management of data,2003.0
brian babcock,shivnath babu,rajeev motwani,mayur datar,chain operator scheduling for memory minimization in data stream systems,international conference on management of data,2003.0
saar cohen,yossi matias,,,spectral bloom filters,international conference on management of data,2003.0
ashish kumar gupta,dan suciu,,,stream processing of xpath queries with predicates,international conference on management of data,2003.0
g m bierman,,,,formal semantics and analysis of object queries,international conference on management of data,2003.0
david lomet,mark tuttle,,,a theory of redo recovery,international conference on management of data,2003.0
frederick r reiss,tapas kanungo,,,a characterization of the sensitivity of query optimization to storage access cost parameters,international conference on management of data,2003.0
ihab f ilyas,jun rao,guy lohman,dengfeng gao,estimating compilation time of a query optimizer,international conference on management of data,2003.0
surajit chaudhuri,prasanna ganesan,sunita sarawagi,,factorizing complex predicates in queries to exploit indexes,international conference on management of data,2003.0
etzard stolte,christoph von praun,gustavo alonso,thomas gross,scientific data repositories designing for a moving target,international conference on management of data,2003.0
arvind arasu,hector garciamolina,stanford university,,extracting structured data from web pages,international conference on management of data,2003.0
amol deshpande,suman nath,phillip b gibbons,srinivasan seshan,cacheandquery for wide area sensor databases,international conference on management of data,2003.0
chengkai li,philip bohannon,p p s narayan,,composing xsl transformations with xml publishing views,international conference on management of data,2003.0
bin cui,beng chin ooi,jianwen su,kianlee tan,contorting high dimensional data for efficient main memory knn processing,international conference on management of data,2003.0
samuel madden,michael j franklin,joseph m hellerstein,wei hong,the design of an acquisitional query processor for sensor networks,international conference on management of data,2003.0
chengyu sun,divyakant agrawal,amr el abbadi,,hardware acceleration for spatial selections and joins,international conference on management of data,2003.0
dimitris papadias,yufei tao,greg fu,bernhard seeger,an optimal and progressive algorithm for skyline queries,international conference on management of data,2003.0
feng peng,sudarshan s chawathe,,,xpath queries on streaming data,international conference on management of data,2003.0
jun zhang,manli zhu,dimitris papadias,yufei tao,locationbased spatial queries,international conference on management of data,2003.0
deokhwan kim,chinwan chung,,,qcluster relevance feedback using adaptive clustering for contentbased image retrieval,international conference on management of data,2003.0
surajit chaudhuri,raghav kaushik,jeffrey f naughton,,on relational support for xml publishing beyond sorting and tagging,international conference on management of data,2003.0
charu c aggarwal,,,,a framework for diagnosing changes in evolving data streams,international conference on management of data,2003.0
hanspeter kriegel,stefan brecheisen,peer kr246ger,martin pfeifle,using sets of feature vectors for similarity search on voxelized cad objects,international conference on management of data,2003.0
reynold cheng,dmitri v kalashnikov,sunil prabhakar,,evaluating probabilistic queries over imprecise data,international conference on management of data,2003.0
chris olston,jing jiang,jennifer widom,,adaptive filters for continuous queries over distributed data streams,international conference on management of data,2003.0
