actor_1,actor_2,actor_3,color,content_rating,director,original_language,production_countries,title,vote_average,year
ocean james,patch darragh,olivia dejonge,color,pg13,m night shyamalan,english,usa,the visit,6.0,2015.0
mike figueroa,daniel stewart sherman,kel oneill,color,r,brian de palma,english,usa,redacted,6.0,2007.0
adam garcia,jacqueline bisset,alice evans,color,r,klaus menzel,english,germany,fascination,3.0,2004.0
glenn campbell,sandra staggs,jelena nik,color,r,oren peli,english,usa,area 51,4.0,2015.0
luis tosar,tony corvillo,marta etura,color,not rated,jaume balaguer,spanish,spain,sleep tight,7.0,2011.0
dave legeno,doug bradley,georgia groome,color,unrated,paul andrew williams,english,uk,the cottage,6.0,2008.0
henry ian cusick,callum blue,shenae grimesbeech,color,r,stephen herek,english,usa,dead like me life after death,6.0,2009.0
alyson hannigan,john stamos,jim belushi,color,r,bob saget,english,usa,farce of the penguins,4.0,2006.0
heather locklear,patricia neal,katie leclerc,color,pg13,jim amatulli,english,usa,flying by,4.0,2009.0
billy crudup,felicity huffman,david adam flannery,color,r,william h macy,english,usa,rudderless,8.0,2014.0
chazz palminteri,cyndi lauper,danny aiello,color,pg,barrett esposito,english,usa,henry me,7.0,2014.0
gary cole,jon heder,cheryl hines,color,pg,mitch davis,english,usa,christmas eve,5.0,2015.0
teri polo,esai morales,nicholas gonzalez,color,tvpg,eric bross,english,usa,we have your husband,6.0,2011.0
nicolas cage,irne jacob,tomiwa edun,color,r,paul schrader,english,bahamas,dying of the light,4.0,2014.0
james frain,sofia blackdelia,lisa kay,color,r,vicky jewson,english,uk,born of war,4.0,2014.0
david huddleston,sam waterston,hal holbrook,color,pg,peter hyams,english,usa,capricorn one,7.0,1977.0
johnny depp,haley joel osment,natasha lyonne,color,pg13,kevin smith,english,usa,yoga hosers,5.0,2016.0
julia jentsch,ivan barnev,milan lasica,color,r,jir menzel,czech,czech republic,i served the king of england,7.0,2006.0
robert duvall,dwight yoakam,jt walsh,color,r,billy bob thornton,english,usa,sling blade,8.0,1996.0
isaac hempstead wright,imelda staunton,joseph mawle,color,r,nick murphy,english,uk,the awakening,6.0,2011.0
jay hernandez,takashi miike,rick hoffman,color,r,eli roth,english,usa,hostel,6.0,2005.0
steve coogan,shirley henderson,dylan moran,color,r,michael winterbottom,english,uk,tristram shandy a cock and bull story,7.0,2005.0
katy mixon,shea whigham,robert longstreet,color,r,jeff nichols,english,usa,take shelter,7.0,2011.0
alex rocco,lukas haas,katherine helmond,color,r,frank laloggia,english,usa,lady in white,7.0,1988.0
rupert grint,julie walters,tamsin egerton,color,pg13,jeremy brock,english,uk,driving lessons,7.0,2006.0
donald faison,greg grunberg,dagmara dominczyk,color,unrated,scott foley,english,usa,lets kill wards wife,5.0,2014.0
bill johnson,lou perryman,jim siedow,color,x,tobe hooper,english,usa,the texas chainsaw massacre 2,6.0,1986.0
james coburn,bob dylan,jason robards,color,r,sam peckinpah,english,usa,pat garrett billy the kid,7.0,1973.0
ryan gosling,kristin scott thomas,yayaying rhatha phongam,color,r,nicolas winding refn,english,denmark,only god forgives,6.0,2013.0
maria conchita alonso,kate del castillo,camryn manheim,color,r,gabriela tagliavini,english,usa,without men,3.0,2011.0
gerard butler,sharon small,jack mcelhone,color,pg13,shona auerbach,english,uk,dear frankie,8.0,2004.0
keith carradine,gary farmer,stephen mchattie,color,r,leonard farlinger,english,canada,all hat,5.0,2007.0
sara forestier,jacques gamblin,zinedine soualem,color,r,michel leclerc,french,france,the names of love,7.0,2010.0
eddie redmayne,elena anaya,stephen dillane,color,not rated,tom kalin,english,spain,savage grace,6.0,2007.0
steve guttenberg,bubba smith,michael winslow,color,r,hugh wilson,english,usa,police academy,7.0,1984.0
brooke shields,christopher atkins,leo mckern,color,r,randal kleiser,english,usa,the blue lagoon,6.0,1980.0
kristin scott thomas,james fleet,simon callow,color,r,mike newell,english,uk,four weddings and a funeral,7.0,1994.0
jennifer jason leigh,judge reinhold,vincent schiavelli,color,x,amy heckerling,english,usa,fast times at ridgemont high,7.0,1982.0
royal dano,richard basehart,james robertson justice,color,unrated,john huston,english,usa,moby dick,7.0,1956.0
philip seymour hoffman,rosario dawson,aaron stanford,color,r,spike lee,english,usa,25th hour,8.0,2002.0
christopher meloni,kevin michael richardson,peter spellos,color,r,lana wachowski,english,usa,bound,7.0,1996.0
ellen burstyn,mark margolis,louise lasser,color,r,darren aronofsky,english,usa,requiem for a dream,8.0,2000.0
dana andrews,jeanne crain,frank mchugh,color,approved,walter lang,english,usa,state fair,7.0,1945.0
ma maestro,juan luis galiardo,miguel ngel sol,color,pg13,carlos saura,spanish,spain,tango,7.0,1998.0
jim belushi,john savage,juan fernndez,color,r,oliver stone,english,uk,salvador,8.0,1986.0
alex kendrick,sarah drew,patricia heaton,color,pg,andrew erwin,english,usa,moms night out,5.0,2014.0
jake gyllenhaal,mary mcdonnell,james duval,color,r,richard kelly,english,usa,donnie darko,8.0,2001.0
jaime camil,gerardo taracena,joaqun cosio,color,pg13,beto gmez,spanish,mexico,saving private perez,6.0,2011.0
jan decleir,fedja van hut,hans kesting,color,r,mike van diem,dutch,netherlands,character,8.0,1997.0
patrick fugit,nicholas gonzalez,debbie harry,color,r,jonas kerlund,english,usa,spun,7.0,2002.0
rich pecci,shirley henderson,charlotte rampling,color,r,todd solondz,english,usa,life during wartime,6.0,2009.0
minsik choi,yeongae lee,hyejeong kang,color,r,chanwook park,korean,south korea,lady vengeance,8.0,2005.0
jason statham,jason flemyng,danny dyer,color,r,barry skolnick,english,uk,mean machine,6.0,2001.0
simon yam,anthony chausang wong,josie ho,color,r,johnnie to,cantonese,hong kong,exiled,7.0,2006.0
sam shepard,dominique mcelligott,stephen rea,color,r,mateo gil,english,spain,blackthorn,7.0,2011.0
oksana akinshina,artyom bogucharskiy,lyubov agapova,color,r,lukas moodysson,russian,sweden,lilya 4ever,8.0,2002.0
liam neeson,josh charles,chandler canterbury,color,r,agnieszka wojtowiczvosloo,english,usa,afterlife,6.0,2009.0
scatman crothers,michael berryman,louise fletcher,color,r,milos forman,english,usa,one flew over the cuckoos nest,9.0,1975.0
katherine mcnamara,dove cameron,braeden lemasters,color,pg,peter deluise,english,usa,rl stines monsterville the cabinet of souls,6.0,2015.0
michael jai white,michael j morris,lateef crowder,color,r,ernie barbarash,english,usa,falcon rising,6.0,2014.0
hayley atwell,ray winstone,alan ford,color,r,nick love,english,uk,the sweeney,6.0,2012.0
ray winstone,james fox,amanda redman,color,r,jonathan glazer,english,uk,sexy beast,7.0,2000.0
fabian bolin,fares fares,matias varela,color,r,daniel espinosa,swedish,sweden,easy money,7.0,2010.0
keisha castlehughes,rawiri paratene,tammy davis,color,pg13,niki caro,english,new zealand,whale rider,8.0,2002.0
lucas grabeel,corbin bleu,olesya rulin,color,tvg,kenny ortega,english,usa,high school musical,5.0,2006.0
jason priestley,maury chaykin,danny webb,color,pg13,richard kwietniowski,english,uk,love and death on long island,7.0,1997.0
konstantin khabenskiy,aleksey chadov,zhanna friske,color,r,timur bekmambetov,russian,russia,night watch,6.0,2004.0
jim broadbent,miranda richardson,stephen rea,color,r,neil jordan,english,uk,the crying game,7.0,1992.0
art hindle,susan clark,tony ganios,color,r,bob clark,english,canada,porkys,6.0,1981.0
julian richings,shawn roberts,kathleen munroe,color,r,george a romero,english,usa,survival of the dead,5.0,2009.0
judith odea,duane jones,s william hinzman,black and white,unrated,george a romero,english,usa,night of the living dead,8.0,1968.0
scarlett johansson,bill murray,catherine lambert,color,r,sofia coppola,english,usa,lost in translation,8.0,2003.0
woody allen,carol kane,shelley duvall,color,pg,woody allen,english,usa,annie hall,8.0,1977.0
gloria grahame,dorothy lamour,cornel wilde,color,not rated,cecil b demille,english,usa,the greatest show on earth,7.0,1952.0
heath ledger,peter boyle,marcus lyle brown,color,r,marc forster,english,usa,monsters ball,7.0,2001.0
joely richardson,jd evermore,david a cole,color,pg13,henry hobson,english,usa,maggie,6.0,2015.0
nicolas cage,valeria golino,julian sands,color,r,mike figgis,english,usa,leaving las vegas,8.0,1995.0
austin pendleton,harold gould,david wayne,color,pg,billy wilder,english,usa,the front page,7.0,1974.0
ryan guzman,hill harper,adam hicks,color,r,rob cohen,english,usa,the boy next door,5.0,2015.0
gina lollobrigida,katy jurado,sidney james,color,approved,carol reed,english,usa,trapeze,7.0,1956.0
josh hutcherson,mia wasikowska,yaya dacosta,color,r,lisa cholodenko,english,usa,the kids are all right,7.0,2010.0
meg foster,peter jason,george buck flower,color,r,john carpenter,english,usa,they live,7.0,1988.0
james coburn,donald pleasence,gordon jackson,color,approved,john sturges,english,usa,the great escape,8.0,1963.0
marlee matlin,elaine hendrix,armin shimerman,black and white,unrated,william arntz,english,usa,what the do we know,5.0,2004.0
muse watson,spencer treat clark,ashley bell,color,pg13,ed gassdonnelly,english,france,the last exorcism part ii,4.0,2013.0
ellar coltrane,lorelei linklater,libby villari,color,r,richard linklater,english,usa,boyhood,8.0,2014.0
scarlett johansson,kevin mcnally,geoff bell,color,pg13,woody allen,english,uk,scoop,7.0,2006.0
angell conwell,dr dre,dj pooh,color,r,dj pooh,english,usa,the wash,5.0,2001.0
monique,mike epps,faizon love,color,r,dj pooh,english,usa,3 strikes,4.0,2000.0
estella warren,paul sorvino,shawn hatosy,color,r,wayne kramer,english,usa,the cooler,7.0,2003.0
montgomery clift,kevin mccarthy,thelma ritter,black and white,approved,john huston,english,usa,the misfits,7.0,1961.0
robin williams,joe morton,rory culkin,color,r,patrick stettner,english,usa,the night listener,6.0,2006.0
vincent pastore,william hickey,peter appel,color,r,james melkonian,english,usa,the jerky boys,5.0,1995.0
geraldine chaplin,beln rueda,fernando cayo,color,r,ja bayona,spanish,spain,the orphanage,8.0,2007.0
ashley rickards,essence atkins,gabriel iglesias,color,r,michael tiddes,english,usa,a haunted house 2,5.0,2014.0
ian somerhalder,faye dunaway,clifton collins jr,color,r,roger avary,english,usa,the rules of attraction,7.0,2002.0
roscoe lee browne,john vernon,philippe noiret,color,m,alfred hitchcock,english,usa,topaz,6.0,1969.0
dylan baker,chi mcbride,amy hill,color,r,bob odenkirk,english,usa,lets go to prison,6.0,2006.0
salma hayek,alicia witt,lili taylor,color,r,allison anders,english,usa,four rooms,7.0,1995.0
jeremy davies,stephen mchattie,lesley ann warren,color,r,steven shainberg,english,usa,secretary,7.0,2002.0
laura ramsey,alan taylor,benjamin fletcher,color,r,rick de oliveira,english,usa,the real cancun,3.0,2003.0
michael wincott,zach grenier,bill johnson,color,r,oliver stone,english,usa,talk radio,7.0,1988.0
catherine ohara,fred willard,larry miller,color,r,christopher guest,english,usa,waiting for guffman,8.0,1996.0
ivana milicevic,tyra banks,bridgette wilsonsampras,color,r,jeff franklin,english,usa,love stinks,6.0,1999.0
philip baker hall,aaron hughes,jayne eastwood,color,r,john dahl,english,usa,you kill me,6.0,2007.0
kelli garner,lou taylor pucci,nancy odell,color,r,mike mills,english,usa,thumbsucker,7.0,2005.0
anna gunn,michael angarano,stephen root,color,r,kevin smith,english,usa,red state,6.0,2011.0
stephanie leonidas,gina mckee,rob brydon,color,pg,dave mckean,english,uk,mirrormask,7.0,2005.0
collin alfredo st dic,balinese tari legong dancers,puti sri candra dewi,color,pg13,ron fricke,,usa,samsara,8.0,2011.0
michael berryman,eva larue,richard lynch,color,r,ruggero deodato,english,usa,the barbarians,5.0,1987.0
michael angarano,blair underwood,rita wilson,color,pg13,gavin wiesen,english,usa,the art of getting by,7.0,2011.0
ray winstone,alexandra breckenridge,elena satine,color,r,mora stephens,english,usa,zipper,6.0,2015.0
chazz palminteri,ricky schroder,ernie reyes jr,color,r,mars callahan,english,usa,poolhall junkies,7.0,2002.0
kelly macdonald,saffron burrows,julian sands,color,r,mike figgis,english,usa,the loss of sexual innocence,5.0,1999.0
kylie minogue,leos carax,denis lavant,color,not rated,leos carax,french,france,holy motors,7.0,2012.0
nicolas cage,tye sheridan,ronnie gene blevins,color,r,david gordon green,english,usa,joe,7.0,2013.0
peter mcnamara,dan futterman,ralph ineson,color,pg,stefan schwartz,english,uk,shooting fish,7.0,1997.0
viggo mortensen,lane smith,hal landon jr,color,r,renny harlin,english,usa,prison,6.0,1987.0
lauren ambrose,kathleen robertson,beth broderick,color,unrated,robert lee king,english,australia,psycho beach party,6.0,2000.0
craig ferguson,frances fisher,mary mccormack,color,r,kevin allen,english,uk,the big tease,6.0,1999.0
hector kotsifakis,adriana barraza,arcelia ramrez,color,pg13,jorge ramrez surez,german,mexico,buen da ramn,8.0,2013.0
noah emmerich,jordan trovillion,zoe levin,color,r,david schwimmer,english,usa,trust,7.0,2010.0
anna friel,bran f obyrne,pauline mclynn,color,r,barry levinson,english,usa,an everlasting piece,6.0,2000.0
rachel griffiths,alan williams,rob jarvis,color,r,sam miller,english,uk,among giants,6.0,1998.0
robin wright,naomi watts,ben mendelsohn,color,r,anne fontaine,english,australia,adore,6.0,2013.0
salma hayek,danny arroyo,olivia dabo,color,r,dan ireland,english,usa,the velocity of gary,5.0,1998.0
luis tosar,enrique villn,aida folch,color,r,fernando len de aranoa,spanish,spain,mondays in the sun,8.0,2002.0
connor paolo,michael cerveris,nick damici,color,r,jim mickle,english,usa,stake land,6.0,2010.0
keanu reeves,marg helgenberger,gretchen mol,color,r,stephen kay,english,usa,the last time i committed suicide,6.0,1997.0
wagner moura,clemens schick,jesuta barbosa,color,unrated,karim anouz,portuguese,brazil,futuro beach,6.0,2014.0
george kennedy,ezra miller,demi moore,color,r,sam levinson,english,usa,another happy day,6.0,2011.0
ed speleers,eamonn walker,sean harris,color,r,julian gilbey,english,uk,a lonely place to die,6.0,2011.0
david hewlett,angelo tsarouchas,mariejose croze,color,r,vincenzo natali,english,canada,nothing,6.0,2003.0
blythe danner,ken howard,howard caine,color,pg,peter h hunt,english,usa,1776,8.0,1972.0
saad siddiqui,bonnie lee bouman,fadia nadda,color,r,ruba nadda,english,canada,inescapable,5.0,2012.0
jean harlow,marian marsh,james hall,black and white,passed,howard hughes,english,usa,hells angels,8.0,1930.0
lily rabe,shannon woodward,kira mclean,color,r,phil joanou,english,usa,the veil,5.0,2016.0
robin mcleavy,jessica mcnamee,victoria thaine,color,r,sean byrne,english,australia,the loved ones,7.0,2009.0
kristen quintrall,rachel sterling,black thomas,color,r,chris stokes,english,usa,no vacancy,4.0,2012.0
eric mabius,gina holden,brooke dorsay,color,tvg,mark griffiths,english,usa,how to fall in love,6.0,2012.0
rachel hendrix,cheryl ladd,diana vickers,color,pg,bruce macdonald,english,south africa,the perfect wave,5.0,2014.0
robert shaw,susannah york,paul scofield,color,approved,fred zinnemann,english,uk,a man for all seasons,8.0,1966.0
robert duvall,faye dunaway,william holden,color,r,sidney lumet,english,usa,network,8.0,1976.0
hattie mcdaniel,george reeves,thomas mitchell,color,g,victor fleming,english,usa,gone with the wind,8.0,1939.0
tom cullen,reece ritchie,marama corlett,color,pg13,richard raymond,english,uk,desert dancer,6.0,2014.0
james coburn,slim pickens,warren oates,color,approved,sam peckinpah,english,usa,major dundee,7.0,1965.0
snoop dogg,laz alonso,nicholas gonzalez,color,r,alan jacobs,english,usa,down for life,7.0,2009.0
keenan wynn,howard keel,betty hutton,color,passed,george sidney,english,usa,annie get your gun,7.0,1950.0
kayvan novak,riz ahmed,alex macqueen,color,r,christopher morris,english,uk,four lions,7.0,2010.0
fernanda montenegro,seu jorge,fernanda torres,color,r,andrucha waddington,portuguese,brazil,house of sand,8.0,2005.0
michael kelly,tony nappo,charlotte sullivan,color,r,peter stebbings,english,canada,defendor,7.0,2009.0
gladys cooper,reginald owen,ellen ross,color,approved,vincente minnelli,english,usa,the pirate,7.0,1948.0
alice olivia clarke,susan blommaert,stephen henderson,color,r,dagur kri,english,iceland,the good heart,7.0,2009.0
dominic cooper,russell tovey,james corden,color,r,nicholas hytner,english,uk,the history boys,7.0,2006.0
brenda vaccaro,barnard hughes,john mcgiver,black and white,x,john schlesinger,english,usa,midnight cowboy,8.0,1969.0
tom wilkinson,mark addy,lesley sharp,color,r,peter cattaneo,english,uk,the full monty,7.0,1997.0
peter graves,lloyd bridges,barbara billingsley,color,pg,jim abrahams,english,usa,airplane,8.0,1980.0
michael jai white,max ryan,jon osbeck,color,r,kevin carraway,english,usa,chain of command,4.0,2015.0
nia long,john witherspoon,tony cox,black and white,r,f gary gray,english,usa,friday,7.0,1995.0
