<page title>,camera body only,camera type,depth,effective megapixels,environmental protection,flash,gps enabled,height,image sensor,image stabilization,interface connection,lcd screen size,lens mount,maximum video capture resolution,memory card support,total pixels,url,warranty information,weight,width,wifi,brand name,builtin flash,camera modes,exposure control,maximum diopter adjustment,minimum diopter adjustment,number of batteries support,parent retsku,pictbridge,product model,viewfinder type,digital zoom,focal length,focal length 35mm equivalent,optical zoom,analog video out,autofocus points,battery builtin,battery include,battery model supported,battery rechargeable,gps,hd movie mode,iso sensitivity,language support,longest shutter speed,maximum frame rate,parent product type,product line,self timer,shortest shutter speed,white balance modes,installed memory,max aperture,green compliance,lens construction,normalizeddigital zoom,normalizedheight,normalizedoptical zoom,normalizedweight,product series,wide angle,software included,you are reviewing,product type,maximum image resolution,bulb setting,continuous shooting speed,exposure settings,focus features,frequency band,general features,image format,image sensor quantity,image sensor size,included components,iso equivalencies,max focal length,max horizontal image resolution,max vertical image resolution,max zoom,maximum shutter speed,metering characteristics,min aperture,min focal length,min focus distance,minimum shutter speed,normalizedinstalled memory,normalizednumber of image sensor pixels,number of resolution modes,number of scene modes,power source,video capture format,white balance,exposure compensation range,color,removable flash memory included,focal length conversion factor slr,shutter lag
"Kodak EasyShare V803 8 Megapixel Compact Camera - White Glaze (2.5"" LCD - 3x Optical Zoom - 3264 X 2448 Image - 640 X 480 Video - PictBridge) Price Comparison at Buy.net",,Compact Camera,1.0 in,8 Megapixel,,Auto Flash|Red-eye Reduction|Flash OFF,,2.1 in,CCD,Electronic,1 x USB|1 x Audio/Video Out|1 x Docking Station|1 x DC Power In,2.5 in,,640 x 480,Secure Digital (SD) Card|MultiMediaCard (MMC),8300000,http://www.kodak.com,1 Year,5.00 oz,4.1 in,,Kodak,,Scene Modes:PortraitSportLandscapeClose UpNight PortraitNight LandscapeSnowBeachText/DocumentFireworksFlowerMuseum/MannerSelf-PortraitHigh ISOChildrenBacklightPanningCandlelightSunsetCustomPanoramaAnti BlurColor Modes:High ColorNatural Color (Default)Low ColorSepiaBlack and WhiteDrive Modes:Single ShotSelf-Timer: 2 and 10 Sec2-Shot Self-Timer: 10 and 18 SecDelay Shutter (2 Sec)Burst (1 fps up to 4 frames),,,,,,Yes,V803,No,4x,,,3 X,,,No,Yes,,,No,No,,,8 Second,30 fps,,EasyShare,,1/1448 Second,AutoDaylightTungstenFluorescentOpen Shade,,,,,4.0,0.0021,3.0,5.0,,,Kodak EasyShare,,,,,,,,Movie with sound recordingAF Assist Light32MB internal memory/24MB available for picture storageSensitivity:Auto: ISO 80-160ISO 80ISO 100ISO 200ISO 400ISO 800ISO 1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikon D610 FX-format 24.3 MP 1080p Video Digital SLR Camera With 28-300mm Lens Price Comparison at Buy.net,Body with Lens Kit,Digital SLR Camera,3.2 in,24.3 Megapixel,Water Resistant|Dust Resistant,Auto Flash|Flash OFF|Flash ON|Slow Sync|Rear Curtain Sync|Front Curtain Sync|Red-eye Reduction|Flash Exposure Compensation,,4.4 in,CMOS,Optical,,3.2 in,Nikon F,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card|Eye-Fi Card,24700000,http://www.nikon.com,1 Year,1.68 lbs,5.6 in,,,,,,,,,,,,,No,28 mm to 300 mm (Lens 1),,10.7 X,,,,,,,,,,,,,,,,,,,,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony DSCWX350W White Digital Camera (18.2 MP, 20x Opt, SD/SDHC/MS Duo Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,0.69 in,18200000 pixels,,,,2.25 in,CMOS,Optical,USB|HDMI,3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Memory Stick Duo,21100000 pixels,http://store.sony.com/point-and-shoot-digital-still-camera-zid27-DSCWX350//cat-27-catid-All-Cyber-shot-Cameras,1 year(s),4.8 oz,3.88 in,Yes,,,,,,,,,,,,,,28.5 mm to 1425 mm,20 X,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Alpha A6000 Black Digital Camera Kit W/ 16-50 Mm Lens (24.3 MP, 3x Opt, SD/SDHC/SDXC/MS PRO Duo/MS PRO-HG Duo Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,1.81 in,24300000 pixels,Water Resistant,Built-in Flash|Accessory Shoe,,2.88 in,CMOS,Optical,USB|HDMI,3 in,Sony E,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card|Memory Stick PRO-HG Duo|Memory Stick PRO Duo,24700000 pixels,http://store.sony.com/mirrorless-dslr-camera-zid27-ILCE6000L/B/cat-27-catid-All-Alpha-NEX-Cameras,1 year(s),10.1 oz,4.75 in,Yes,,,,,,,,,,,,4 X,,24 mm to 77 mm,3 X,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon EOS Rebel T3i Black SLR Digital Camera Kit W/ 18-135 Mm & 70-300mm Lens (18 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Digital SLR Camera,3.1 in,"18,000,000 pixels",,Built-in Flash,,3.9 in,CMOS,,"Video - Out (Unspecified)|USB|HDMI|Audio - Line Out (1/8"" Mini)",3 in,Canon EF,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,"18,700,000 pixels",http://usa.canon.com/cusa/consumer/products/cameras/slr_cameras/eos_rebel_t3i_18_55mm_is_ii_lens_kit,1 year(s),18.2 oz,5.2 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung Smart NX30 20.3 Megapixel Mirrorless Camera Body With Lens Kit - 18 Mm - 55 Mm - Black (3"" Touchscreen AMOLED - 3.1x Optical Zoom - Optical IS - 5472 X 3648 Image - 1920 X 1080 Video - HDMI - HD Movie Mode) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Camera,1.6 in,20.3 Megapixel,,Auto Flash|Flash OFF|Flash ON|Red-eye Reduction|Front Curtain Sync|Rear Curtain Sync|Smart Flash|Flash Exposure Compensation,,3.8 in,CMOS,Optical,,3 in,Samsung NX,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC UHS-I)|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC UHS-I)|Secure Digital High Capacity (SDHC) Card,21600000,http://www.samsungusa.com,,2.15 lbs,5 in,,,,,,,,,,,,,2x,18 mm to 55 mm (Lens 1),27.70 mm to 84.70 mm (Lens 1),3.1 X,,,,,,,,,,,,,,,,,,,,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot SX200 IS 12.1 Megapixel Compact Camera - Red (3"" LCD - 12x Optical Zoom - 4000 X 3000 Image - 1280 X 720 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1.5 in,12.1 Megapixel,,Auto Flash|Flash OFF|Flash ON|Red-eye Reduction,,2.4 in,CCD,Optical,1 x USB|1 x HDMI|1 x Audio/Video Out|1 x DC Power In,3 in,Fixed,1280 x 720,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|MultiMediaCard (MMC)|MMCplus|HC MMCplus,12400000,http://www.usa.canon.com,1 Year Limited,7.76 oz,4.1 in,,,,,,,,,,,,,4x,5 mm to 60 mm,,12 X,,,,,,,,,,,,,,,,,,,3.4 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sakar IS326BLK Black Digital Camera (16.1 MP, 21x Opt) Price Comparison at Buy.net",,Point & Shoot Digital Camera,4.1 in,16100000 pixels,,,,5.4 in,CMOS,,HDMI,2 in,,,,,http://www.sakar.com/,1 year(s),12.8 oz,6.7 in,,,,,,,,,,,,,,,,21 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leica 10770 Black Digital Rangefinder Camera (24 MP, 0.68x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Rangefinder,1.65 in,24000000 pixels,,Accessory Shoe,,3.14 in,CMOS,,,3 in,Leica M,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),,http://us.leica-camera.com/Photography/M-System/Leica-M,1 year(s),23.9 oz,5.47 in,,,,,,,,,,,,,,,,0.68 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon Coolplix S9700 Black Digital Camera (16 MP, 30x Opt, SD/SDHC/SDXC Card Slot, 329 MB) Price Comparison at Buy.net",,Point & Shoot Digital Camera,1.4 in,16000000 pixels,,Accessory Shoe|Built-in Flash,Yes,2.5 in,CMOS,Sensor Shift,Video - Out (Unspecified)|USB|HDMI,3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),16760000 pixels,http://www.nikonusa.com/en/Nikon-Products/Product/Compact-Digital-Cameras/26469/COOLPIX-S9700.html,1 year(s),4.3 oz,4.3 in,Yes,,,,,,,,,,,,4 X,4.5 mm to 135.0 mm,25 mm to 750 mm,30 X,,,,,,,,,,,,,,,,,,329 MB,3.7 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Panasonic Lumix DMC-G5KK Black Digital Camera Kit W/ 14-42mm Lens (3x Opt, 16.05 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Camera,2.8 in,16.1 Megapixel,,Auto Flash|Flash ON|Flash OFF|Red-eye Reduction|Slow Sync,,3.3 in,Live MOS,Optical,,3 in,Micro Four Thirds,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,18300000,http://www.panasonic.com,1 Year,12.16 oz,4.7 in,,,,,,,,,,,,,4x,14 mm to 42 mm (Lens 1),28 mm to 84 mm (Lens 1),3 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus E-P5 Silver Digital Camera Kit W/ 17 Mm Lens (16.1 MP, 1.48x Opt, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,1.46 in,16.1 pixels,,Built-in Flash|Accessory Shoe,Yes,2.71 in,CMOS,Sensor Shift,USB|HDMI|A/V (RCA Composite),3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),17.2 pixels,http://www.getolympus.com/us/en/e-p5.html,1 year(s),13.33 oz,4.81 in,Yes,,,,,,,,,,,,4 X,17 mm,,1.48 X,,,,,,,,,,,,,,,,,,,1.8 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon EOS 5D Mark III Black SLR Digital Camera Kit W/ 24-105 Mm Lens (22.3 MP, 4.37x Opt, CompactFlash/SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3 in,22300000 pixels,,Built-in Flash|Accessory Shoe,Yes,4.6 in,CMOS,Sensor Shift,Video - Out (Unspecified)|USB|HDMI,3.2 in,Canon EF,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card|CompactFlash (CF) Card,23400000 pixels,http://www.usa.canon.com/cusa/consumer/products/cameras/slr_cameras/eos_5d_mark_iii,1 year(s),30.3 oz,6 in,,,,,,,,,,,,,,,,4.37 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot 150 IS 20 Megapixel Compact Camera - Black (2.7"" LCD - 10x Optical Zoom - Optical IS - 5152 X 3864 Image - 1280 X 720 Video - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.9 in,20 Megapixel,,Red-eye Fix|Auto Flash|Flash ON|Flash OFF|Slow Sync,,2.2 in,CCD,Optical,,2.7 in,,1280 x 720,Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card,20500000,http://www.usa.canon.com,1 Year,4.41 oz,3.8 in,,,,,,,,,,,,,4x,4.30 mm to 43 mm,24 mm to 240 mm,10 X,,,,,,,,,,,,,,,,,,,,WEEE|REACH|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D3300 Gray SLR Digital Camera Kit W/ 18-55 Mm Lens (24.2 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,3 in,24200000 pixels,,Built-in Flash|Accessory Shoe,Yes,3.9 in,CMOS,Sensor Shift,USB|HDMI,3 in,Nikon F,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),24700000 pixels,http://www.nikonusa.com/en/Nikon-Products/Product/Digital-SLR-Cameras/1532/D3300.html,1 year(s),15.1 oz,4.9 in,Yes,,,,,,,,,,,,,18 mm - 55 mm,27 mm - 82.5 mm,,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Cyber-shot DSC-W830 20.1 Megapixel Compact Camera - Black (2.7"" LCD - 8x Optical Zoom - Optical IS - 11520 X 1080 Image - 1280 X 720 Video - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,0.9 in,20.1 Megapixel,,Auto Flash|Flash ON|Slow Sync|Flash OFF|Advanced Flash|Flash Exposure Compensation,,2.1 in,Super HAD CCD,Optical,,2.7 in,,1280 x 720,Memory Stick Duo|Memory Stick PRO Duo|Memory Stick PRO-HG Duo|Memory Stick Micro|Memory Stick Micro (M2)|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|microSD Card|microSDHC Card|Memory Stick XC-HG Duo|microSD Extended Capacity (microSDXC),20500000,http://www.sony.com,1 Year,3.74 oz,3.7 in,,,,,,,,,,,,,4x,4.50 mm to 36 mm,34 mm to 381 mm,8 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujifilm X-E1 Black Digital Camera Kit W/ 18-55 Mm Lens (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Camera,1.5 in,16.3 Megapixel,,Auto Flash|Flash ON|Flash OFF|Commander|Red-eye Reduction|Rear Curtain Sync|Suppressed Flash|Slow Sync,,2.9 in,X-Trans CMOS,Optical,,2.8 in,Fujifilm X-mount,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC UHS-I)|Secure Digital High Capacity (SDHC) Card,,http://www.fujifilm.com,1 Year,10.58 oz,5.1 in,,Fujifilm,Yes,,Programmed AEShutter PriorityAperture Priority AEManual,2,-4,1.0,,Yes,X-E1,Electronic,No,18 mm to 55 mm (Lens 1),27 mm to 84 mm (Lens 1) 27 mm to 84 mm (Lens 1),3.1 X,,49.0,No,Yes,NP-W126,Yes,No,Yes,Auto,,30 Second,24 fps,,,,1/4000 Second,Automatic Scene RecognitionCustomColor Temperature Selection (K)FineShadeFluorescent Light (Daylight)Fluorescent Light (Warm White)Fluorescent Light (Cool White)Incandescent LightUnderwater,,,,14 Elements in 10 Groups,,,,,X,,Viewer SoftwareRAW File Converter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fuji Blowers FinePix S4800 16 Megapixel Compact Camera - Black (3"" LCD - 30x Optical Zoom - Optical IS - 4608 X 3456 Image - 1280 X 720 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,3.9 in,16 Megapixel,,Auto Flash|Flash OFF|Flash ON|Suppressed Flash|Slow Sync|Red-eye Reduction,,3.7 in,CCD,Optical,,3 in,,1280 x 720,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),,http://www.fujifilm.com,1 Year,15.03 oz,4.8 in,,Fujifilm,Yes,Shooting Modes:AutoPanoramaCustomZoom BracketingNatural Light and with FlashNatural LightPortraitBabySmileLandscapeSportNightNight (Tripod)FireworksSunsetSnowBeachPartyFlowerTextIndividual Shutter 3D,Program AEShutter Priority AEAperture Priority AEManual,No,No,4.0,B00H7HMNQ8,Yes,S4800,No,7.2x,4.30 mm to 129 mm,24 mm to 720 mm 24 mm to 720 mm,30 X,,,No,Yes,,No,No,Yes,ISO 6400,,8 Second,30 fps,Digital Camera,FinePix,,1/2000 Second,Automatic Scene RecognitionFineShadeFluorescent Light (Daylight)Fluorescent Light (Warm White)Fluorescent Light (Cool White)Incandescent LightCustom,,,REACH|WEEE,15 Elements in 11 Groups,7.2,93.98,30.0,15.03,S,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VTech Kidizoom 80-077341 2 Megapixel Compact Camera (1.8"" LCD - 1600 X 1200 Image - 320 X 240 Video) Price Comparison at Buy.net",,,,,,,,,,,,,,,,,,,,,,Vtech,,,,,,4.0,B002PHLU8M,,80-077341,No,,,,,,,,,,,,No,,,,,,Kidizoom,,,,,,,,,,,,,,Kidizoom Plus Photo Editor,,Cameras,1600 x 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pentax Q7 Black Digital Camera Kit W/ 5-15mm & 15-45mm Lens (12.4 MP, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body with Lens Kit,Mirrorless Interchangeable Lens Camera,1.34 in,12400000 pixels,,Built-in Flash,,2.28 in,CMOS,Sensor Shift,USB|HDMI,3 in,,1920 x 1080,Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card,12760000 pixels,http://www.us.ricoh-imaging.com/dslr,1 year(s),7.05 oz,4.02 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot S110 Black Digital Camera (12.1 Megapixel - 3"" Touchscreen LCD - 5x Optical Zoom - Optical IS - 4000 X 3000 Image - 1920 X 1080 Video - HDMI - PictBridge - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1.1 in,12.1 Megapixel,,Auto Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Reduction|Rear Curtain Sync|Flash Exposure Compensation,,2.3 in,CMOS,Optical,HDMI|USB|Video - Out (Unspecified),3 in,,1920 x 1080,Secure Digital (SD) Card|Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC),13300000,http://www.usa.canon.com,1 Year,6.10 oz,3.9 in,,,,,,,,,,,,,4x,5.20 mm to 26 mm,24 mm to 120 mm,5 X,,,,,,,,,,,,,,,,,,,2 1/f,REACH|RoHS|WEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony Alpha A7 Black Digital Camera Kit W/ 28-70mm Lens (24.3 MP, SD Card/Memory Stick) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,,24.3 Megapixel,,Accessory Shoe,,,CMOS,Optical,"Audio - Line In (1/8"" Mini)|Audio - Line Out (1/8"" Mini)|HDMI|USB",3 in,Sony E,1920 x 1080,Memory Stick PRO Duo|Memory Stick PRO-HG Duo|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card,24.7 Megapixel,http://store.sony.com/WFS/SNYUS/en_US/-/USD/-zid27-ILCE7K/B/cat-27-catid-All-Alpha-NEX-Cameras?XID=O:ILCE7K/B:pg:df&CA_6C15C=130003920000039549,1 year(s),27.2 oz,,Yes,,,,,,,,,,,,,28 - 70 mm,,2.5 X,,,,,,,,,,,,,,,,,,,3.5 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nikon D610 Black SLR Digital Camera Body Only (24.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",Body Only,Digital SLR Camera,3.2 in,24.3 Megapixel,Water Resistant|Dust Resistant,Auto Flash|Flash OFF|Flash ON|Slow Sync|Rear Curtain Sync|Front Curtain Sync|Red-eye Reduction|Flash Exposure Compensation,,4.4 in,CMOS,No,,3.2 in,Nikon F,1920 x 1080,Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital High Capacity (SDHC) Card|Eye-Fi Card,24700000,http://www.nikon.com,1 Year,1.68 lbs,5.6 in,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,WEEE|RoHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympus PEN E-P5 Silver Digital Camera (16.1 MP, SD/SDXC/SDHC Card Slot) Price Comparison at Buy.net",Body Only,Mirrorless Interchangeable Lens Camera,1.46 in,16100000 pixels,Water Resistant,Built-in Flash|Accessory Shoe,Yes,2.71 in,CMOS,Sensor Shift,USB|HDMI|A/V (RCA Composite),3 in,Micro Four Thirds,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,17200000 pixels,http://www.getolympus.com/us/en/digitalcameras/pen/e-p5.html,1 year(s),13.33 oz,4.81 in,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon PowerShot S120 Black Digital Camera (12.1 MP, 5x Opt, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,1.14 in,12100000 pixels,Water Resistant,Built-in Flash,,2.32 in,CMOS,Optical,"Video - Out (Unspecified)|HDMI|Audio - Line Out (1/8"" Mini)",3 in,,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card|Secure Digital Extended Capacity (SDXC),12800000 pixels,http://www.usa.canon.com/cusa/consumer/products/cameras/digital_cameras/powershot_s120#Specifications,1 year(s),6.81 oz,3.94 in,,,,,,,,,,,,,4 X,5.2 mm to 26 mm,24 mm to 120mm,5 X,,,,,,,,,,,,,,,,,,,1.8 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 GB,,
"Samsung WB350F 16.3 Megapixel Compact Camera - Brown (3"" Touchscreen LCD - 21x Optical Zoom - Optical IS - 4608 X 3456 Image - 1920 X 1080 Video - HD Movie Mode) Price Comparison at Buy.net",,Compact Camera,1 in,16.3 Megapixel,,Auto Flash|Red-eye Reduction|Fill Flash|Flash ON|Flash OFF|Slow Sync|Red-eye Fix,,2.6 in,BSI CMOS,Optical,,3 in,,1920 x 1080,microSD Card|microSDHC Card|microSD Extended Capacity (microSDXC),16700000,http://www.samsungusa.com,1 Year,7.68 oz,4.5 in,,,,,,,,,,,,,9.4x,4.10 mm to 86.10 mm,23 mm to 483 mm,21 X,,,,,,,,,,,,,,,,,,,,RoHS|WEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Video Systems MAC50 32 GB Flash Memory HD Camcorder (4x Opt, 1.5"" LCD) Price Comparison at Buy.net",,,2.25 in,,Water Proof,,,2.5 in,,,USB - Universal Serial Bus,1.5 in,,,,,http://www.povactionvideo.com/,1 year(s),5.5 oz,2.5 in,,,,,,,,,,,,,,,,4 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Action Camcorder,,,,,,,,,,,,,,,,,,,,,,,,,,,Lithium-Ion Battery,,,,,,,
"Fujifilm X-E1 Black Digital Camera Kit W/ 18-55 Mm Lens (16.3 MP, SD/SDHC/SDXC Card Slot) Price Comparison at Buy.net",,Mirrorless Interchangeable Lens Camera,1.5 in,16300000 pixels,Water Resistant,Accessory Shoe|Built-in Flash,,2.9 in,CMOS,Optical,"USB|HDMI|Audio - Line In (1/8"" Mini)",2.8 in,Fujifilm X,1920 x 1080,Secure Digital High Capacity (SDHC) Card|Secure Digital Extended Capacity (SDXC)|Secure Digital (SD) Card,,http://www.fujifilmusa.com/products/digital_cameras/x/fujifilm_x_e1/,1 year(s),10.6 oz,5.1 in,,,,,,,,,,,,,,18 mm to 55 mm,27.4 mm to 83.8 mm,,,,,,,,,,,,,,,,,,,,2.8 1/f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iris USA SCB1 Black Digital Camera (2 MP, SD/SDHC Card Slot) Price Comparison at Buy.net",,Point & Shoot Digital Camera,,2000000 pixels,,,,,,,USB,,,,Secure Digital High Capacity (SDHC) Card|Secure Digital (SD) Card,,http://www.wildgameinnovations.com/scb1-camera.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Canon EOS 7D Black SLR Digital Camera Kit W/ 28-135mm Lens (18 MP, 4.8x Opt, CompactFlash Slot) Price Comparison at Buy.net",Body with Lens Kit,Digital SLR Camera,2.9 in,18 Megapixel,,Auto Flash,,4.4 in,CMOS,Optical,1 x USB 2.0 USB|1 x Audio/Video Out|1 x HDMI Digital Audio/Video Out|1 x DC Power In,3 in,Canon EF/EF-S,1920 x 1080,CompactFlash (CF) Card,19000000,http://www.usa.canon.com,1 Year Limited,1.81 lbs,5.8 in,,,,,,,,,,,,,,28 mm to 135 mm (Lens 1),,4.8 X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiptek PenCam PCM13 Compact Camera - Blue (1248 X 960 Image - 624 X 480 Video) Price Comparison at Buy.net,,Compact Camera,3.5 in,,,,,1.3 in,CMOS,,1 x USB,,,624 x 480,Internal Memory,1300000,http://www.aiptek.com,1 Year,1.68 oz,1.2 in,,Aiptek,,,Auto Exposure,,,2.0,,,PCM13,Optical,,,,,,,,,,,No,No,,,,20 fps,,PenCam,,,Auto White-Balance,16 MB,,,,,0.0013,,1.68,,,Camera ManagerMicrosoft NetMeetingCyberLink VideoLiveMailULead VideoStudioULead Photo Express SEULead Photo ExplorerULead Cool 360,,,1248 x 960,,,Auto Exposure,,320 x 240 @ 20 fps resolution for video conferencingInternal Memory:16MB Built-in SDRAM (for AVI)16MB Built-in Flash (for Stills),Built-in Memory|Self Timer,JPEG,,,Carrying Strap|Cradle Stand|PC Connection Cable,,,1248 pixels,960 pixels,,,,,,,,16.0,1.3,3.0,,(2) AAA Battery,AVI,Auto,,,,,
