<page title>,camera type,deal first added on,ean13,last updated,lcd screen size,manufacturer,megapixels,optical zoom,product name,product number mpn,retail price,upc,dimensions,ean14,weight,manufactured in,megapixel range,redeye reduction,feature
Canon PowerShot SD600 6MP Digital Elph on sale for $355.50,,22-February-2006,0013803062755,09-October-2014,,,,,Canon PowerShot SD600 6MP Digital Elph Camera with 3x Optical Zoom,,$449.95,013803062755,3.4 x 2.1 x 0.9 in.,00013803062755,2 lbs.,,,,
Nikon 1 J1 10.1MP Digital Camera Bundle on sale for $308.46,SLR,19-June-2012,0018208131457,09-October-2014,,Nikon,,,"Nikon 1 J1 10.1MP Digital Camera Bundle with 10-30mm VR 1 NIKKOR Lens, 8 GB SD Card, and Case (White)",,$749.95,018208131457,,,,,,,
Nikon SB-400 AF Speedlight for Nikon on sale for $200.98,SLR,10-April-2007,0018208048069,09-October-2014,,Nikon,,,Nikon SB-400 AF Speedlight for Nikon Digital SLR Cameras,,$314.67,018208048069,,00018208048069,1 lbs.,,,,
Canon Digital Rebel XTi 10.1MP Digital on sale for $999.95,SLR,31-August-2006,0086753091632 0013803017663,09-October-2014,,Canon,,,Canon Digital Rebel XTi 10.1MP Digital SLR Camera (Body Only),1236B003,$1200.00,086753091632 013803071665 013803017663,8.8 x 6.6 x 5.5 in.,00013803071665,5 lbs.,,10.0 - 10.9 Megapixels,,
Canon EOS Rebel SL1 18.0 MP CMOS Digital on sale for $475.00,SLR,3-August-2013,0013803222654,09-October-2014,,Canon,,,Canon EOS Rebel SL1 18.0 MP CMOS Digital SLR with 18-55mm EF-S IS STM Lens,8575B003,$799.00,013803222654,,,,Made in USA,,,
Panasonic Lumix DMC-GF3 12MP Micro 4/3 on sale for $269.99,SLR,20-July-2012,0885170051805,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-GF3 12MP Micro 4/3 Compact System Camera with 14-42mm Zoom Lens,DMC-GF3KK,$599.99,885170051805,,,,,,,
Samsung NX300 20.3MP CMOS Compact on sale for $499.00,Other,16-December-2013,0887276985619,09-October-2014,,Samsung,,,Samsung NX300 20.3MP CMOS Compact Interchangeable Lens Smart WiFi Digital Camera with 20-50mm Lens (White),EV-NX300ZBFUUS,$749.99,887276985619,,,,,,,
Canon EOS Rebel T3 12.2 MP Digital SLR on sale for $218.39,,20-March-2014,0610563301126,10-October-2014,,Canon,,,Canon EOS Rebel T3 12.2 MP Digital SLR Camera (Body Only),_EOS_Rebel_T3,$449.95,610563301126,,,,,,,
Canon Powershot S60 5MP Digital Camera on sale for $385.98,,,0013803041620,,,Canon,,,Canon Powershot S60 5MP Digital Camera with 3.6x Optical Zoom,9458A001AA,$349.99,013803041620,10 x 7 x 4 in.,,2.4 lbs.,,5.0 - 5.9 Megapixels,,
Nikon D80 10.2MP Digital SLR Camera Kit on sale for $1999.00,SLR,14-August-2006,0018208094073,09-October-2014,,Nikon,,,Nikon D80 10.2MP Digital SLR Camera Kit with 18-55mm ED AF-S DX Zoom-Nikkor Lens,,$1214.99,018208094073,,00018208094073,5 lbs.,,10.0 - 10.9 Megapixels,,
Accessory Kit For Canon SX30IS SX30 IS on sale for $42.90,,23-November-2010,0628586194199,09-October-2014,,ButterflyPhoto,,,Accessory Kit For Canon SX30IS SX30 IS Camera Includes 16GB High Speed SD Memory card + USB 2.0 High Speed Card Reader + Extended Replacement NB-7L (1300 mAH) Battery + Ac/Dc Rapid Battery Charger + Deluxe Case + Clear LCD Screen Protectors + More,,$119.95,628586194199,,,,,,,
Nikon D3S 12.1MP DSLR Camera Body on sale for $5994.99,SLR,30-June-2010,0018208254668,09-October-2014,,Nikon,12.1 MP,2 x,Nikon D3S 12.1MP DSLR Camera Body (Body Only),D3s Body Only,$5899.95,018208254668,,00018208254668,,,,,
Panasonic Lumix DMC-TS4 Tough Waterproof on sale for $399.00,Point-and-Shoot,12-June-2012,0885170069770,09-October-2014,,Panasonic,,,"Panasonic Lumix DMC-TS4 Tough Waterproof Digital Camera with 12.1MP, GPS, 4.6x Zoom (Orange)",DMC-TS4D,$399.00,885170069770,,,,Made in USA,,,
Fujifilm FinePix S1800 12.2MP Digital on sale for $302.99,Point-and-Shoot,26-September-2010,0074101001471,09-October-2014,3 inches,Fuji Photo Film,12 MP,18 x,Fujifilm FinePix S1800 12.2MP Digital Camera with 18x Wide Angle IS Zoom,,$229.95,074101001471,,,,,,,
Samsung EC-PL120 Digital Camera on sale for $82.90,Point-and-Shoot,3-May-2012,0044701015475,09-October-2014,,Samsung,,,Samsung EC-PL120 Digital Camera with 14.2MP and 5x Zoom,EC-PL120ZBPBUS,$149.00,044701015475,,,,,,,
Samsung WB2200F 16.4MP Smart Digital on sale for $316.99,Point-and-Shoot,12-May-2014,0887276959993,09-October-2014,,Samsung,,,"Samsung WB2200F 16.4MP Smart Digital Camera with 60x Optical Zoom Wi-Fi, FullHD Video",EC-WB2200BPBUS,$449.99,887276959993,,,,,,,
Canon PowerShot A590IS 8MP Digital Camera on sale for $375.98,,6-March-2008,0013803089325,09-October-2014,,Canon,,,Canon PowerShot A590IS 8MP Digital Camera with 4x Optical Image Stabilized Zoom,2462B001,$279.99,013803089325,3.7 x 1.6 x 2.5 in.,00013803089325,2 lbs.,,8.0 - 8.9 Megapixels,,Image Stabilization
Panasonic Lumix DMC-ZS19 14.1MP Digital on sale for $138.99,,20-July-2012,0885170074354,01-November-2014,,Panasonic,,,Panasonic Lumix DMC-ZS19 14.1MP Digital Camera with 20x Zoom,,$279.99,885170074354,,,,Made in USA,,,
Fujifilm FinePix Real 3D W3 Gripster Kit on sale for $22.95,,6-November-2010,,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Gripster Kit Includes Flexible Gripster + Replacement NP-50 (1100 mAH) Battery+ Deluxe Hard Case + LCD Clear Screen Protectors,,,,,,,,,,
Nikon Coolpix S9300 16MP Digital Camera on sale for $144.95,Point-and-Shoot,4-June-2012,0018208263158,09-October-2014,,Nikon,,,Nikon Coolpix S9300 16MP Digital Camera with 18x Zoom and 1080p Video (Black),,$349.95,018208263158,,,,,,,
Fujifilm X-M1 Compact System 16MP Digital on sale for $487.82,,24-November-2013,0074101022889,10-October-2014,,Fuji Photo Film,,,"Fujifilm X-M1 Compact System 16MP Digital Camera, Body Only (Silver)",X-M1 Body (Silv,$699.95,074101022889,,,,,,,
Olympus XZ-1 10 MP Digital Camera on sale for $298.79,,27-October-2012,0662425800773,09-October-2014,,Olympus,,,Olympus XZ-1 10 MP Digital Camera with f1.8 Lens and 3-Inch OLED Monitor International Model No Warranty (Black) 16GB SDHC Accessory Saver Bundle,XZ-1 Black 2280,$599.95,662425800773,,,,,,,
Canon EOS 50D 15.1MP Digital SLR Camera on sale for $1655.98,,24-November-2008,0013803104684,09-October-2014,,Canon,,,Canon EOS 50D 15.1MP Digital SLR Camera (Body Only),50D Body,$2200.00,013803104684,,00013803104684,4 lbs.,,,,
Nikon D600 FX-format Digital SLR Camera on sale for $2055.92,,27-December-2012,0012345212178,09-October-2014,,Nikon,,,Nikon D600 FX-format Digital SLR Camera Body Package 3,,,012345212178,,,,,,,
Samsung GC110 Galaxy Digital Camera on sale for $403.69,,6-December-2013,0616932798221,09-October-2014,,Samsung,,,Samsung GC110 Galaxy Digital Camera (White) + 32GB MicroSDHC Memory Card + Carrying Case + Mini Tripod Kit + USB SDHC Reader + Memory Wallet,EK-GC110ZWAXAR,,616932798221,,,,,,,
Nikon D200 10.2MP Digital SLR Camera on sale for $1500.00,SLR,30-December-2005,0018208252350,09-October-2014,,Nikon,,,Nikon D200 10.2MP Digital SLR Camera (Body Only),25235,$2128.75,018208252350,6 x 4 x 2 in.,00018208252350,13 lbs.,,10.0 - 10.9 Megapixels,,
Sony Cybershot DSC-S730 7.2MP Digital on sale for $149.99,,11-December-2008,0002724272493 0027242724938,09-October-2014,,Sony,,,Sony Cybershot DSC-S730 7.2MP Digital Camera with 3x Optical Zoom,DSCS730,$349.80,027242724938,,00027242724938,1 lbs.,,,,
Olympus XZ-1 10 MP Digital Camera on sale for $260.79,,27-October-2012,0662425827565,09-October-2014,,BVI,,,Olympus XZ-1 10 MP Digital Camera with f1.8 Lens and 3-Inch OLED Monitor (Black) + Extended Life Battery + 8GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Acc,"XZ1 Black, 2280",$549.95,662425827565,,,,,,,
Panasonic Lumix GX7 16MP DSLM Camera on sale for $797.99,SLR,16-August-2013,0885170153936,10-October-2014,,Panasonic,,,Panasonic Lumix GX7 16MP DSLM Camera with G VARIO 14-42mm II Lens and Tilt-Live Viewfinder,DMC-GX7KS,$1099.99,885170153936,,,,,,,
Sony Cyber-shot DSC-TX20 16.2MP Digital on sale for $229.88,Point-and-Shoot,4-May-2012,0027242844087,09-October-2014,,Sony,,,Sony Cyber-shot DSC-TX20 16.2MP Digital Camera with 4x Zoom (Black),DSCTX20/B,$329.99,027242844087,,,,,,,
Sony DSC-RX1/B Cyber-shot Full-frame on sale for $2429.09,,9-November-2013,0616932797804,09-October-2014,,ebasket,,,Sony DSC-RX1/B Cyber-shot Full-frame Digital Camera + External Rapid Charger + 32GB SDHC Class 10 Memory Card + 49mm UV Filter + Carrying Case + NP-BX1 battery + Mini Tripod Kit + USB SDHC Reader,DSC-RX1/B K1,,616932797804,,,,,,,
Pentax K-01 16MP APS-C CMOS Compact on sale for $736.09,,9-December-2012,0662425828036,09-October-2014,,BVI,,,Pentax K-01 16MP APS-C CMOS Compact System Camera With 40mm Lens (Yellow) + Extended Life Battery + 32GB SDHC Class 10 Memory Card + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + 3 Piece P,K-01 w/ 40mm Ye,$899.99,662425828036,,,,,,,
"Flash Kit For The Panasonic Lumix DMC-G1, on sale for $124.90",,8-December-2010,,09-October-2014,,ButterflyPhoto,,,"Flash Kit For The Panasonic Lumix DMC-G1, DMC-G10 12.1 MP Digital Camera Includes Vivitar DF-293 TTL LCD Bounce Zoom Swivel DSLR AF Flash + 3pc Lens Cleaning Kit",,$199.95,,,,,,,,
Panasonic Lumix DMC-ZS25 Digital Camera on sale for $229.48,,29-July-2013,0617529207386,09-October-2014,,Panasonic,,,Panasonic Lumix DMC-ZS25 Digital Camera (Silver) + 8GB SDHC Memory Card,DMC-ZS25S,,617529207386,,,,,,,
Canon EOS Rebel T1i 500D 15.1MP Digital on sale for $650.00,,30-April-2009,0013803112610,09-October-2014,,Canon,,,Canon EOS Rebel T1i 500D 15.1MP Digital SLR Camera w/ EF-S 18-55mm f/3.5-5.6 IS Lens,T1i 18-55mm kit,$1299.00,013803112610,,00013803112610,4 lbs.,,,,
Fujifilm Finepix A400 4.1MP Digital on sale for $259.96,,14-February-2006,0074101400908,09-October-2014,,Fuji Photo Film,,,Fujifilm Finepix A400 4.1MP Digital Camera with 3x Optical Zoom,6000004427,$199.99,074101400908,3.7 x 2.4 x 1.1 in.,00074101400908,2 lbs.,,,,
Nikon Coolpix P600 16.1MP Wi-Fi Digital on sale for $353.13,Point-and-Shoot,21-March-2014,0018208264636,09-October-2014,,Nikon,,,Nikon Coolpix P600 16.1MP Wi-Fi Digital Camera with 60x Zoom and Full HD 1080p Video (Red),,$499.95,018208264636,,,,,,,
Canon EOS Rebel T5i - 700D Camera 5 Lens on sale for $1141.90,,16-December-2013,0616316807099,09-October-2014,,GID,,,"Canon EOS Rebel T5i - 700D Camera 5 Lens Kit with 18-135mm IS, 75-300mm, 50mm, 52mm 2X Telephoto, 52mm Wide Angle, 24 GB and More",,,616316807099,,,,,,,
Canon EOS Rebel T3 12.2MP Digital SLR on sale for $575.99,SLR,23-November-2012,0845251028393,09-October-2014,,Canon,,,Canon EOS Rebel T3 12.2MP Digital SLR with 18-55mm IS II Lens and EF 75-300mm III Telephoto Zoom Lens,5157B026,$749.00,845251028393,,,,,,,
Fujifilm X-T1 16MP Compact System Camera on sale for $1499.00,,18-September-2014,0074101025668,10-October-2014,,Fuji Photo Film,,,"Fujifilm X-T1 16MP Compact System Camera (Graphite Silver, Body Only)",16442755,$1499.95,074101025668,,,,Made in Japan,,,
Sony Cyber-Shot DSC-WX9 16.2 MP Digita on sale for $115.48,Point-and-Shoot,26-November-2011,0027242808652,09-October-2014,,Sony,,,Sony Cyber-Shot DSC-WX9 16.2 MP Digita Camera with 5x Wide-Angle Zoom and Full HD 1080/60i Video (Black),DSCWX9/B,$199.00,027242808652,,,,,,,
Canon EOS Rebel T4i 18MP CMOS Digital SLR on sale for $508.99,SLR,19-June-2012,0013803150605,09-October-2014,,Canon,,,Canon EOS Rebel T4i 18MP CMOS Digital SLR with 18-55mm EF-S IS II Lens,6558B003,$949.00,013803150605,,,,,,,
Fujifilm FinePix Real 3D W3 Essentials on sale for $29.95,,6-November-2010,0628586183902,09-October-2014,,ButterflyPhoto,,,Fujifilm FinePix Real 3D W3 Essentials Accessory Kit Includes 8GB High Speed SD Memory card + USB 2.0 High Speed Card Reader + Deluxe Hard Case + Mini Hdmi to Hdmi Cable + Mini Tripod + More,,$49.95,628586183902,,,,,,,
Nikon D80 10.2MP Digital SLR Camera Kit on sale for $1486.49,SLR,14-August-2006,0018208094059,09-October-2014,,Nikon,,,Nikon D80 10.2MP Digital SLR Camera Kit with 18-135mm AF-S DX Zoom-Nikkor Lens,,$1367.99,018208094059,5.5 x 4.4 x 3.1 in.,00018208094059,6 lbs.,,10.0 - 10.9 Megapixels,,
Olympus Stylus 740 7.1MP Digital Camera on sale for $249.95,,30-August-2006,0050332158382,09-October-2014,,Olympus,,,Olympus Stylus 740 7.1MP Digital Camera with Digital Image Stabilized 5x Optical Zoom (Silver),225845,$349.99,050332158382,,00050332158382,2 lbs.,,7.0 - 7.9 Megapixels,,Image Stabilization
Canon PowerShot SX150 IS 14.1MP Digital on sale for $89.99,Point-and-Shoot,24-October-2011,0013803140538,09-October-2014,3 inches,Canon,14.1 MP,12 x,Canon PowerShot SX150 IS 14.1MP Digital Camera with 12x Zoom,5664B001,$249.00,013803140538,,,,,,,
Sony Cyber-Shot DSC-HX5V 10.2MP Exmor R on sale for $386.99,Point-and-Shoot,15-March-2010,0027242776630,09-October-2014,,Sony,10.2 MP,10 x,Sony Cyber-Shot DSC-HX5V 10.2MP Exmor R Digital Camera w/ 10x Wide Angle IS Zoom and G-Lens,,$349.99,027242776630,,00027242776630,,,,,
Canon PowerShot SD750 Elph Digital Camera on sale for $403.49,,10-April-2007,0013803082210,09-October-2014,,Canon,,,Canon PowerShot SD750 Elph Digital Camera (Silver),PowerShot SD750,$399.95,999999431486 013803082210,3.6 x 2.2 x 0.8 in.,00013803082210,1 lbs.,,,,
Nikon D5100 16.2MP Digital SLR Camera on sale for $409.80,SLR,2-April-2012,0018208254767,09-October-2014,,Nikon,,,Nikon D5100 16.2MP Digital SLR Camera (Body Only),,$749.00,018208254767,,,,,,,
Ultimate Accessory Kit For The Panasonic on sale for $106.90,,8-December-2010,0628586193871,09-October-2014,,ButterflyPhoto,12.1 MP,,Ultimate Accessory Kit For The Panasonic Lumix DMC-G10 12.1 MP Digital Camera Includes USB High Speed SD Memory Card Reader + Extended Replacement DMW-BLB13 (1500 mAH) Battery + Ac/Dc Rapid Travel Charger + Deluxe Carrying Case + 52 Inch Pro Tripod + Mono,,$219.00,628586193871,,,,,,,
Pentax K-3 24MP SLR Camera on sale for $1199.99,,11-December-2013,0027075274310,09-October-2014,,Pentax,,,Pentax K-3 24MP SLR Camera with 18-135mm WR f 3.5-5.6 Lens Kit,Pentax K-3 lens,$1649.95,027075274310,,,,,,,
Accessory Kit For The Panasonic Lumix on sale for $109.90,,8-December-2010,0628586193901,09-October-2014,,ButterflyPhoto,12.1 MP,,Accessory Kit For The Panasonic Lumix DMC-G10 12.1 MP Includes 32GB High Speed SD Memory Card + High Speed 2.0 USB Card Reader + Extended Replacement DMW-BLB13 (1500 mAH) Battery + Ac/Dc Rapid Travel Charger + Deluxe Carrying Case + Mini Tripod + More,,$229.95,628586193901,,,,,,,
Fujifilm FinePix JX250 14MP Digital on sale for $264.13,Point-and-Shoot,4-April-2011,0074101002119,09-October-2014,2.7 inches,Fuji Photo Film,14 MP,5 x,Fujifilm FinePix JX250 14MP Digital Camera with 5x Zoom,JX250 Black,$159.95,074101002119,,,,,,,
Pentax Optio WG-1 Adventure Proof 14MP on sale for $374.42,Point-and-Shoot,15-April-2011,0027075188136,09-October-2014,2.7 inches,Pentax,14 MP,5 x,Pentax Optio WG-1 Adventure Proof 14MP Waterproof Digital Camera with 5x Zoom,,$369.95,270751881368 027075188136,,,,,,Yes,
Canon PowerShot SX260 HS 12.1MP CMOS on sale for $220.98,Point-and-Shoot,4-May-2012,0013803146448,09-October-2014,,Canon,,,Canon PowerShot SX260 HS 12.1MP CMOS Digital Camera with 20x IS Zoom and 1080p Video,5900B001,$349.00,013803146448,,,,Made in Japan,,,
Nikon D7100 DX-Format CMOS 24.1MP Digital on sale for $852.00,SLR,29-September-2013,0018208015139,09-October-2014,,Nikon,,,Nikon D7100 DX-Format CMOS 24.1MP Digital SLR (Body Only),,$1199.95,018208015139,,,,,,,
Olympus E-5 12.3MP Digital SLR on sale for $1979.00,SLR,19-September-2011,4545350032401,09-October-2014,,Olympus,12.3 MP,,Olympus E-5 12.3MP Digital SLR (Body Only),E-5 Body,$1699.99,050332176348,,,,,,,
2 Pack Extended Life Replacement Battery on sale for $21.90,,16-June-2011,0628586147720,09-October-2014,,ButterflyPhoto,,,2 Pack Extended Life Replacement Battery BL-S1 Two Batteries in Total for Olympus E-PEN E-PL1 E-volt E-410 E-400 1400MAH Each + Free Pack Of LCD Screen Protectors,,$59.89,628586147720,,,,,,,
Olympus FE-140 6MP Digital Camera on sale for $105.49,,27-January-2006,0050332157910,09-October-2014,,Olympus,,,Olympus FE-140 6MP Digital Camera with 3x Optical Zoom,225740,$299.95,050332157910,4.5 x 1 x 3 in.,00050332157910,1 lbs.,,,,
Sigma DP1 14MP Digital Camera on sale for $552.25,,17-April-2008,0085126924997,09-October-2014,,SIGMA,,,Sigma DP1 14MP Digital Camera,,$999.99,085126924997,,00085126924997,2 lbs.,,14.0 - 14.9 Megapixels,,
Sony Alpha NEX-7 Digital Camera on sale for $1299.00,,11-December-2013,0662425833634,09-October-2014,,Sony,,,Sony Alpha NEX-7 Digital Camera with 18-55mm Lens (Black) Package 2,,,662425833634,,,,,,,
Canon EOS 5D Mark III 22.3 MP Full Frame on sale for $3499.00,,3-October-2012,0662425827381,09-October-2014,,BVI,,,Canon EOS 5D Mark III 22.3 MP Full Frame CMOS Digital SLR Camera + Extended Life Battery + USB Card Reader + Memory Card Wallet + Deluxe Case w/Strap + Shock Proof Deluxe Case + Mini HDMI to HDMI Cable + Accessory Saver Bundle!,Canon 5D Mark I,$3899.99,662425827381,,,,,,,
"Flash Kit For The Panasonic Lumix DMC-G1, on sale for $119.90",,8-December-2010,0628586194069,09-October-2014,,ButterflyPhoto,,,"Flash Kit For The Panasonic Lumix DMC-G1, DMC-G10 12.1 MP Digital Camera Includes Vivitar DF-293 TTL LCD Bounce Zoom Swivel DSLR AF Flash + 4 AA 2900 mAH Rechargable Batteries And Charger + 3pc Lens Cleaning Kit",,$199.95,628586194069,,,,,,,
Battery Kit For The Canon SX30IS SX30 IS on sale for $17.90,,23-November-2010,0628586194250,09-October-2014,,ButterflyPhoto,,,Battery Kit For The Canon SX30IS SX30 IS Digital Camera Includes Extended Replacement NB-7L (1300 mAH) Battery + Ac/Dc Rapid Battery Charger + Clear LCD Screen Protectors + Lens Cleaning Kit,,$49.95,628586194250,,,,,,,
Sony Cyber-shot DSC-HX300 Digital Camera on sale for $566.84,,1-November-2013,0175825127109,09-October-2014,,Sony,,,"Sony Cyber-shot DSC-HX300 Digital Camera With CS Lens & Effect Kit: Includes High Definition Wide Angle Lens, Telephoto HD Lens, 3 Piece Filter Kit, 32GB SDHC Memory Card, SD Card Reader, Sony NP-BX1 Replacement Battery, Rapid Charger, Case, 3 Year Extend",,,175825127109,,,,,,,
Sony Cyber-shot DSC-HX9V 16.2MP Exmor R on sale for $199.00,2300810,24-June-2011,0027242808768,09-October-2014,,Sony,16.2 MP,16 x,"Sony Cyber-shot DSC-HX9V 16.2MP Exmor R CMOS Digital Camera with 16x Zoom, 3D Sweep Panorama, Full HD Video",DSCHX9V/B,$349.99,027242808768,,,,,,,
Canon EOS 70D 20.2 MP Digital SLR Camera on sale for $1008.81,SLR,1-November-2013,0013803221619,10-October-2014,,Canon,,,Canon EOS 70D 20.2 MP Digital SLR Camera Kit with EF-S 18-55mm F3.5-5.6 IS STM Lens,8469B009,$1349.00,013803221619,,,,Made in USA,,,
Panasonic Lumix DMC-ZS8 14.1MP Digital on sale for $257.88,Point-and-Shoot,3-May-2011,0885170033351,09-October-2014,3 inches,Panasonic,14.1 MP,16 x,Panasonic Lumix DMC-ZS8 14.1MP Digital Camera with 16x IS Zoom (Black),DMC-ZS8K,$299.00,885170033351,,,,,,Yes,
Sony DSC-HX400 20MP Digital Camera on sale for $432.89,Point-and-Shoot,21-March-2014,0027242877887,09-October-2014,,Sony,,,"Sony DSC-HX400 20MP Digital Camera with 50x Optical Zoom, Wi-Fi",DSCHX400/B,$499.99,027242877887,,,,,,,
Nikon Coolpix AW100 16MP Waterproof on sale for $174.95,Point-and-Shoot,18-June-2012,0018208262939,09-October-2014,,Nikon,,,Nikon Coolpix AW100 16MP Waterproof Digital Camera with GPS and FullHD Video,,$379.00,018208924783,,,,,,,
Canon EOS 50D 15.1MP Digital SLR Camera on sale for $2299.00,,24-November-2008,0013803104677,09-October-2014,,Canon,,,Canon EOS 50D 15.1MP Digital SLR Camera with EF 28-135mm f/3.5-5.6 IS USM Standard Zoom Lens,50D 28-135 IS K,$2600.00,013803104677,,00013803104677,6 lbs.,,,,
Canon Powershot SD30 5MP Digital Elph on sale for $358.99,,31-August-2005,0750845826227,09-October-2014,,Canon,,,Canon Powershot SD30 5MP Digital Elph Camera with 2.4x Optical Zoom,SD30 Digital EL,$499.99,750845826227,3.8 x 1.8 x 0.9 in.,00750845826227,2 lbs.,,,,
Canon EOS 60D Digital SLR 2 Pack Battery on sale for $44.90,,22-October-2010,,09-October-2014,,ButterflyPhoto,,,Canon EOS 60D Digital SLR 2 Pack Battery Kit Includes 2 Extended Replacement LP-E6 (2600 mAH) Battery + 2 Ac/Dc Rapid Travel Battery Charger + Flexible Gripster + LCD Screen Protectors,,,,,,,,,,
Olympus PEN E-P2 Micro Four Thirds on sale for $439.71,SLR,5-December-2011,0050332172081,09-October-2014,3 inches,Olympus,12.3 MP,6 x,Olympus PEN E-P2 Micro Four Thirds Interchangeable Lens 12.3MP Digital Camera with 17mm f/2.8 Lens,262827,$1099.99,050332172081,,,,,,,
Panasonic Lumix TS4 12.1 TOUGH Waterproof on sale for $391.19,,12-June-2012,0662425823864,09-October-2014,,Panasonic,,,Panasonic Lumix TS4 12.1 TOUGH Waterproof Digital Camera with 4.6x Optical Zoom (Orange) W/16GB SDHC Memory + Extended Life BCF10 Battery + Deluxe Case w/Strap + USB Card Reader + Mini HDMI Cable + Memory Card Wallet + Accessory Saver Bundle!,DMC-TS4D Bundle,$759.95,662425823864,,,,,,,
